Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS17445	133	203	166	191	210	165	205	198	129	host	hapA	False	
gene-VC_RS16760	381	583	512	508	685	520	749	832	526	host	torT	False	
gene-VC_RS15160	293	407	406	458	595	509	788	936	657	host	gene-VC_RS15160	False	
gene-VC_RS08065	266	309	318	369	389	355	336	401	263	host	gene-VC_RS08065	False	
gene-VC_RS09440	110	99	124	166	181	172	232	280	171	host	gene-VC_RS09440	False	
gene-VC_RS10110	1379	2064	1612	1835	2563	1978	1736	2303	1369	host	fldA	False	
gene-VC_RS06060	154	244	204	154	242	169	130	177	117	host	cobU	False	
gene-VC_RS16180	403	523	452	668	903	753	630	770	485	host	gene-VC_RS16180	False	
gene-VC_RS08645	49	86	67	73	103	101	88	116	84	host	gene-VC_RS08645	False	
gene-VC_RS04965	416	615	602	676	847	627	798	856	577	host	rnt	False	
gene-VC_RS09465	69	84	81	76	138	100	125	126	63	host	gene-VC_RS09465	False	
gene-VC_RS01030	264	378	359	365	410	354	211	303	165	host	pyrE	False	
gene-VC_RS14515	136	199	158	166	218	159	231	284	187	host	ulaR	False	
gene-VC_RS16895	265	508	400	587	660	580	601	753	482	host	gene-VC_RS16895	False	
gene-VC_RS18390	2347	3178	2649	804	1317	988	1054	1244	787	host	putP	False	
gene-VC_RS15095	291	511	418	422	552	383	713	898	558	host	gene-VC_RS15095	False	
gene-VC_RS06700	302	500	399	382	566	362	438	526	336	host	gene-VC_RS06700	False	
gene-VC_RS17615	154	197	184	177	225	174	158	175	114	host	gene-VC_RS17615	False	
gene-VC_RS08525	1096	1590	1299	819	1076	898	869	992	642	host	gene-VC_RS08525	False	
gene-VC_RS00025	1034	1577	1441	1318	1808	1406	1430	1660	1048	host	rnpA	False	
gene-VC_RS03285	746	1144	944	934	1186	983	905	1058	886	host	nlpI	False	
gene-VC_RS07625	92	131	107	78	131	90	55	76	41	host	almF	False	
gene-VC_RS08740	31	56	63	78	98	62	100	121	84	host	gene-VC_RS08740	False	
gene-VC_RS10340	129	132	150	175	209	185	182	191	100	host	gene-VC_RS10340	False	
gene-VC_RS10705	1183	1906	1578	1891	2459	2233	1858	2265	1396	host	gltX	False	
gene-VC_RS15100	301	397	359	373	522	407	722	763	532	host	gene-VC_RS15100	False	
gene-VC_RS01675	1244	1963	1549	1575	2141	1696	1452	1776	1044	host	rsgA	False	
gene-VC_RS09145	1812	2529	2389	1845	2471	1780	2170	2478	1738	host	gene-VC_RS09145	False	
gene-VC_RS05860	651	1137	903	757	1146	755	396	592	337	host	gene-VC_RS05860	False	
gene-VC_RS10220	542	829	734	582	948	662	538	594	384	host	fliN	False	
gene-VC_RS07745	319	449	411	163	298	162	122	173	100	host	gene-VC_RS07745	False	
gene-VC_RS00675	1147	1475	1242	1463	1816	1423	932	1063	628	host	ftsY	False	
gene-VC_RS10245	122	141	149	109	180	129	106	108	78	host	fliJ	False	
gene-VC_RS11370	502	673	602	511	634	554	533	618	385	host	grcA	False	
gene-VC_RS02855	857	1327	1043	830	1111	842	676	698	502	host	luxS	False	
gene-VC_RS14110	43	54	48	43	84	64	87	141	77	host	gene-VC_RS14110	False	
gene-VC_RS13690	160	228	180	301	389	323	566	632	478	host	gene-VC_RS13690	False	
gene-VC_RS04915	977	1733	1367	989	1349	946	900	1091	693	host	nagE	False	
gene-VC_RS05640	735	918	911	1334	1532	1292	1264	1530	894	host	gene-VC_RS05640	False	
gene-VC_RS12375	787	1288	1107	1278	1707	1281	1509	1846	1202	host	gene-VC_RS12375	False	
gene-VC_RS12970	352	530	437	1113	1316	879	788	1487	790	host	gene-VC_RS12970	False	
gene-VC_RS05225	1192	1755	1435	1493	1680	1324	2066	2337	1558	host	tesB	False	
gene-VC_RS07900	830	1251	1217	1197	1480	1231	1247	1479	972	host	gene-VC_RS07900	False	
gene-VC_RS16455	216	264	247	253	395	284	444	626	401	host	gene-VC_RS16455	False	
gene-VC_RS17555	96	143	138	312	371	292	301	329	235	host	gene-VC_RS17555	False	
gene-VC_RS15250	76	119	104	100	178	103	146	170	103	host	gene-VC_RS15250	False	
gene-VC_RS03435	858	1248	1136	1094	1548	1104	1342	1425	843	host	murJ	False	
gene-VC_RS16870	1232	1681	1465	1020	1470	1111	1139	1491	942	host	gene-VC_RS16870	False	
gene-VC_RS08675	140	176	119	187	234	166	269	304	199	host	gene-VC_RS08675	False	
gene-VC_RS09360	1001	949	1208	1156	899	821	222	247	194	host	gene-VC_RS09360	False	
gene-VC_RS18620	782	853	803	969	1230	1014	804	758	582	host	gene-VC_RS18620	False	
gene-VC_RS01140	1324	1972	1600	808	1191	910	465	570	409	host	waaA	False	
gene-VC_RS04570	150	213	169	144	230	180	261	253	186	host	vpsD	False	
gene-VC_RS14085	54	94	91	52	85	49	50	32	39	host	gene-VC_RS14085	False	
gene-VC_RS02490	1214	1873	1608	1310	1624	1203	511	641	434	host	gene-VC_RS02490	False	
gene-VC_RS04845	235	366	304	287	505	347	367	448	283	host	gene-VC_RS04845	False	
gene-VC_RS07115	132	168	159	169	240	197	279	322	213	host	gene-VC_RS07115	False	
gene-VC_RS07215	1799	2691	2272	1852	2635	1995	2089	2256	1485	host	gene-VC_RS07215	False	
gene-VC_RS09455	706	974	872	1324	1656	1429	1887	2293	1483	host	gene-VC_RS09455	False	
gene-VC_RS13910	105	162	133	108	148	84	54	61	39	host	tssJ	False	
gene-VC_RS06200	547	732	642	647	705	670	837	1017	637	host	gene-VC_RS06200	False	
gene-VC_RS09840	499	604	616	576	688	592	698	778	522	host	gene-VC_RS09840	False	
gene-VC_RS13640	976	1534	1320	931	1234	950	771	950	583	host	gene-VC_RS13640	False	
gene-VC_RS00870	224	288	294	321	415	329	314	382	269	host	vspR	False	
gene-VC_RS10465	1047	1541	1350	1524	2047	1671	2080	2449	1453	host	hemA	False	
gene-VPVV882_gp02	529	581	550	13095	15948	13841	24524	27982	17818	phage	gene-VPVV882_gp02	False	
gene-VC_RS15350	201	226	201	159	289	188	284	353	206	host	gene-VC_RS15350	False	
gene-VC_RS05280	423	665	643	955	1227	961	984	1233	765	host	gene-VC_RS05280	False	
gene-VC_RS05680	2215	3492	2748	2519	3476	2453	2531	3227	1952	host	serC	False	
gene-VC_RS11445	1182	1807	1496	757	1137	753	316	327	221	host	gene-VC_RS11445	False	
gene-VC_RS15425	267	439	297	254	423	318	566	725	414	host	gene-VC_RS15425	False	
gene-VC_RS14535	82	102	106	112	131	110	180	261	122	host	gene-VC_RS14535	False	
gene-VC_RS00535	603	746	630	1222	1366	949	1118	2349	852	host	gene-VC_RS00535	False	
gene-VC_RS03555	154	239	208	107	149	109	97	104	86	host	gene-VC_RS03555_gene_hpf	False	
gene-VC_RS08680	1409	1209	1281	1567	1759	1505	2189	2447	1745	host	gene-VC_RS08680	False	
gene-VC_RS11290	1686	2532	2053	2003	2605	2039	1626	3462	1279	host	serB	False	
gene-VC_RS14355	311	429	357	290	393	259	250	312	204	host	gene-VC_RS14355	False	
gene-VC_RS17180	229	319	290	258	334	288	229	263	182	host	vesA	False	
gene-VC_RS13005	324	561	540	543	618	507	467	508	364	host	gene-VC_RS13005	False	
gene-VC_RS15155	226	330	271	267	431	316	424	456	304	host	gene-VC_RS15155	False	
gene-VC_RS09815	627	863	739	645	951	805	567	629	420	host	gene-VC_RS09815	False	
gene-VC_RS10080	389	577	476	571	839	628	866	1842	725	host	gene-VC_RS10080	False	
gene-VC_RS00240	1437	2064	1871	2865	3343	2556	2572	2822	1602	host	purE	False	
gene-VC_RS12365	271	337	266	275	316	311	442	1703	317	host	gene-VC_RS12365	False	
gene-VC_RS06795	816	1125	932	756	1015	796	437	593	367	host	gene-VC_RS06795	False	
gene-VC_RS10945	322	497	417	610	743	658	755	943	602	host	thiL	False	
gene-VC_RS11460	492	794	729	624	885	636	770	928	604	host	gene-VC_RS11460	False	
gene-VC_RS04330	391	409	382	1003	891	837	1506	1841	1349	host	gene-VC_RS04330	False	
gene-VC_RS06260	53	101	61	53	62	41	45	61	35	host	gene-VC_RS06260	False	
gene-VC_RS05030	1264	1875	1566	1526	1997	1528	1889	2248	1416	host	luxO	False	
gene-VC_RS16555	381	475	416	413	617	497	646	713	466	host	gene-VC_RS16555	False	
gene-VC_RS07990	366	525	424	291	413	342	426	453	301	host	gene-VC_RS07990	False	
gene-VC_RS08015	1091	1501	1451	1011	1379	1109	590	752	481	host	gene-VC_RS08015	False	
gene-VC_RS10420	781	1251	1069	1336	1758	1335	1593	1853	1246	host	gene-VC_RS10420	False	
gene-VC_RS09350	231	322	312	329	437	282	702	770	425	host	gene-VC_RS09350	False	
gene-VC_RS13550	276	415	400	278	410	318	313	399	228	host	gene-VC_RS13550	False	
gene-VC_RS13615	130	248	176	193	238	192	131	156	103	host	gene-VC_RS13615	False	
gene-VC_RS16725	254	306	299	438	541	471	708	840	485	host	gene-VC_RS16725	False	
gene-VPVV882_gp28	1343	2090	1581	11594	12762	11227	34558	41684	24731	phage	FI	False	
gene-VC_RS18810	663	1025	782	494	693	546	706	995	608	host	gene-VC_RS18810	False	
gene-VC_RS13575	222	230	226	322	414	340	362	416	281	host	gene-VC_RS13575	False	
gene-VC_RS12840	385	604	482	750	928	740	769	1127	579	host	gene-VC_RS12840	False	
gene-VC_RS03875	80	128	82	432	664	457	352	556	303	host	gene-VC_RS03875	False	
gene-VC_RS17985	57	107	74	150	159	135	181	192	123	host	gene-VC_RS17985	False	
gene-VC_RS13465	65	97	92	119	166	180	127	164	86	host	gene-VC_RS13465	False	
gene-VC_RS14790	474	623	566	506	697	548	727	1029	572	host	gene-VC_RS14790	False	
gene-VC_RS17680	550	898	635	982	1363	961	733	940	584	host	gene-VC_RS17680	False	
gene-VC_RS12250	1293	1847	1604	2108	2188	1989	2314	2814	1931	host	thiB	False	
gene-VC_RS17065	368	539	476	479	639	406	399	480	292	host	gene-VC_RS17065	False	
gene-VC_RS17255	1127	1884	1343	930	1636	942	485	588	363	host	gene-VC_RS17255_gene_groL	False	
gene-VC_RS02245	1368	2181	1658	1199	1801	1203	935	1095	722	host	surA	False	
gene-VC_RS13915	183	256	200	174	233	151	112	158	102	host	tssK	False	
gene-VC_RS18110	210	330	255	364	398	337	460	514	345	host	gene-VC_RS18110	False	
gene-VC_RS10650	1189	1506	1432	1181	1811	1593	1224	2567	867	host	flgA	False	
gene-VC_RS14460	305	478	359	240	481	315	307	328	183	host	gene-VC_RS14460	False	
gene-VC_RS09535	446	687	651	791	976	818	801	831	562	host	rrtA	False	
gene-VC_RS12245	1547	2595	1923	1369	1997	1506	1677	1940	1287	host	thiP	False	
gene-VC_RS08305	756	1242	1017	898	1198	883	1122	1337	810	host	mukF	False	
gene-VC_RS11970	95	144	143	103	137	85	111	140	102	host	leuO	False	
gene-VC_RS06730	43	77	63	108	110	93	165	199	143	host	gene-VC_RS06730	False	
gene-VC_RS03305	151	186	192	147	176	176	202	200	149	host	gene-VC_RS03305	False	
gene-VPVV882_gp01	182	163	177	6444	7627	6988	15810	16523	10148	phage	gene-VPVV882_gp01	False	
gene-VC_RS17715	863	1058	1137	1268	1377	1238	1532	1898	1301	host	gene-VC_RS17715	False	
gene-VC_RS17690	483	673	527	693	780	606	501	600	391	host	gene-VC_RS17690	False	
gene-VC_RS04370	283	339	330	502	580	472	671	585	367	host	gene-VC_RS04370	False	
gene-VC_RS03205	1406	1834	1507	1118	1750	1347	914	1042	660	host	greA	False	
gene-VC_RS13590	292	492	389	353	582	426	391	401	271	host	gene-VC_RS13590	False	
gene-VC_RS12385	156	224	198	252	365	345	471	628	365	host	gene-VC_RS12385	False	
gene-VC_RS11525	144	236	191	158	243	166	105	95	74	host	mutT	False	
gene-VC_RS07395	206	324	225	270	398	312	452	590	402	host	gene-VC_RS07395	False	
gene-VC_RS13655	230	355	460	436	506	543	803	721	825	host	gene-VC_RS13655	False	
gene-VC_RS14305	320	335	310	117	269	175	76	107	68	host	gene-VC_RS14305	False	
gene-VC_RS15345	456	621	575	416	752	496	489	636	409	host	gene-VC_RS15345	False	
gene-VC_RS16780	42	65	72	83	120	116	111	119	67	host	gene-VC_RS16780	False	
gene-VC_RS01355	375	624	532	472	650	489	815	934	658	host	cadC	False	
gene-VC_RS12100	969	1573	1292	1345	1736	1310	1354	2100	944	host	rapA	False	
gene-VC_RS01775	196	323	250	371	415	370	442	478	331	host	gene-VC_RS01775	False	
gene-VC_RS10820	547	764	647	1040	1374	992	764	790	447	host	glnB	False	
gene-VC_RS12185	863	1275	1076	1014	1107	978	896	1018	714	host	lptC	False	
gene-VC_RS04355	37	81	54	40	59	52	49	58	37	host	gene-VC_RS04355	False	
gene-VC_RS06455	138	204	178	208	228	191	223	269	200	host	mglB	False	
gene-VC_RS18490	333	601	478	261	392	262	135	164	99	host	gene-VC_RS18490	False	
gene-VC_RS00525	668	983	837	1006	1205	1050	1023	1215	800	host	gene-VC_RS00525	False	
gene-VC_RS11560	2132	2991	2524	2092	2684	2252	2296	2735	1731	host	murC	False	
gene-VC_RS11055	952	1577	1397	1209	1568	1173	830	984	725	host	gene-VC_RS11055	False	
gene-VC_RS19000	135	152	149	164	268	210	317	319	194	host	gene-VC_RS19000	False	
gene-VC_RS10385	1095	1756	1452	1726	2429	1832	1480	1910	1137	host	mlp24	False	
gene-VC_RS18045	68	84	81	102	122	115	121	145	79	host	ctlX	False	
gene-VC_RS04135	154	174	161	188	251	224	425	415	280	host	tcpC	False	
gene-VC_RS07490	847	1440	1140	1981	2909	1980	1456	2101	1294	host	gene-VC_RS07490	False	
gene-VC_RS04055	869	1298	1162	1188	1469	1249	1286	1478	964	host	gene-VC_RS04055	False	
gene-VC_RS17355	136	155	163	344	390	375	589	562	397	host	gene-VC_RS17355	False	
gene-VC_RS08295	1767	2735	2077	1420	1872	1339	1246	1446	907	host	mukB	False	
gene-VC_RS17880	1603	1746	1320	864	1188	761	722	843	564	host	gene-VC_RS17880	False	
gene-VC_RS14025	103	135	120	106	120	148	138	174	118	host	glpT	False	
gene-VC_RS08610	418	546	526	766	1066	854	1179	1435	917	host	gene-VC_RS08610	False	
gene-VC_RS06400	481	726	576	670	872	701	1339	1537	997	host	gene-VC_RS06400	False	
gene-VC_RS14960	864	1622	1286	1188	1854	1219	1232	1546	778	host	gene-VC_RS14960	False	
gene-VC_RS06815	120	184	164	219	259	215	238	282	161	host	vceR	False	
gene-VC_RS07905	405	637	560	544	813	633	833	1152	669	host	gene-VC_RS07905	False	
gene-VC_RS14860	152	160	172	141	238	203	276	306	199	host	gene-VC_RS14860	False	
gene-VC_RS13585	263	508	398	285	435	335	220	275	174	host	gene-VC_RS13585	False	
gene-VC_RS01045	215	343	299	288	344	265	254	278	221	host	slmA	False	
gene-VC_RS06075	493	696	614	492	716	462	554	569	429	host	btuC	False	
gene-VC_RS06645	215	294	274	225	388	325	233	298	157	host	gene-VC_RS06645	False	
gene-VC_RS11050	216	282	295	171	238	207	91	98	81	host	gene-VC_RS11050_gene_nqrM	False	
gene-VC_RS13420	759	997	920	762	1043	831	846	949	635	host	rsmG	False	
gene-VC_RS10105	1745	2791	1933	2125	3220	2051	1995	2570	1513	host	gene-VC_RS10105	False	
gene-VC_RS05180	1527	2150	1761	1757	1914	1608	1541	1848	1197	host	dnaX	False	
gene-VC_RS07550	284	355	322	339	439	343	405	417	282	host	gene-VC_RS07550	False	
gene-VC_RS12730	243	373	308	345	486	353	262	346	210	host	gene-VC_RS12730	False	
gene-VC_RS06070	1497	2301	1864	1572	2105	1500	1546	1714	1138	host	gene-VC_RS06070	False	
gene-VC_RS13895	301	512	453	341	373	284	284	272	186	host	tssF	False	
gene-VC_RS04500	539	951	748	868	1103	935	1178	2088	975	host	treR	False	
gene-VC_RS08820	433	510	452	596	834	633	1522	1637	1081	host	gene-VC_RS08820_gene_manA	False	
gene-VC_RS04170	92	118	86	94	142	113	167	207	126	host	toxT	False	
gene-VC_RS09160	950	1475	1235	924	1336	923	512	567	383	host	gene-VC_RS09160	False	
gene-VC_RS13855	337	490	499	538	729	502	711	808	489	host	gene-VC_RS13855	False	
gene-VC_RS10140	1049	1553	1251	1335	2040	1557	1780	2141	1304	host	gene-VC_RS10140	False	
gene-VC_RS04555	83	107	127	143	160	138	273	341	194	host	vpsA	False	
gene-VC_RS02410	105	160	150	227	218	197	343	374	267	host	xds	False	
gene-VC_RS12145	362	614	453	475	662	509	484	531	316	host	gene-VC_RS12145	False	
gene-VC_RS05890	122	177	160	117	144	136	124	152	113	host	hutU	False	
gene-VC_RS07340	133	163	93	76	110	64	69	63	44	host	gene-VC_RS07340	False	
gene-VC_RS05335	606	835	825	453	594	417	230	277	230	host	gene-VC_RS05335	False	
gene-VC_RS15170	218	286	244	237	368	248	312	399	263	host	gene-VC_RS15170	False	
gene-VC_RS17890	108	115	123	199	227	174	343	419	264	host	gene-VC_RS17890	False	
gene-VC_RS17790	362	594	517	328	414	344	312	359	267	host	gene-VC_RS17790	False	
gene-VC_RS17820	741	1058	826	749	1058	730	533	680	379	host	malE	False	
gene-VC_RS08010	256	414	394	403	569	464	522	627	437	host	gene-VC_RS08010	False	
gene-VC_RS12315	361	533	449	373	521	390	516	534	357	host	gene-VC_RS12315	False	
gene-VC_RS18450	947	1338	1121	779	1125	818	525	614	413	host	gene-VC_RS18450	False	
gene-VC_RS05965	1637	1162	1589	1137	1549	972	187	228	101	host	gene-VC_RS05965	False	
gene-VC_RS06035	644	849	789	787	990	793	756	934	568	host	sbcB	False	
gene-VC_RS11910	467	658	564	443	616	431	389	517	336	host	gene-VC_RS11910	False	
gene-VC_RS08690	102	195	145	196	251	210	280	368	249	host	gene-VC_RS08690	False	
gene-VC_RS11455	754	1121	948	1123	1503	1165	1049	1386	806	host	mtnN	False	
gene-VC_RS01160	1393	1819	1685	818	1363	991	756	861	534	host	gene-VC_RS01160	False	
gene-VC_RS03775	313	1073	364	448	610	432	1495	587	312	host	fdx	False	
gene-VPVV882_gp66	190	319	232	511	629	531	840	1022	562	phage	gene-VPVV882_gp66	False	
gene-VC_RS06800	647	840	751	721	989	686	629	733	482	host	gene-VC_RS06800	False	
gene-VC_RS07575	113	146	142	155	173	126	187	213	131	host	gene-VC_RS07575	False	
gene-VC_RS01300	321	429	450	410	531	391	351	384	254	host	gene-VC_RS01300	False	
gene-VC_RS02190	1213	1981	1705	1913	2210	1864	1913	2323	1444	host	ispB	False	
gene-VC_RS16550	352	549	484	433	692	497	494	570	363	host	gene-VC_RS16550	False	
gene-VC_RS11100	978	1465	1206	1420	1942	1448	1285	1602	924	host	gene-VC_RS11100	False	
gene-VC_RS11170	63	93	83	88	109	94	82	109	49	host	gene-VC_RS11170	False	
gene-VC_RS05205	486	605	540	555	805	615	566	682	398	host	gene-VC_RS05205	False	
gene-VC_RS08170	172	284	168	875	1335	936	872	1216	727	host	gene-VC_RS08170	False	
gene-VC_RS15585	280	338	339	380	546	413	1376	1608	1008	host	gene-VC_RS15585	False	
gene-VC_RS11225	1216	1714	1422	1171	1713	1151	822	1044	660	host	gene-VC_RS11225	False	
gene-VC_RS07160	270	432	401	415	753	534	628	879	511	host	gene-VC_RS07160	False	
gene-VC_RS10670	951	1246	1071	2115	2818	2309	1722	1981	1189	host	gene-VC_RS10670	False	
gene-VC_RS02035	1477	2248	1993	1308	1749	1304	923	1115	698	host	mshL	False	
gene-VC_RS00810	320	509	405	329	533	366	210	232	100	host	gene-VC_RS00810	False	
gene-VC_RS11130	200	225	266	218	276	211	183	199	162	host	gene-VC_RS11130	False	
gene-VC_RS10795	414	540	737	509	706	570	565	696	415	host	rnhA	False	
gene-VC_RS11470	540	774	725	664	975	711	673	754	526	host	gene-VC_RS11470	False	
gene-VC_RS01770	162	254	182	448	572	494	502	543	430	host	gene-VC_RS01770	False	
gene-VC_RS11395	748	1005	916	738	810	752	822	863	547	host	gene-VC_RS11395	False	
gene-VC_RS13250	661	994	831	932	1234	952	2159	2691	1813	host	add	False	
gene-VC_RS09685	554	1147	838	474	795	463	296	323	239	host	gene-VC_RS09685	False	
gene-VC_RS02860	1639	2693	2340	1666	2285	1701	1403	3615	1197	host	gene-VC_RS02860	False	
gene-VC_RS00975	333	534	465	664	735	626	609	678	448	host	gene-VC_RS00975	False	
gene-VC_RS11590	524	917	788	649	827	691	830	858	1760	host	murE	False	
gene-VC_RS16790	551	780	720	705	943	742	878	953	581	host	helD	False	
gene-VC_RS17240	204	279	324	305	409	373	374	391	249	host	gene-VC_RS17240	False	
gene-VC_RS12630	243	335	294	396	386	418	486	494	373	host	gene-VC_RS12630	False	
gene-VC_RS17070	411	595	546	555	663	521	561	683	400	host	gene-VC_RS17070	False	
gene-VC_RS12210	557	767	637	621	815	620	550	597	475	host	ptsN	False	
gene-VC_RS12305	410	644	535	574	677	541	615	717	490	host	gene-VC_RS12305	False	
gene-VC_RS07245	129	209	192	165	288	167	226	271	177	host	gene-VC_RS07245	False	
gene-VC_RS12850	107	181	186	208	233	210	200	230	142	host	gene-VC_RS12850	False	
gene-VC_RS07455	177	232	229	253	364	231	445	496	330	host	gene-VC_RS07455	False	
gene-VC_RS14310	763	862	775	401	596	454	472	540	339	host	gene-VC_RS14310_gene_tnpA	False	
gene-VC_RS07610	246	323	308	307	490	363	557	736	454	host	gene-VC_RS07610	False	
gene-VC_RS06760	80	132	120	120	151	108	177	197	97	host	gene-VC_RS06760	False	
gene-VC_RS16750	93	149	115	147	177	161	197	269	157	host	gene-VC_RS16750_gene_pyk	False	
gene-VC_RS02185	437	644	563	692	903	682	1030	2599	864	host	gene-VC_RS02185	False	
gene-VC_RS06670	524	796	661	820	902	721	821	996	631	host	gene-VC_RS06670	False	
gene-VC_RS14075	171	226	191	235	308	257	348	436	261	host	gene-VC_RS14075	False	
gene-VC_RS14215	543	674	538	687	893	684	911	1120	664	host	gene-VC_RS14215	False	
gene-VC_RS06680	433	809	567	512	813	551	350	497	252	host	gene-VC_RS06680	False	
gene-VC_RS08350	837	1229	998	1101	1631	1124	1117	1468	858	host	gene-VC_RS08350	False	
gene-VC_RS11665	645	908	877	1412	1754	1344	1234	1507	965	host	nadC	False	
gene-VC_RS15200	60	112	94	109	147	101	134	120	98	host	gene-VC_RS15200	False	
gene-VC_RS01450	258	384	365	231	267	210	161	194	136	host	gene-VC_RS01450	False	
gene-VC_RS07375	169	283	146	173	190	128	186	236	136	host	gene-VC_RS07375	False	
gene-VC_RS11310	199	264	214	341	396	273	300	379	508	host	deoA	False	
gene-VC_RS10165	647	938	803	702	1226	819	1121	846	511	host	gene-VC_RS10165	False	
gene-VC_RS01135	390	608	482	278	365	278	155	213	117	host	gene-VC_RS01135	False	
gene-VC_RS06860	506	605	606	541	713	552	1068	1252	798	host	tseL	False	
gene-VC_RS13785	92	163	169	200	191	188	233	265	160	host	gene-VC_RS13785	False	
gene-VC_RS10325	378	539	473	362	600	433	349	416	263	host	gene-VC_RS10325	False	
gene-VC_RS04580	249	364	333	300	460	350	549	617	416	host	vpsF	False	
gene-VC_RS14660	187	310	242	234	363	263	127	151	101	host	gene-VC_RS14660	False	
gene-VC_RS16860	55	72	55	60	93	79	76	77	63	host	gene-VC_RS16860	False	
gene-VC_RS02310	557	731	821	626	830	665	593	696	396	host	mltC	False	
gene-VC_RS00245	269	361	339	592	699	600	344	448	254	host	gene-VC_RS00245	False	
gene-VC_RS08200	55	76	80	71	123	74	165	197	132	host	gene-VC_RS08200	False	
gene-VC_RS17020	464	789	617	495	752	530	636	770	511	host	ltaE	False	
gene-VC_RS04050	2096	2763	2519	1940	2436	2049	1886	2215	1440	host	gene-VC_RS04050	False	
gene-VC_RS12260	374	525	475	404	686	492	381	498	318	host	mpl	False	
gene-VC_RS14870	315	445	430	528	648	499	1032	1181	779	host	gene-VC_RS14870	False	
gene-VC_RS05540	1274	1965	1515	1371	2367	1508	1317	1647	998	host	gene-VC_RS05540	False	
gene-VC_RS06465	160	303	269	203	246	219	196	232	177	host	mglC	False	
gene-VC_RS07580	91	141	101	81	118	83	114	108	101	host	gene-VC_RS07580	False	
gene-VC_RS12150	700	1064	890	1006	1382	1027	941	1094	664	host	mlaC	False	
gene-VC_RS18515	156	258	235	246	299	240	312	373	228	host	gene-VC_RS18515	False	
gene-VC_RS12575	413	510	520	518	637	485	688	670	453	host	kefG	False	
gene-VC_RS08375	2235	3238	2754	2575	3119	2487	2093	2524	1838	host	aroA	False	
gene-VC_RS01400	78	91	94	118	110	111	114	120	97	host	edd	False	
gene-VC_RS18090	271	463	385	349	451	374	440	521	284	host	gene-VC_RS18090	False	
gene-VC_RS07925	617	893	721	1268	1398	1124	1639	2139	1469	host	gene-VC_RS07925	False	
gene-VC_RS04815	207	337	242	312	415	307	537	541	336	host	gene-VC_RS04815	False	
gene-VC_RS04520	326	412	403	373	395	381	176	187	144	host	gene-VC_RS04520	False	
gene-VC_RS09765	609	850	660	701	990	836	909	968	607	host	rluC	False	
gene-VC_RS18240	851	1054	1036	649	715	660	411	426	310	host	gene-VC_RS18240	False	
gene-VC_RS14610	298	506	438	270	410	319	309	340	219	host	gene-VC_RS14610	False	
gene-VC_RS08640	368	442	457	387	583	415	487	535	352	host	gene-VC_RS08640	False	
gene-VC_RS11250	1072	1169	1372	1247	1247	1112	976	1093	688	host	gene-VC_RS11250	False	
gene-VC_RS10350	887	1209	1068	1056	1439	1040	1171	1293	927	host	dapE	False	
gene-VC_RS01690	1465	2021	1767	1006	1440	853	437	418	307	host	gene-VC_RS01690	False	
gene-VC_RS13755	1389	1970	1687	1812	2449	2017	1944	2048	1513	host	gene-VC_RS13755	False	
gene-VC_RS09480	202	297	289	191	268	214	210	284	189	host	gene-VC_RS09480	False	
gene-VC_RS02140	86	159	133	271	328	252	326	318	253	host	gene-VC_RS02140_gene_arcA	False	
gene-VC_RS13120	343	424	447	267	378	335	257	243	189	host	gene-VC_RS13120	False	
gene-VC_RS18135	197	248	248	292	343	340	135	170	97	host	gene-VC_RS18135	False	
gene-VC_RS06145	580	971	810	1059	1462	1124	897	1054	686	host	gene-VC_RS06145	False	
gene-VC_RS06470	91	154	123	161	208	172	414	480	303	host	gene-VC_RS06470	False	
gene-VC_RS03895	210	326	268	832	1392	918	580	1187	585	host	gene-VC_RS03895	False	
gene-VC_RS09325	166	264	212	307	408	348	671	916	609	host	gene-VC_RS09325	False	
gene-VC_RS17435	1066	1569	1511	1477	1801	1596	1853	2240	1498	host	gene-VC_RS17435	False	
gene-VC_RS17805	108	125	125	169	199	179	169	229	132	host	gene-VC_RS17805	False	
gene-VC_RS06625	855	1192	1186	1234	1707	1308	1103	1293	888	host	gene-VC_RS06625	False	
gene-VC_RS14035	112	188	179	147	192	177	151	226	144	host	gene-VC_RS14035	False	
gene-VC_RS14055	192	388	322	147	192	176	197	220	140	host	gene-VC_RS14055	False	
gene-VC_RS17560	168	267	234	391	603	438	400	474	288	host	gene-VC_RS17560	False	
gene-VC_RS05970	435	376	484	400	604	306	128	163	88	host	gene-VC_RS05970	False	
gene-VC_RS07400	213	281	198	278	378	322	430	446	332	host	gene-VC_RS07400	False	
gene-VC_RS04155	200	263	238	208	267	181	296	355	230	host	tcpT	False	
gene-VC_RS18245	375	597	540	387	562	381	336	375	237	host	gene-VC_RS18245	False	
gene-VC_RS16395	621	813	773	1035	1342	1091	759	860	569	host	gene-VC_RS16395	False	
gene-VPVV882_gp69	455	713	690	14620	15441	14778	45379	51932	31846	phage	gene-VPVV882_gp69	False	
gene-VC_RS04405	2392	3336	2745	2257	3263	2506	2898	3578	2200	host	dxs	False	
gene-VC_RS18065	494	609	577	634	741	623	646	764	497	host	gene-VC_RS18065	False	
gene-VC_RS04035	483	706	678	811	996	727	903	1146	738	host	gene-VC_RS04035	False	
