Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA1761	2	0	0	2	3	2	host	gene-PA1761	False	
gene-PA1612	4	11	0	0	0	0	host	gene-PA1612	False	
gene-PA4193	11	6	0	0	0	0	host	gene-PA4193	False	
gene-PA4063	9	4	0	1	1	1	host	gene-PA4063	False	
gene-PA1868	10	4	1	0	1	0	host	xqhA	False	
gene-PA1018	3	0	0	1	0	0	host	gene-PA1018	False	
gene-PA4176	7	5	1	1	1	0	host	ppiC2	False	
gene-PA0507	16	4	0	0	2	0	host	gene-PA0507	False	
gene-PA4322	12	12	1	0	0	0	host	gene-PA4322	False	
gene-PA3104	9	10	0	0	5	6	host	xcpP	False	
gene-PA3213	8	9	0	0	0	1	host	gene-PA3213	False	
gene-PHIKZ111	0	0	1426	1344	2017	3155	phage	gene-PHIKZ111	False	
gene-PHIKZ301	0	0	138	135	1262	1206	phage	gene-PHIKZ301	False	
gene-PA3294	21	10	2	1	0	1	host	gene-PA3294	False	
gene-PA3517	9	2	0	0	1	0	host	gene-PA3517	False	
gene-PA2980	1	9	0	0	1	0	host	gene-PA2980	False	
gene-PA1414	4	5	0	0	0	0	host	gene-PA1414	False	
gene-PA2419	5	3	0	0	0	0	host	gene-PA2419	False	
gene-PHIKZ122	2	0	2923	2917	4505	4458	phage	gene-PHIKZ122	False	
gene-PA1388	6	2	0	1	0	0	host	gene-PA1388	False	
gene-PA0535	4	2	0	0	0	0	host	gene-PA0535	False	
gene-PA1459	7	3	3	3	1	1	host	gene-PA1459	False	
gene-PA2610	5	6	0	0	0	0	host	gene-PA2610	False	
gene-PA3143	2	11	3	4	2	4	host	gene-PA3143	False	
gene-PA0415	10	6	0	2	1	2	host	chpC	False	
gene-PA2831	13	9	1	0	0	0	host	gene-PA2831	False	
gene-PA3888	4	4	0	0	1	0	host	gene-PA3888	False	
gene-PA0707	5	7	2	0	3	2	host	toxR	False	
gene-PA3759	15	3	0	0	0	0	host	gene-PA3759	False	
gene-PA0845	22	6	2	2	3	1	host	gene-PA0845	False	
gene-PA1407	9	5	0	0	0	0	host	gene-PA1407	False	
gene-PA2889	7	2	0	1	0	0	host	atuD	False	
gene-PA5462	14	19	0	0	0	0	host	gene-PA5462	False	
gene-PA1049	4	1	0	1	2	4	host	pdxH	False	
gene-PA0321	24	7	0	1	0	0	host	gene-PA0321	False	
gene-PA3945	12	5	1	1	0	1	host	gene-PA3945	False	
gene-PA4577	5	1	0	0	0	0	host	gene-PA4577	False	
gene-PA4955	24	9	2	3	4	3	host	gene-PA4955	False	
gene-PA4170	15	2	1	1	1	1	host	gene-PA4170	False	
gene-PA5189	6	3	0	0	1	0	host	gene-PA5189	False	
gene-PA3041	3	1	0	0	1	0	host	gene-PA3041	False	
gene-PA4209	9	3	0	0	0	1	host	phzM	False	
gene-PA1296	9	6	3	2	1	1	host	gene-PA1296	False	
gene-PA3376	10	2	0	0	1	0	host	gene-PA3376	False	
gene-PA2170	3	1	0	0	0	0	host	gene-PA2170	False	
gene-PA1444	2	9	0	0	0	1	host	fliN	False	
gene-PHIKZ_p67	0	0	155	143	130	132	phage	gene-PHIKZ_p67	False	
gene-PHIKZ256	0	0	2858	2689	1845	1782	phage	gene-PHIKZ256	False	
gene-PA0881	10	1	0	0	0	0	host	gene-PA0881	False	
gene-PA0185	20	10	0	0	2	0	host	gene-PA0185	False	
gene-PA4083	10	5	0	0	4	0	host	cupB4	False	
gene-PA2821	4	6	1	1	0	0	host	gene-PA2821	False	
gene-PA2812	8	6	2	2	3	1	host	gene-PA2812	False	
gene-PA0983	2	2	0	0	0	0	host	gene-PA0983	False	
gene-PA0145	5	3	1	0	0	0	host	gene-PA0145	False	
gene-PHIKZ003	0	0	273	266	2893	2848	phage	gene-PHIKZ003	False	
gene-PA5482	1	0	0	0	1	1	host	gene-PA5482	False	
gene-PA0325	14	5	0	1	1	2	host	gene-PA0325	False	
gene-PA0501	11	4	0	0	0	0	host	bioF	False	
gene-PA4717	5	2	0	0	0	0	host	gene-PA4717	False	
gene-PA1629	2	2	1	1	1	0	host	gene-PA1629	False	
gene-PA1257	1	3	0	0	0	0	host	gene-PA1257	False	
gene-PA1883	3	0	0	0	0	1	host	gene-PA1883	False	
gene-PA2068	4	0	0	0	0	1	host	gene-PA2068	False	
gene-PA5509	8	8	0	0	0	2	host	gene-PA5509	False	
gene-PHIKZ004	0	0	234	249	2714	2747	phage	gene-PHIKZ004	False	
gene-PHIKZ_p01	0	0	1309	1145	965	839	phage	gene-PHIKZ_p01	False	
gene-PA4012	1	17	0	1	0	1	host	gene-PA4012	False	
gene-PA2600	3	2	0	0	3	5	host	gene-PA2600	False	
gene-PA2329	3	2	0	0	0	0	host	gene-PA2329	False	
gene-PA0853	9	2	0	1	0	0	host	gene-PA0853	False	
gene-PA4389	7	15	2	5	1	2	host	gene-PA4389_gene_speA	False	
gene-PA2524	11	9	1	1	1	0	host	gene-PA2524	False	
gene-PA1852	5	29	1	0	3	1	host	gene-PA1852	False	
gene-PA3768	20	23	2	2	1	3	host	gene-PA3768	False	
gene-PA5299	17	21	1	0	0	0	host	gene-PA5299	False	
gene-PA1998	8	1	0	0	0	1	host	dhcR	False	
gene-PA4122	5	3	1	1	1	0	host	gene-PA4122	False	
gene-PA2020	7	27	1	1	0	0	host	gene-PA2020	False	
gene-PA5169	20	12	1	1	0	0	host	gene-PA5169	False	
gene-PA2315	5	4	0	0	0	1	host	gene-PA2315	False	
gene-PA2171	4	4	1	1	3	1	host	gene-PA2171	False	
gene-PA4730	7	9	1	0	0	1	host	panC	False	
gene-PA0018	11	5	1	1	0	1	host	fmt	False	
gene-PA4989	6	5	0	0	0	0	host	gene-PA4989	False	
gene-PA0433	6	2	0	0	0	0	host	gene-PA0433	False	
gene-PA1908	5	0	1	0	0	0	host	gene-PA1908	False	
gene-PA0765	5	5	4	7	5	4	host	mucC	False	
gene-PA1052	5	6	1	0	0	0	host	gene-PA1052	False	
gene-PA2108	7	5	0	0	0	4	host	gene-PA2108	False	
gene-PA3118	4	6	1	1	3	2	host	leuB	False	
gene-PA4010	16	19	3	4	2	4	host	gene-PA4010	False	
gene-PA1447	2	5	0	1	2	1	host	fliQ	False	
gene-PA5355	12	4	5	2	9	5	host	glcD	False	
gene-PA1043	5	2	0	0	0	0	host	gene-PA1043	False	
gene-PA5566	2	1	4	3	4	0	host	gene-PA5566	False	
gene-PA4355	10	7	1	2	0	3	host	gene-PA4355	False	
gene-PA3845	2	9	0	0	0	0	host	gene-PA3845	False	
gene-PA5548	16	13	0	0	0	0	host	gene-PA5548	False	
gene-PA2559a	6	2	0	2	2	0	host	gene-PA2559a	False	
gene-PA1061	5	3	0	0	0	0	host	gene-PA1061	False	
gene-PA5154	8	1	0	1	1	0	host	gene-PA5154	False	
gene-PA3589	10	1	0	1	0	3	host	gene-PA3589	False	
gene-PA1918	6	2	0	0	0	0	host	gene-PA1918	False	
gene-PA4161	7	2	0	1	1	1	host	fepG	False	
gene-PA2652	3	9	2	2	2	1	host	gene-PA2652	False	
gene-PA3133	2	2	0	0	0	0	host	gene-PA3133	False	
gene-PA2859	5	2	0	0	0	0	host	greB	False	
gene-PA2002	6	6	0	0	1	1	host	gene-PA2002	False	
gene-PA0912	8	4	0	0	0	0	host	gene-PA0912	False	
gene-PA2588	4	3	2	1	1	0	host	gene-PA2588	False	
gene-PA3703	10	8	0	0	1	0	host	wspF	False	
gene-PA4530	3	0	0	0	0	0	host	gene-PA4530	False	
gene-PA0360	22	13	0	0	0	0	host	gene-PA0360	False	
gene-PA0635	1	0	0	0	1	0	host	gene-PA0635	False	
gene-PA1124	6	3	2	2	1	2	host	dgt	False	
gene-PA3624	10	12	1	2	2	4	host	pcm	False	
gene-PA5431	17	0	0	0	0	0	host	gene-PA5431	False	
gene-PA0178	20	9	2	1	1	1	host	gene-PA0178	False	
gene-PA1167	2	3	0	0	0	0	host	gene-PA1167	False	
gene-PA4208	7	5	5	1	3	1	host	opmD	False	
gene-PA0418	14	9	0	0	0	2	host	gene-PA0418	False	
gene-PA2482	9	17	0	0	0	0	host	gene-PA2482	False	
gene-PA0232	8	4	0	0	0	0	host	pcaC	False	
gene-PA3719	5	2	0	0	0	0	host	armR	False	
gene-PA5003	9	24	0	0	1	0	host	gene-PA5003	False	
gene-PA3097	2	5	0	0	0	1	host	xcpX	False	
gene-PA3765	2	6	1	0	7	0	host	gene-PA3765	False	
gene-PA2878	2	8	0	1	0	0	host	gene-PA2878	False	
gene-PA1981	3	0	0	0	0	0	host	gene-PA1981	False	
gene-PA0477	10	6	1	1	0	0	host	gene-PA0477	False	
gene-PA0602	9	3	2	1	1	4	host	gene-PA0602	False	
gene-PA2796	5	10	0	0	0	2	host	tal	False	
gene-PA1140	8	3	0	0	2	2	host	gene-PA1140	False	
gene-PA3875	28	5	1	1	2	1	host	narG	False	
gene-PA3679	7	6	0	0	0	0	host	gene-PA3679	False	
gene-PA5412	16	12	4	3	8	6	host	gene-PA5412	False	
gene-PA5513	11	10	1	1	0	0	host	poxA	False	
gene-PA0825	0	0	0	0	1	0	host	gene-PA0825	False	
gene-PA4075	12	6	0	0	1	0	host	gene-PA4075	False	
gene-PA2539	7	1	0	1	1	1	host	gene-PA2539	False	
gene-PA1642	8	10	0	0	1	1	host	selD	False	
gene-PA1760	17	15	1	2	1	4	host	gene-PA1760	False	
gene-PA3785	4	5	0	0	0	0	host	gene-PA3785	False	
gene-PA1379	2	2	0	0	1	1	host	gene-PA1379	False	
gene-PA0633	4	5	0	2	0	3	host	gene-PA0633	False	
gene-PA2912	8	3	0	0	1	0	host	gene-PA2912	False	
gene-PA1719	4	6	3	2	0	1	host	pscF	False	
gene-PA4517	14	6	1	2	5	6	host	gene-PA4517	False	
gene-PA0959	7	10	3	4	6	8	host	gene-PA0959	False	
gene-PA4558	8	17	1	1	1	0	host	gene-PA4558	False	
gene-PA1332	4	1	0	0	1	0	host	gene-PA1332	False	
gene-PA1824	1	6	0	0	0	0	host	gene-PA1824	False	
gene-PA0141	9	8	1	3	1	0	host	gene-PA0141	False	
gene-PA5436	24	10	1	1	0	3	host	gene-PA5436	False	
gene-PHIKZ012	0	0	654	616	686	637	phage	gene-PHIKZ012	False	
gene-PA4428	5	21	4	5	1	3	host	sspA	False	
gene-PA2789	6	4	0	0	2	2	host	gene-PA2789	False	
gene-PA1410	1	2	0	0	0	0	host	gene-PA1410	False	
gene-PA2013	2	4	0	0	0	0	host	liuC	False	
gene-PA3093	4	18	0	0	3	2	host	gene-PA3093	False	
gene-PA1476	5	6	0	0	1	2	host	ccmB	False	
gene-PA2173a	3	0	0	0	0	0	host	gene-PA2173a	False	
gene-PA2019	5	8	1	0	0	0	host	gene-PA2019	False	
gene-PA4157	5	3	0	0	0	0	host	gene-PA4157	False	
gene-PA0215	2	1	0	0	0	0	host	gene-PA0215	False	
gene-PA3125	1	0	1	1	1	1	host	gene-PA3125	False	
gene-PA4422	13	10	2	1	1	1	host	gene-PA4422	False	
gene-PA1623	2	4	1	1	0	0	host	gene-PA1623	False	
gene-PA2510	3	2	0	1	0	0	host	catR	False	
gene-PA1171	4	10	3	0	0	3	host	gene-PA1171	False	
gene-PA3021	4	7	2	3	0	2	host	gene-PA3021	False	
gene-PA2506	0	0	0	0	0	0	host	gene-PA2506	False	
gene-PA2873	13	15	0	0	1	1	host	gene-PA2873	False	
gene-PA3634	3	10	0	1	0	1	host	gene-PA3634	False	
gene-PA0840	9	2	0	0	0	0	host	gene-PA0840	False	
gene-PA4221	19	21	0	0	2	1	host	fptA	False	
gene-PA2179	7	3	0	0	0	0	host	gene-PA2179	False	
gene-PA3631	12	14	2	0	0	0	host	gene-PA3631	False	
gene-PA1391	7	7	0	0	0	0	host	gene-PA1391	False	
gene-PA0241	16	8	0	0	0	0	host	gene-PA0241	False	
gene-PA4029	5	9	1	1	0	0	host	gene-PA4029	False	
gene-PA1696	4	5	0	0	0	0	host	pscO	False	
gene-PA4144	9	2	0	0	0	0	host	gene-PA4144	False	
gene-PA3035	7	4	2	1	1	0	host	gene-PA3035	False	
gene-PA5247	10	11	0	0	2	0	host	gene-PA5247	False	
gene-PA3378	4	3	0	0	0	0	host	gene-PA3378	False	
gene-PA5190	6	6	0	0	5	6	host	gene-PA5190	False	
gene-PA4087	12	4	0	3	1	0	host	gene-PA4087	False	
gene-PA1958	4	8	1	1	0	0	host	gene-PA1958	False	
gene-PA2272	10	14	2	0	1	0	host	pbpC	False	
gene-PHIKZ274	0	1	736	687	616	615	phage	gene-PHIKZ274	False	
gene-PA0435	23	3	1	0	0	1	host	gene-PA0435	False	
gene-PA1040	3	2	0	0	2	1	host	gene-PA1040	False	
gene-PA1813	3	6	1	1	0	1	host	gene-PA1813	False	
gene-PA4823	5	0	0	0	0	0	host	gene-PA4823	False	
gene-PA3856	1	1	0	1	0	0	host	gene-PA3856	False	
gene-PA3732	11	24	1	0	3	3	host	gene-PA3732	False	
gene-PA0810	5	2	0	0	0	0	host	gene-PA0810	False	
gene-PA2370	4	4	0	0	0	0	host	gene-PA2370	False	
gene-PHIKZ_p88	0	2	41	44	340	367	phage	gene-PHIKZ_p88	False	
gene-PA4991	11	10	0	0	1	0	host	gene-PA4991	False	
gene-PHIKZ099	1	1	403	378	24984	25110	phage	gene-PHIKZ099	False	
gene-PA3445	6	7	0	0	0	2	host	gene-PA3445	False	
gene-PHIKZ275	0	1	2965	2975	2729	2779	phage	gene-PHIKZ275	False	
gene-PA5170	24	11	6	3	3	6	host	arcD	False	
gene-PA4382	8	6	0	0	0	1	host	gene-PA4382	False	
gene-PA4581.1	0	3	0	0	0	0	host	gene-PA4581.1	False	
gene-PA4042	4	6	0	0	0	0	host	xseB	False	
gene-PA3181	2	7	1	0	1	0	host	gene-PA3181	False	
gene-PA0893	3	11	3	3	1	2	host	argR	False	
gene-PHIKZ200	0	0	238	211	13043	12559	phage	gene-PHIKZ200	False	
gene-PA4925	4	4	0	0	0	0	host	gene-PA4925	False	
gene-PA3402	6	15	3	2	7	1	host	gene-PA3402	False	
gene-PA0306a	22	13	2	3	2	1	host	gene-PA0306a	False	
gene-PA0486	14	3	0	1	0	0	host	gene-PA0486	False	
gene-PA5356	12	10	0	1	3	2	host	glcC	False	
gene-PA2308	8	4	0	0	0	0	host	gene-PA2308	False	
gene-PA0195	18	9	0	0	1	0	host	pntAA	False	
gene-PA2772	6	16	2	1	1	0	host	gene-PA2772	False	
gene-PA2429	0	0	0	0	0	0	host	gene-PA2429	False	
gene-PA0539	6	4	0	0	0	0	host	gene-PA0539	False	
gene-PA3128	4	2	1	0	0	0	host	gene-PA3128	False	
gene-PA0776	3	3	0	1	0	0	host	gene-PA0776	False	
gene-PA0509	13	6	0	0	2	1	host	nirN	False	
gene-PA1482	2	5	0	0	0	2	host	ccmH	False	
gene-PA0800	2	4	0	0	0	0	host	gene-PA0800	False	
gene-PHIKZ_p20	1	0	1476	1561	1133	1214	phage	gene-PHIKZ_p20	False	
gene-PA0874	2	3	2	2	3	2	host	gene-PA0874	False	
gene-PA1517	1	3	2	0	3	1	host	gene-PA1517	False	
gene-PA3536	10	10	1	0	0	1	host	gene-PA3536	False	
gene-PA2300	4	2	0	0	1	3	host	chiC	False	
gene-PA1133	0	2	0	0	0	0	host	gene-PA1133	False	
gene-PA2113	6	4	0	0	2	3	host	opdO	False	
gene-PA2030	1	1	0	0	1	0	host	gene-PA2030	False	
gene-PA4637a	3	7	5	6	5	10	host	gene-PA4637a	False	
gene-PA3362	7	4	3	1	1	0	host	gene-PA3362	False	
gene-PA5024	11	5	0	0	1	1	host	gene-PA5024	False	
gene-PA3466	15	14	1	0	1	6	host	gene-PA3466	False	
gene-PA1055	5	3	1	1	0	1	host	gene-PA1055	False	
gene-PA5385	2	0	0	0	0	4	host	cdhB	False	
gene-PA2841	2	2	0	0	2	2	host	gene-PA2841	False	
gene-PA1063	2	1	0	0	0	0	host	gene-PA1063	False	
gene-PA0458	24	15	1	1	0	1	host	gene-PA0458	False	
gene-PA0896	10	22	4	3	3	2	host	aruF	False	
gene-PA1873	4	6	0	0	2	0	host	gene-PA1873	False	
gene-PA0379	10	8	0	0	0	0	host	gene-PA0379	False	
gene-PA2453	3	9	1	0	0	0	host	gene-PA2453	False	
gene-PHIKZ019	1	0	1093	1006	487	431	phage	gene-PHIKZ019	False	
gene-PA0014	8	4	1	2	1	0	host	gene-PA0014	False	
gene-PA3180	0	3	0	1	0	2	host	gene-PA3180	False	
gene-PA4218	14	3	0	0	0	2	host	gene-PA4218	False	
gene-PA3365	6	8	0	0	0	1	host	gene-PA3365	False	
gene-PHIKZ149	2	1	712	719	19615	19390	phage	gene-PHIKZ149	False	
gene-PA3448	6	4	0	0	2	0	host	gene-PA3448	False	
gene-PA2432	5	2	1	0	0	0	host	bexR	False	
gene-PA2211	3	0	0	0	0	0	host	gene-PA2211	False	
gene-PA2754a	3	0	0	0	0	0	host	gene-PA2754a	False	
gene-PA3246	11	4	1	0	0	1	host	rluA	False	
gene-PA2220	0	2	0	0	0	0	host	gene-PA2220	False	
gene-PA4902	13	4	0	0	0	1	host	gene-PA4902	False	
gene-PA2918	3	6	0	0	0	0	host	gene-PA2918	False	
gene-PA0733	6	1	1	1	0	0	host	gene-PA0733	False	
gene-PA0880	4	1	0	0	0	0	host	gene-PA0880	False	
gene-PA0922	7	13	5	4	6	6	host	gene-PA0922	False	
gene-PA1304	17	9	0	1	0	1	host	gene-PA1304	False	
gene-PA4384	7	6	0	0	0	0	host	gene-PA4384	False	
gene-PA1460	2	3	1	0	0	0	host	motC	False	
gene-PHIKZ042	0	0	207	185	7523	7342	phage	gene-PHIKZ042	False	
gene-PA2680	9	3	0	0	0	0	host	gene-PA2680	False	
gene-PA1637	7	1	1	0	1	0	host	kdpE	False	
gene-PA2339	3	6	0	0	0	0	host	gene-PA2339	False	
gene-PA3563	11	7	1	0	1	0	host	fruR	False	
gene-PA1324.1	2	7	1	0	0	0	host	gene-PA1324.1	False	
gene-PA4726.1	2	1	2	0	0	0	host	gene-PA4726.1	False	
gene-PA3209	5	9	0	0	0	0	host	gene-PA3209	False	
gene-PA1880	8	7	0	1	1	1	host	gene-PA1880	False	
gene-PHIKZ100	0	0	519	523	23619	24299	phage	gene-PHIKZ100	False	
gene-PA1295	5	3	0	0	0	0	host	gene-PA1295	False	
gene-PA3300	14	9	2	2	4	3	host	fadD2	False	
gene-PA3994	8	3	0	0	0	0	host	gene-PA3994	False	
gene-PA4911	19	2	0	0	1	0	host	gene-PA4911	False	
gene-PA2713	1	0	0	0	0	0	host	gene-PA2713	False	
gene-PA5187	16	2	0	4	0	1	host	gene-PA5187	False	
gene-PA2181	5	3	3	0	1	0	host	gene-PA2181	False	
gene-PA1978	5	2	1	0	1	1	host	gene-PA1978	False	
gene-PA0068	5	5	2	1	0	0	host	gene-PA0068	False	
gene-PA5516	10	12	2	0	3	2	host	pdxY	False	
gene-PA1942	5	3	1	3	3	5	host	gene-PA1942	False	
gene-PA2487	3	2	0	0	0	0	host	gene-PA2487	False	
gene-PA1555	3	4	3	6	3	5	host	ccoP2	False	
gene-PA2387	4	8	1	0	0	1	host	fpvI	False	
gene-PA4620	4	5	0	0	0	1	host	gene-PA4620	False	
gene-PA1423	7	5	1	1	0	0	host	bdlA	False	
gene-PA0838	5	4	2	3	2	2	host	gene-PA0838	False	
gene-PA3605	10	8	0	0	0	0	host	gene-PA3605	False	
gene-PA3965	7	4	4	3	3	3	host	gene-PA3965	False	
gene-PA1597	4	5	1	0	0	1	host	gene-PA1597	False	
gene-PA1126	10	7	1	0	1	0	host	gene-PA1126	False	
gene-PA3847	2	2	0	0	1	1	host	gene-PA3847	False	
gene-PA2697	2	0	0	0	0	0	host	gene-PA2697	False	
gene-PA2751	6	2	1	2	0	0	host	gene-PA2751	False	
gene-PA3974	29	22	3	4	3	5	host	ladS	False	
gene-PA4035	17	7	1	0	1	0	host	gene-PA4035	False	
gene-PHIKZ048	1	0	170	176	346	339	phage	gene-PHIKZ048	False	
gene-PA0032a	2	4	0	0	0	0	host	gene-PA0032a	False	
gene-PA5451	15	4	1	3	0	1	host	wzm	False	
gene-PA0605	12	6	3	1	0	3	host	gene-PA0605	False	
gene-PA5492	11	23	1	1	3	2	host	gene-PA5492	False	
gene-PA3791	7	6	1	0	0	0	host	gene-PA3791	False	
gene-PA0437	26	9	0	2	0	0	host	codA	False	
gene-PA3346	15	8	0	1	1	0	host	gene-PA3346	False	
gene-PA2726	2	0	0	1	0	0	host	gene-PA2726	False	
gene-PA0705	5	20	7	5	3	8	host	migA	False	
gene-PHIKZ_p44	0	0	86	78	7200	7123	phage	gene-PHIKZ_p44	False	
gene-PA2404	3	1	0	0	0	0	host	gene-PA2404	False	
gene-PA4610	1	0	1	0	0	0	host	gene-PA4610	False	
gene-PA1563	3	14	0	0	0	0	host	gene-PA1563	False	
gene-PA2718	1	4	0	0	1	1	host	gene-PA2718	False	
gene-PA1117	6	7	0	0	0	0	host	gene-PA1117	False	
gene-PA0549	11	27	0	0	0	2	host	gene-PA0549	False	
gene-PA3535	26	8	1	3	1	1	host	gene-PA3535	False	
gene-PA0357	18	26	0	0	0	0	host	mutM	False	
gene-PA4634	9	1	3	5	8	3	host	gene-PA4634	False	
gene-PA2118	2	8	0	1	2	0	host	ada	False	
gene-PA1619	4	4	0	2	0	0	host	gene-PA1619	False	
gene-PHIKZ127	0	0	138	129	9994	9871	phage	gene-PHIKZ127	False	
gene-PA1591	7	9	0	0	0	0	host	gene-PA1591	False	
gene-PA3423	7	9	0	0	0	0	host	gene-PA3423	False	
gene-PA3682	4	6	0	0	0	0	host	gene-PA3682	False	
gene-PA2541	4	10	1	2	1	2	host	gene-PA2541	False	
gene-PA2802	2	14	2	2	3	1	host	gene-PA2802	False	
gene-PA3842	8	19	1	2	2	2	host	gene-PA3842	False	
gene-PA2250	4	4	0	0	0	1	host	lpdV	False	
gene-PA4346	3	2	0	0	0	1	host	gene-PA4346	False	
gene-PA0276	8	5	0	0	5	1	host	gene-PA0276	False	
gene-PA4613	7	3	0	0	2	2	host	katB	False	
gene-PA2390	18	9	0	1	0	0	host	pvdT	False	
gene-PA2651	10	11	3	0	3	0	host	gene-PA2651	False	
gene-PA1228	5	10	2	3	1	2	host	gene-PA1228	False	
gene-PA1364	5	2	0	0	0	1	host	gene-PA1364	False	
gene-PA5461	2	18	1	0	0	0	host	gene-PA5461	False	
gene-PHIKZ033	0	0	182	165	1809	1824	phage	gene-PHIKZ033	False	
gene-PA3750	8	8	0	0	0	0	host	gene-PA3750	False	
gene-PA3561	7	6	0	0	0	0	host	fruK	False	
gene-PA0261	7	2	0	0	1	1	host	gene-PA0261	False	
gene-PA4297	17	7	3	3	5	7	host	tadG	False	
gene-PA0010	3	4	0	0	0	0	host	tag	False	
gene-PA5268	17	9	4	3	1	2	host	corA	False	
gene-PA0817	4	2	0	0	0	0	host	gene-PA0817	False	
gene-PA2271	1	3	0	0	0	0	host	gene-PA2271	False	
gene-PA2928	7	3	1	0	0	0	host	gene-PA2928	False	
gene-PA4143	27	6	2	3	1	4	host	gene-PA4143	False	
gene-PA5270	15	10	1	1	1	2	host	gene-PA5270	False	
gene-PA0504	5	6	0	0	0	0	host	bioD	False	
gene-PA1193	6	6	0	2	3	1	host	gene-PA1193	False	
gene-PA1646	11	7	0	1	0	0	host	gene-PA1646	False	
gene-PA4549	5	2	0	0	2	1	host	fimT	False	
gene-PA1535	4	6	1	2	0	0	host	gene-PA1535	False	
gene-PA1135	9	4	2	2	2	2	host	gene-PA1135	False	
gene-PA2890	4	3	0	0	0	1	host	atuE	False	
gene-PA4850	11	23	0	0	2	0	host	prmA	False	
gene-PA2034	3	1	0	0	0	0	host	gene-PA2034	False	
gene-PA2356	8	0	0	0	1	1	host	msuD	False	
gene-PA4102	14	5	0	1	4	1	host	bfmS	False	
gene-PA2905	7	10	0	0	0	0	host	cobH	False	
gene-PA0542	6	5	0	2	2	2	host	gene-PA0542	False	
gene-PA1300	0	6	0	1	0	1	host	gene-PA1300	False	
gene-PA1381	5	3	0	0	2	0	host	gene-PA1381	False	
gene-PA1109	5	6	0	0	0	0	host	gene-PA1109	False	
gene-PA3832	5	5	1	1	1	0	host	holC	False	
gene-PA1138	5	3	1	0	2	3	host	gene-PA1138	False	
gene-PA0505	1	4	1	1	0	0	host	gene-PA0505	False	
gene-PA2602	0	1	0	0	1	1	host	gene-PA2602	False	
gene-PA4900	16	6	0	0	0	0	host	gene-PA4900	False	
gene-PA0403	7	10	1	1	0	1	host	pyrR	False	
gene-PA3985	5	5	0	0	1	0	host	gene-PA3985	False	
gene-PA4904	11	6	0	0	0	0	host	vanA	False	
gene-PA1083	4	6	0	1	3	2	host	flgH	False	
gene-PA3058	10	6	1	0	3	1	host	pelG	False	
gene-PA1539	4	4	0	0	1	0	host	gene-PA1539	False	
gene-PA4651	5	1	1	2	3	7	host	gene-PA4651	False	
gene-PA5184	3	5	0	0	0	0	host	gene-PA5184	False	
gene-PA3088	7	9	0	1	3	0	host	gene-PA3088	False	
gene-PA1087	12	12	4	4	6	3	host	flgL	False	
gene-PA0711	3	0	0	0	1	4	host	gene-PA0711	False	
gene-PA5011	11	16	1	1	1	2	host	waaC	False	
gene-PA2748	1	3	1	5	1	2	host	gene-PA2748	False	
gene-PA3200	9	8	0	0	0	0	host	gene-PA3200	False	
gene-PA1671	5	2	0	0	0	0	host	stk1	False	
gene-PA3101	4	2	0	1	4	0	host	xcpT	False	
gene-PA0304	9	9	1	1	1	1	host	spuH	False	
gene-PA3948	5	8	4	3	10	10	host	rocA1	False	
gene-PA3377	9	3	0	0	0	0	host	gene-PA3377	False	
gene-PA1983	5	4	0	0	0	0	host	exaB	False	
gene-PA3618	7	11	0	0	1	0	host	gene-PA3618	False	
gene-PA1797	7	6	0	0	2	0	host	gene-PA1797	False	
gene-PA0823	3	2	0	0	1	0	host	gene-PA0823	False	
gene-PA4713	1	0	0	0	1	1	host	gene-PA4713	False	
gene-PA0439	22	4	1	1	0	0	host	gene-PA0439	False	
gene-PA5261	5	9	3	4	5	7	host	algR	False	
gene-PA1995	1	5	0	0	0	0	host	gene-PA1995	False	
gene-PA0279	8	6	0	0	0	0	host	gene-PA0279	False	
gene-PA3795	15	10	4	4	1	3	host	gene-PA3795	False	
gene-PA2575	4	9	3	3	2	1	host	gene-PA2575	False	
gene-PA4973	23	19	6	4	6	3	host	thiC	False	
gene-PA4070	8	5	0	0	1	0	host	gene-PA4070	False	
gene-PA4160	7	1	0	0	1	0	host	fepD	False	
gene-PA4993	6	8	0	0	1	0	host	gene-PA4993	False	
gene-PA4128	9	2	0	0	1	1	host	gene-PA4128	False	
gene-PA1227	7	9	0	0	0	2	host	gene-PA1227	False	
gene-PA0324	21	6	0	0	0	0	host	gene-PA0324	False	
gene-PA4644	6	14	2	2	0	0	host	gene-PA4644	False	
gene-PA3194	14	28	1	3	5	1	host	edd	False	
gene-PA1375	5	20	2	1	0	0	host	pdxB	False	
gene-PA3947	23	7	0	4	3	0	host	rocR	False	
gene-PA4498	20	10	1	2	1	2	host	gene-PA4498	False	
gene-PA1515	8	4	5	4	3	3	host	alc	False	
gene-PA2427	2	0	0	0	0	0	host	gene-PA2427	False	
gene-PA2503	4	5	1	0	2	1	host	gene-PA2503	False	
gene-PA1841	3	7	0	0	0	1	host	gene-PA1841	False	
gene-PA0329	13	24	3	3	6	10	host	gene-PA0329	False	
gene-PA5115	7	3	0	0	1	0	host	gene-PA5115	False	
gene-PA1237	6	1	0	0	0	1	host	gene-PA1237	False	
gene-PA4805	16	8	0	0	0	1	host	gene-PA4805	False	
gene-PA5357	8	2	4	2	2	7	host	gene-PA5357	False	
