Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS11050	231	259	285	204	306	205	95	93	113	host	gene-VC_RS11050_gene_nqrM	False	
gene-VC_RS14340	144	157	190	188	193	167	168	197	209	host	gene-VC_RS14340	False	
gene-VC_RS03605	1266	1136	1536	1484	1568	1038	1963	2508	2389	host	gene-VC_RS03605	False	
gene-VPVV882_gp38	272	272	388	1605	2573	2280	10344	13856	14546	phage	gene-VPVV882_gp38	False	
gene-VC_RS05690	450	473	635	418	469	393	457	508	565	host	gene-VC_RS05690	False	
gene-VC_RS15895	71	98	118	54	80	67	93	87	81	host	fruB	False	
gene-VC_RS10210	1709	1818	2212	1295	1351	1117	1181	1442	1423	host	fliP	False	
gene-VC_RS04115	297	317	405	251	329	209	360	396	380	host	tcpH	False	
gene-VC_RS14460	404	394	529	281	367	302	241	311	314	host	gene-VC_RS14460	False	
gene-VC_RS03875	193	179	161	724	719	486	560	645	714	host	gene-VC_RS03875	False	
gene-VC_RS02695	641	617	813	534	735	621	564	767	779	host	truD	False	
gene-VC_RS09780	443	502	620	485	581	430	569	652	687	host	gene-VC_RS09780	False	
gene-VC_RS07020	96	115	140	124	185	102	204	311	288	host	rtxC	False	
gene-VC_RS04100	797	942	1338	708	787	660	1412	814	1044	host	tpx	False	
gene-VC_RS17505	1425	1942	2034	1845	2301	2228	2416	2480	2614	host	gene-VC_RS17505	False	
gene-VC_RS13955	2361	2164	3271	2151	2626	2431	2145	2332	2473	host	tssI	False	
gene-VC_RS04305	754	735	1000	786	1048	786	1020	1113	1380	host	tadA	False	
gene-VC_RS15905	695	756	896	750	887	811	684	807	788	host	gene-VC_RS15905	False	
gene-VC_RS03615	443	531	568	571	474	494	1891	553	815	host	gene-VC_RS03615	False	
gene-VC_RS06270	1440	1122	1819	868	838	1144	598	615	694	host	chbG	False	
gene-VPVV882_gp22	630	511	666	2452	3033	3075	11381	10965	11730	phage	gene-VPVV882_gp22	False	
gene-VC_RS06475	149	232	266	205	134	98	422	255	319	host	gene-VC_RS06475	False	
gene-VC_RS03660	1246	1420	1637	1013	1179	989	941	1049	1077	host	gene-VC_RS03660_gene_pstA	False	
gene-VC_RS13525	603	503	684	629	687	502	639	797	797	host	gene-VC_RS13525	False	
gene-VC_RS03910	152	170	155	294	450	353	230	320	319	host	gene-VC_RS03910	False	
gene-VC_RS11825	1964	1374	2425	715	486	722	298	289	327	host	gene-VC_RS11825	False	
gene-VC_RS18185	362	377	427	310	350	262	155	248	212	host	gene-VC_RS18185	False	
gene-VC_RS15320	134	192	208	156	168	139	331	318	389	host	gene-VC_RS15320	False	
gene-VC_RS03215	2625	3021	3802	2340	1909	1586	1337	1133	1147	host	rlmE	False	
gene-VC_RS07170	2532	2621	3408	2004	2542	2129	1607	2076	2223	host	gene-VC_RS07170	False	
gene-VC_RS04820	616	695	801	501	477	556	529	479	563	host	cueR	False	
gene-VC_RS05750	358	375	477	207	216	230	46	79	86	host	gene-VC_RS05750	False	
gene-VC_RS08990	1049	1094	1304	879	842	722	809	931	979	host	gene-VC_RS08990	False	
gene-VC_RS11750	1492	1493	1756	1696	2052	1562	1165	1523	1481	host	gene-VC_RS11750	False	
gene-VC_RS02910	1581	1891	2352	1378	1660	1234	1426	1489	1613	host	zapE	False	
gene-VC_RS12060	615	659	754	533	663	561	514	559	669	host	gene-VC_RS12060	False	
gene-VC_RS04510	309	331	419	271	324	283	343	436	452	host	treC	False	
gene-VC_RS16815	464	521	526	447	499	455	841	1041	1036	host	gene-VC_RS16815	False	
gene-VC_RS07140	146	178	205	161	179	125	236	269	268	host	gene-VC_RS07140	False	
gene-VC_RS17015	743	953	1055	728	775	689	747	644	754	host	gene-VC_RS17015	False	
gene-VC_RS08160	251	230	320	300	308	219	197	295	257	host	gene-VC_RS08160	False	
gene-VC_RS12880	2449	3296	2790	2209	2129	1305	824	970	873	host	hslU	False	
gene-VC_RS09020	605	630	723	649	831	593	623	974	943	host	pflA	False	
gene-VC_RS04800	2467	2953	3192	2513	2483	2216	2095	2256	2619	host	zipA	False	
gene-VC_RS16475	114	132	139	86	108	96	106	158	142	host	gene-VC_RS16475	False	
gene-VC_RS07705	182	145	185	108	116	100	85	121	124	host	galK	False	
gene-VC_RS07745	385	429	557	292	180	172	133	67	97	host	gene-VC_RS07745	False	
gene-VC_RS17920	347	422	464	363	565	378	700	858	880	host	gene-VC_RS17920	False	
gene-VC_RS05375	1071	1172	1393	565	639	578	292	350	384	host	oppF	False	
gene-VC_RS03640	460	509	666	381	481	430	308	843	415	host	gene-VC_RS03640	False	
gene-VC_RS01695	714	683	1137	617	1102	836	214	734	490	host	gene-VC_RS01695	False	
gene-VC_RS11765	2036	2549	2830	1793	2083	1665	1704	1961	2028	host	gene-VC_RS11765	False	
gene-VC_RS13495	115	113	143	106	133	131	147	171	158	host	gene-VC_RS13495	False	
gene-VC_RS07295	339	330	394	248	332	261	285	374	399	host	cobB	False	
gene-VC_RS05945	1395	1412	1864	997	1266	1068	857	992	1072	host	uvrC	False	
gene-VC_RS11635	298	325	454	251	326	266	297	334	368	host	gene-VC_RS11635	False	
gene-VC_RS15490	536	595	690	422	305	291	482	380	494	host	gene-VC_RS15490	False	
gene-VC_RS10520	2248	1838	2372	1678	2381	2411	679	1212	1134	host	gene-VC_RS10520	False	
gene-VC_RS08165	92	103	129	77	110	77	74	103	116	host	gene-VC_RS08165	False	
gene-VC_RS04995	463	440	676	350	517	435	379	464	463	host	rsxG	False	
gene-VC_RS15925	531	584	774	584	600	455	725	794	901	host	gene-VC_RS15925	False	
gene-VC_RS17330	414	445	560	338	440	342	335	429	392	host	gene-VC_RS17330	False	
gene-VC_RS09045	1721	1971	1668	1025	1829	1368	692	825	845	host	gene-VC_RS09045	False	
gene-VC_RS04475	470	560	578	535	527	406	592	601	673	host	gene-VC_RS04475	False	
gene-VC_RS18475	361	466	500	228	280	249	148	165	177	host	cheD	False	
gene-VC_RS05510	131	135	166	155	147	136	108	161	132	host	gene-VC_RS05510	False	
gene-VC_RS13105	1037	1367	1650	1161	1322	1122	1285	1109	1344	host	nudE	False	
gene-VC_RS12260	477	444	659	384	598	463	314	506	499	host	mpl	False	
gene-VC_RS02290	2505	1822	3124	1034	2442	2779	543	1462	1042	host	gene-VC_RS02290	False	
gene-VC_RS16895	420	458	518	410	535	463	547	840	808	host	gene-VC_RS16895	False	
gene-VC_RS02255	769	703	965	702	863	579	716	770	871	host	djlA	False	
gene-VC_RS06915	619	749	977	861	976	928	1281	1043	1299	host	gene-VC_RS06915	False	
gene-VC_RS17060	693	756	897	561	784	487	616	707	673	host	gene-VC_RS17060	False	
gene-VPVV882_gp46	549	438	565	2174	3314	2940	13361	18929	21377	phage	gene-VPVV882_gp46	False	
gene-VC_RS04020	501	596	646	620	616	627	867	893	934	host	fdxA	False	
gene-VC_RS05550	1290	1507	1598	1035	1203	872	1008	1081	1144	host	hisG	False	
gene-VC_RS00605	1498	1833	2221	1062	1281	1052	752	869	923	host	cdpA	False	
gene-VC_RS03680	208	250	318	224	285	226	204	274	250	host	gene-VC_RS03680	False	
gene-VC_RS12610	469	602	644	417	466	384	381	400	435	host	gene-VC_RS12610	False	
gene-VC_RS13655	321	532	531	380	553	393	647	1045	807	host	gene-VC_RS13655	False	
gene-VC_RS06480	198	223	283	199	258	157	247	285	268	host	gene-VC_RS06480	False	
gene-VC_RS08620	33	31	41	47	75	29	74	104	84	host	radC	False	
gene-VC_RS07290	369	437	567	358	431	353	295	318	367	host	gene-VC_RS07290	False	
gene-VC_RS11425	464	522	638	284	360	321	180	242	227	host	gene-VC_RS11425	False	
gene-VC_RS08910	310	377	396	317	422	327	511	539	488	host	ruvC	False	
gene-VC_RS13200	675	799	849	580	731	518	477	622	626	host	dtd	False	
gene-VC_RS03030	2056	2067	2409	2216	2416	1916	1483	1736	1714	host	dksA	False	
gene-VC_RS14025	115	156	194	108	130	94	113	181	173	host	glpT	False	
gene-VC_RS14980	749	913	1142	751	932	703	860	1077	1219	host	gene-VC_RS14980	False	
gene-VC_RS11800	486	574	698	451	702	423	264	364	415	host	mazG	False	
gene-VC_RS09140	846	1024	1237	707	884	774	449	542	529	host	gene-VC_RS09140	False	
gene-VC_RS17195	154	208	197	151	175	170	227	265	268	host	gene-VC_RS17195	False	
gene-VC_RS07250	1311	1439	1669	1503	1845	1639	1397	1603	1741	host	gene-VC_RS07250	False	
gene-VC_RS18290	108	138	180	118	155	113	149	157	182	host	gene-VC_RS18290	False	
gene-VC_RS12770	1854	2222	2533	1570	1880	1410	1467	1446	1463	host	cysE	False	
gene-VC_RS15450	192	150	222	153	137	108	143	134	156	host	gene-VC_RS15450	False	
gene-VC_RS04825	1402	1388	1739	1178	1215	1256	931	1153	1113	host	gene-VC_RS04825	False	
gene-VC_RS04655	235	257	339	204	242	194	277	347	310	host	vpsP	False	
gene-VC_RS11030	1192	1361	1526	741	893	785	1421	969	889	host	gene-VC_RS11030	False	
gene-VC_RS01145	679	727	992	428	559	390	1654	388	337	host	gene-VC_RS01145	False	
gene-VC_RS03410	899	906	1184	758	987	697	663	822	801	host	gene-VC_RS03410	False	
gene-VC_RS10365	1313	1520	1873	1162	1494	1383	1091	1674	1461	host	bamC	False	
gene-VC_RS00150	1670	1487	1729	1669	1774	1346	1625	1530	1675	host	gene-VC_RS00150	False	
gene-VC_RS12140	217	232	301	244	331	181	185	292	195	host	ibaG	False	
gene-VC_RS17310	1236	1156	1593	1187	1626	1299	1220	1802	1747	host	gene-VC_RS17310	False	
gene-VC_RS16020	1182	1247	1396	1170	1513	1055	1678	2206	2076	host	gene-VC_RS16020	False	
gene-VC_RS16335	495	551	635	625	885	633	766	1120	1104	host	folE	False	
gene-VC_RS18365	600	557	635	330	297	272	93	132	113	host	speFL	False	
gene-VC_RS09730	2268	2865	3043	2374	2200	1873	1946	1892	2028	host	fabG	False	
gene-VC_RS06380	298	302	418	239	329	273	245	342	289	host	rimJ	False	
gene-VC_RS09700	901	1089	1155	724	781	701	569	718	694	host	gene-VC_RS09700	False	
gene-VC_RS13685	466	494	563	854	1136	992	1864	1975	2178	host	gene-VC_RS13685	False	
gene-VC_RS16415	277	263	344	311	368	298	327	406	419	host	gene-VC_RS16415	False	
gene-VC_RS06745	624	687	808	746	714	712	1147	1219	1276	host	gene-VC_RS06745	False	
gene-VC_RS04085	268	302	320	262	415	267	340	339	381	host	gene-VC_RS04085	False	
gene-VC_RS14820	676	704	970	600	784	622	673	903	927	host	gene-VC_RS14820	False	
gene-VC_RS09710	1504	1628	1976	1553	1697	1435	1382	1583	1670	host	mltG	False	
gene-VC_RS14890	376	354	421	374	444	386	478	568	662	host	gene-VC_RS14890	False	
gene-VC_RS06625	950	1156	1349	956	1339	979	951	1099	1229	host	gene-VC_RS06625	False	
gene-VC_RS11170	80	109	119	95	94	91	93	74	89	host	gene-VC_RS11170	False	
gene-VC_RS14125	110	105	124	109	133	132	170	212	211	host	tnaA	False	
gene-VC_RS00975	437	492	497	470	627	393	582	658	685	host	gene-VC_RS00975	False	
gene-VC_RS11015	862	893	1067	922	956	971	726	829	780	host	gene-VC_RS11015	False	
gene-VC_RS00850	715	2644	823	731	934	774	1178	1116	1250	host	gene-VC_RS00850	False	
gene-VC_RS08485	802	835	1021	850	836	703	971	1041	1072	host	gene-VC_RS08485	False	
gene-VC_RS04595	360	394	461	264	256	252	235	268	268	host	vpsI	False	
gene-VC_RS11980	213	226	287	174	177	139	154	207	197	host	gene-VC_RS11980	False	
gene-VC_RS18115	198	193	289	210	204	184	245	213	284	host	gene-VC_RS18115	False	
gene-VC_RS07840	270	276	321	191	230	177	258	299	297	host	gene-VC_RS07840	False	
gene-VC_RS16525	155	169	178	132	153	137	107	143	136	host	gene-VC_RS16525	False	
gene-VC_RS17970	539	496	595	384	482	425	281	336	356	host	gene-VC_RS17970	False	
gene-VC_RS02845	1719	1831	2234	1397	1684	1478	1195	1407	1556	host	gene-VC_RS02845	False	
gene-VC_RS11870	506	490	544	366	408	323	244	309	295	host	gene-VC_RS11870	False	
gene-VC_RS15330	517	551	626	491	621	536	606	681	768	host	gene-VC_RS15330	False	
gene-VC_RS01095	814	879	1037	809	939	803	898	964	960	host	gene-VC_RS01095	False	
gene-VC_RS04730	1723	1733	2117	1661	1754	1295	1472	1838	1821	host	lptE	False	
gene-VC_RS08040	193	181	207	171	247	178	197	226	265	host	gene-VC_RS08040	False	
gene-VC_RS11240	736	815	982	667	778	605	696	958	922	host	gene-VC_RS11240	False	
gene-VC_RS18225	490	465	619	397	493	350	371	547	588	host	gene-VC_RS18225	False	
gene-VC_RS08740	67	43	52	56	69	65	66	122	101	host	gene-VC_RS08740	False	
gene-VC_RS04375	671	1075	973	918	1360	881	1448	1126	1330	host	gene-VC_RS04375	False	
gene-VC_RS09965	2084	2456	2757	1976	2528	2046	2081	2615	2570	host	flhF	False	
gene-VC_RS18015	396	374	479	278	332	286	273	339	363	host	gene-VC_RS18015	False	
gene-VC_RS03335	822	938	1114	716	790	721	1013	964	1080	host	gene-VC_RS03335	False	
gene-VC_RS07680	453	468	448	456	592	511	562	766	641	host	alsS	False	
gene-VC_RS19075	796	684	752	820	1000	1040	1289	1906	1670	host	gene-VC_RS19075	False	
gene-VC_RS11250	1142	1279	1524	791	1241	1084	963	1216	1216	host	gene-VC_RS11250	False	
gene-VC_RS04770	840	812	880	850	893	773	740	1103	1034	host	gene-VC_RS04770	False	
gene-VC_RS15600	657	573	705	685	768	589	942	1117	1275	host	gene-VC_RS15600	False	
gene-VC_RS15045	320	307	432	250	414	364	556	1007	1004	host	gene-VC_RS15045	False	
gene-VC_RS06025	305	337	403	252	300	203	264	361	318	host	gene-VC_RS06025	False	
gene-VC_RS16885	459	400	617	372	444	361	284	506	426	host	traF	False	
gene-VC_RS14110	67	60	71	38	73	46	109	108	106	host	gene-VC_RS14110	False	
gene-VC_RS16655	252	268	411	277	437	406	350	482	535	host	gene-VC_RS16655	False	
gene-VC_RS16760	471	580	679	435	547	451	613	818	825	host	torT	False	
gene-VC_RS01115	877	904	1291	758	706	626	464	509	531	host	gene-VC_RS01115	False	
gene-VC_RS03780	580	594	854	701	797	725	789	730	873	host	iscX	False	
gene-VC_RS04365	162	181	225	156	179	146	379	446	408	host	gene-VC_RS04365	False	
gene-VC_RS14590	654	536	817	642	801	721	514	618	678	host	gene-VC_RS14590	False	
gene-VC_RS14840	442	431	510	603	696	537	788	828	891	host	gene-VC_RS14840	False	
gene-VC_RS16075	511	580	721	493	702	562	1177	1572	1579	host	gene-VC_RS16075	False	
gene-VC_RS18480	716	668	851	328	481	416	220	248	237	host	gene-VC_RS18480	False	
gene-VC_RS05975	684	753	838	622	629	514	831	670	725	host	gene-VC_RS05975	False	
gene-VC_RS00405	377	398	424	381	458	366	437	716	653	host	rmuC	False	
gene-VC_RS18810	1058	1335	1152	944	597	364	755	379	534	host	gene-VC_RS18810	False	
gene-VC_RS06540	161	181	201	142	148	147	122	129	165	host	hppD	False	
gene-VC_RS01405	631	701	810	569	625	765	706	739	795	host	gene-VC_RS01405	False	
gene-VC_RS15920	286	281	428	259	327	300	194	266	256	host	cqsA	False	
gene-VC_RS17945	1319	1401	1663	1374	1838	1634	1143	1654	1751	host	gene-VC_RS17945	False	
gene-VC_RS10170	493	489	556	638	636	578	796	780	855	host	gene-VC_RS10170	False	
gene-VC_RS15810	333	398	436	381	465	439	475	719	714	host	gene-VC_RS15810	False	
gene-VC_RS06650	270	254	364	249	330	273	387	547	621	host	gene-VC_RS06650	False	
gene-VC_RS15875	1104	1201	1471	1006	1027	782	952	896	960	host	gene-VC_RS15875	False	
gene-VC_RS02955	1022	1192	1348	817	984	713	833	1089	1012	host	gene-VC_RS02955	False	
gene-VC_RS03450	1664	1771	2357	1320	1465	1376	901	1171	1214	host	lspA	False	
gene-VC_RS16825	212	307	360	185	255	180	205	269	242	host	modB	False	
gene-VC_RS07640	145	170	212	118	129	123	116	166	130	host	gene-VC_RS07640	False	
gene-VC_RS13060	462	471	535	375	390	488	431	419	503	host	envZ	False	
gene-VC_RS05825	335	322	498	337	382	345	344	460	436	host	gene-VC_RS05825	False	
gene-VC_RS15735	267	270	357	271	259	253	391	436	471	host	gene-VC_RS15735	False	
gene-VC_RS08830	1469	1400	1739	1305	1808	1451	1624	2233	2423	host	cqsR	False	
gene-VC_RS16660	164	162	226	197	213	145	211	285	246	host	fbpC	False	
gene-VC_RS12620	865	968	1100	758	998	1013	806	909	936	host	astA	False	
gene-VC_RS10290	737	789	1285	837	1017	959	621	835	797	host	fliS	False	
gene-VC_RS05840	194	150	252	498	322	281	160	233	194	host	gene-VC_RS05840	False	
gene-VC_RS01390	364	455	550	297	355	268	203	186	258	host	gene-VC_RS01390	False	
gene-VC_RS11810	733	846	969	679	795	705	857	961	929	host	rlmD	False	
gene-VC_RS15695	252	292	331	273	345	306	384	635	622	host	gene-VC_RS15695	False	
gene-VC_RS18395	441	487	663	252	291	283	191	277	253	host	gene-VC_RS18395	False	
gene-VC_RS09080	1163	1231	1477	1051	1266	1252	753	1039	1024	host	lolE	False	
gene-VC_RS04650	577	649	749	408	469	390	433	476	506	host	vpsO	False	
gene-VC_RS10710	1176	1324	1550	795	907	729	673	816	780	host	copA	False	
gene-VC_RS02560	95	100	129	104	84	72	102	117	121	host	gene-VC_RS02560	False	
gene-VC_RS02570	241	248	312	185	220	130	191	225	251	host	gene-VC_RS02570	False	
gene-VC_RS17635	199	198	266	186	296	194	220	261	277	host	gene-VC_RS17635	False	
gene-VC_RS03115	72	116	103	94	88	101	74	128	111	host	gene-VC_RS03115	False	
gene-VC_RS12415	736	992	1427	850	885	974	421	555	606	host	rpmJ	False	
gene-VC_RS16085	847	1033	1348	723	705	664	967	1161	1267	host	gene-VC_RS16085	False	
gene-VC_RS09840	595	587	857	507	623	556	586	727	834	host	gene-VC_RS09840	False	
gene-VC_RS11320	100	96	102	112	88	85	83	77	92	host	gene-VC_RS11320	False	
gene-VC_RS05925	339	363	414	340	437	277	419	518	564	host	gene-VC_RS05925	False	
gene-VC_RS10615	1289	1318	1672	1515	1874	1480	1895	2075	2174	host	flgF	False	
gene-VC_RS00930	1939	2248	2198	1613	1653	1074	752	779	765	host	prlC	False	
gene-VC_RS14385	239	237	316	266	313	280	332	413	411	host	hlyA	False	
gene-VC_RS15785	595	668	720	406	528	525	431	499	538	host	gene-VC_RS15785_gene_tnpA	False	
gene-VC_RS06365	641	795	1002	797	1018	914	1093	1042	1107	host	gene-VC_RS06365	False	
gene-VC_RS06470	145	144	223	169	207	122	379	448	454	host	gene-VC_RS06470	False	
gene-VC_RS03865	474	560	454	1515	2067	1702	1518	1850	2893	host	vibB	False	
gene-VC_RS07770	538	590	586	366	424	367	373	352	407	host	gene-VC_RS07770	False	
gene-VC_RS00260	255	318	314	217	239	221	152	153	196	host	gene-VC_RS00260	False	
gene-VC_RS12560	1228	1349	1469	1532	1850	1341	1386	1649	1674	host	slyD	False	
gene-VC_RS13520	109	126	123	93	107	80	99	125	160	host	gene-VC_RS13520	False	
gene-VC_RS08605	335	349	399	332	469	352	553	644	726	host	nagA	False	
gene-VC_RS17960	254	280	308	268	358	282	253	282	297	host	gene-VC_RS17960	False	
gene-VC_RS05310	418	547	660	357	383	284	259	259	259	host	gene-VC_RS05310	False	
gene-VC_RS09490	198	221	243	135	145	118	76	76	101	host	menC	False	
gene-VC_RS05295	1390	1426	1756	1280	1708	1870	709	848	846	host	gene-VC_RS05295	False	
gene-VC_RS10155	837	880	1037	736	824	741	832	933	1036	host	mnmC	False	
gene-VC_RS04060	360	376	483	358	339	316	658	812	707	host	gene-VC_RS04060	False	
gene-VC_RS17460	63	54	64	64	112	70	115	117	93	host	gene-VC_RS17460	False	
gene-VC_RS13150	413	325	387	375	289	242	212	245	254	host	gspG	False	
gene-VC_RS09205	2431	2960	2888	2150	2269	1880	1755	1969	1838	host	gene-VC_RS09205	False	
gene-VC_RS13230	201	200	242	211	229	199	187	210	232	host	gene-VC_RS13230	False	
gene-VC_RS01990	1225	1271	1622	964	1232	1021	858	1044	1113	host	gene-VC_RS01990	False	
gene-VC_RS12530	773	917	1108	928	957	874	859	946	972	host	rlmB	False	
gene-VPVV882_gp21	622	471	643	4220	5604	5467	16379	18780	18357	phage	gene-VPVV882_gp21	False	
gene-VC_RS01860	3036	580	795	626	844	857	883	1009	1134	host	gene-VC_RS01860	False	
gene-VC_RS03835	444	432	573	382	485	364	378	527	562	host	gene-VC_RS03835	False	
gene-VC_RS06315	325	477	544	386	483	366	732	738	861	host	thiD	False	
gene-VC_RS17200	550	510	606	495	610	475	566	731	804	host	gene-VC_RS17200	False	
gene-VC_RS16940	785	1060	984	745	909	732	1016	933	917	host	gene-VC_RS16940	False	
gene-VC_RS01335	2558	2714	3252	2031	2576	1844	1332	1922	1739	host	purD	False	
gene-VC_RS04025	923	958	1087	1042	1190	954	1450	1681	1751	host	gene-VC_RS04025	False	
gene-VC_RS01300	400	424	517	341	450	357	300	448	439	host	gene-VC_RS01300	False	
gene-VC_RS15465	478	423	535	451	577	564	732	867	1019	host	gene-VC_RS15465	False	
gene-VC_RS11880	1234	1339	1691	1118	1331	1218	765	979	969	host	gene-VC_RS11880	False	
gene-VC_RS10450	986	830	955	660	707	629	445	664	631	host	gene-VC_RS10450	False	
gene-VC_RS09615	491	609	688	452	609	451	481	514	600	host	gene-VC_RS09615_gene_msrB	False	
gene-VC_RS03265	535	609	642	609	599	747	728	680	760	host	rbfA	False	
gene-VC_RS11150	516	586	656	387	480	376	399	457	476	host	csdA	False	
gene-VC_RS17655	731	881	495	1101	1360	862	836	820	904	host	hutX	False	
gene-VC_RS18105	86	110	137	77	123	103	165	151	153	host	gene-VC_RS18105	False	
gene-VC_RS13650	245	320	319	236	279	191	177	235	249	host	deoD	False	
gene-VC_RS08080	1301	1316	1585	1354	1549	1360	1799	2504	2386	host	cls	False	
gene-VC_RS15655	643	838	1152	767	768	640	1637	958	1309	host	gene-VC_RS15655	False	
gene-VC_RS06120	315	302	402	277	242	177	126	136	170	host	yfaE	False	
gene-VC_RS06710	1160	1160	1253	1521	1498	1144	1500	1963	1913	host	gene-VC_RS06710	False	
gene-VC_RS01045	331	308	391	269	294	224	2629	291	266	host	slmA	False	
gene-VC_RS00680	687	816	883	547	737	642	522	588	551	host	ftsE	False	
gene-VC_RS01715	759	1097	1569	883	1630	1691	870	1028	1089	host	gene-VC_RS01715	False	
gene-VC_RS08155	587	695	792	399	435	399	416	363	413	host	gene-VC_RS08155	False	
gene-VC_RS08790	175	159	223	148	221	156	229	286	266	host	gene-VC_RS08790	False	
gene-VC_RS00100	134	132	169	139	176	135	197	339	344	host	gene-VC_RS00100	False	
gene-VC_RS15965	223	221	269	175	267	133	195	269	203	host	gene-VC_RS15965_gene_tatA	False	
gene-VC_RS10435	1102	1110	1350	907	1116	941	615	806	807	host	ushA	False	
gene-VC_RS00370	753	827	895	1067	1053	903	1489	1515	1653	host	gene-VC_RS00370	False	
gene-VC_RS08400	587	678	675	476	540	416	633	781	820	host	gene-VC_RS08400	False	
gene-VC_RS17335	633	690	839	537	726	549	425	589	593	host	gene-VC_RS17335	False	
gene-VC_RS05760	2549	2320	2511	1184	552	592	197	129	171	host	gene-VC_RS05760	False	
gene-VC_RS10900	1447	1696	1770	1315	1208	1157	1034	1093	1140	host	uppS	False	
gene-VC_RS07305	484	603	234	118	151	74	102	129	112	host	gene-VC_RS07305	False	
gene-VC_RS06335	758	781	1039	829	1073	1008	819	1309	1401	host	gene-VC_RS06335	False	
gene-VC_RS15395	266	288	315	271	280	228	361	365	414	host	gene-VC_RS15395	False	
gene-VC_RS16875	2347	2493	2981	1580	1674	1777	1518	1568	1766	host	luxQ	False	
gene-VC_RS14995	510	570	649	440	587	588	514	547	673	host	gene-VC_RS14995	False	
gene-VC_RS04285	117	92	111	97	95	88	154	183	232	host	gene-VC_RS04285	False	
gene-VC_RS09970	1462	1509	1780	1297	1488	1160	1197	1426	1488	host	flhA	False	
gene-VC_RS16345	150	157	229	132	175	172	158	204	182	host	moeB	False	
gene-VC_RS05240	649	789	871	641	790	707	1171	1133	1136	host	gene-VC_RS05240	False	
gene-VC_RS08650	53	54	105	63	63	49	55	70	81	host	gene-VC_RS08650	False	
gene-VC_RS11305	365	342	527	336	424	355	345	365	439	host	gene-VC_RS11305	False	
gene-VC_RS15900	127	169	262	128	206	193	231	255	239	host	cra	False	
gene-VC_RS03895	392	486	363	1335	1221	1169	882	868	2938	host	gene-VC_RS03895	False	
gene-VC_RS18790	686	639	834	488	468	467	411	438	527	host	gene-VC_RS18790	False	
gene-VC_RS00160	722	993	994	713	927	707	707	721	834	host	gene-VC_RS00160	False	
gene-VC_RS11700	471	624	621	509	530	399	572	454	469	host	yacG	False	
gene-VC_RS15595	291	357	416	276	310	222	435	503	494	host	gene-VC_RS15595	False	
gene-VC_RS16785	144	184	180	128	147	136	95	145	146	host	gene-VC_RS16785	False	
gene-VC_RS02020	2981	3157	3568	2298	2548	2221	1871	2093	2052	host	gene-VC_RS02020	False	
gene-VC_RS14850	209	154	275	199	246	226	229	344	381	host	gene-VC_RS14850	False	
gene-VC_RS06725	54	89	70	67	70	52	75	96	94	host	gene-VC_RS06725	False	
gene-VC_RS14905	130	152	166	141	104	125	132	160	170	host	gene-VC_RS14905	False	
gene-VC_RS07530	140	120	130	120	168	92	143	157	148	host	gene-VC_RS07530	False	
gene-VC_RS16955	299	390	443	356	396	341	878	981	1004	host	gene-VC_RS16955	False	
gene-VC_RS07575	148	162	181	137	158	115	171	226	204	host	gene-VC_RS07575	False	
gene-VC_RS03670	1383	1495	1346	926	839	718	512	449	513	host	phoU	False	
gene-VC_RS03705	231	184	214	164	136	122	90	97	111	host	gene-VC_RS03705	False	
gene-VC_RS15105	453	594	712	370	526	426	790	832	979	host	gene-VC_RS15105	False	
gene-VC_RS15665	203	169	204	156	148	134	220	224	203	host	gene-VC_RS15665	False	
gene-VC_RS17600	1752	2063	2433	1441	1853	1353	1450	1634	1711	host	zwf	False	
gene-VC_RS06290	2119	2438	2873	1933	2360	2141	2200	2577	2914	host	gene-VC_RS06290	False	
gene-VC_RS13270	377	410	496	354	505	424	362	1269	496	host	gene-VC_RS13270	False	
gene-VC_RS18125	44	44	50	52	63	44	107	96	103	host	gene-VC_RS18125	False	
gene-VC_RS18255	1109	1244	1522	1083	1332	1065	1456	1684	1888	host	gene-VC_RS18255	False	
gene-VC_RS10100	383	368	494	353	468	323	376	550	540	host	gene-VC_RS10100	False	
gene-VC_RS12960	96	127	148	104	114	94	98	119	110	host	gene-VC_RS12960	False	
gene-VC_RS18000	280	294	340	177	220	204	247	345	338	host	gene-VC_RS18000	False	
gene-VC_RS11815	2004	2311	2628	1420	1690	1270	1344	1472	1545	host	barA	False	
gene-VC_RS05350	137	130	193	113	143	112	133	145	167	host	gene-VC_RS05350	False	
gene-VC_RS08955	1434	1464	1512	1160	1203	970	1444	1520	1549	host	gene-VC_RS08955	False	
gene-VC_RS15860	864	1019	1192	793	1077	797	858	1131	1265	host	gene-VC_RS15860	False	
gene-VC_RS12980	489	538	729	487	632	425	684	716	851	host	gene-VC_RS12980	False	
gene-VC_RS17370	914	1010	1137	862	925	804	728	713	755	host	gene-VC_RS17370	False	
gene-VC_RS01485	925	478	666	659	1041	928	802	1062	1159	host	gene-VC_RS01485	False	
gene-VC_RS08765	176	147	170	165	189	170	275	316	290	host	gene-VC_RS08765	False	
gene-VC_RS07390	493	497	648	604	637	663	967	1045	1354	host	gene-VC_RS07390	False	
gene-VC_RS09145	2440	2699	3069	1854	2093	1832	1940	2066	2372	host	gene-VC_RS09145	False	
