Geneid	5_R1	5_R2	15_R1	15_R2	35_R1	35_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA3057	1	2	2	2	0	1	host	gene-PA3057	False	
gene-PHIKZ175	23	8	114	59	153	579	phage	gene-PHIKZ175	False	
gene-PA2930	13	7	2	7	0	2	host	gene-PA2930	False	
gene-PA4505	5	6	1	1	1	11	host	gene-PA4505	False	
gene-PA0195	16	14	9	10	1	11	host	pntAA	False	
gene-PA2563	7	5	3	10	2	4	host	gene-PA2563	False	
gene-PA1360	7	3	0	7	0	2	host	gene-PA1360	False	
gene-PA3397	15	22	5	11	6	9	host	fpr	False	
gene-PA2303	4	4	0	9	0	4	host	ambD	False	
gene-PA0367	19	14	1	9	0	10	host	gene-PA0367	False	
gene-PA3458	7	4	3	1	1	1	host	gene-PA3458	False	
gene-PA2006	12	8	2	5	1	7	host	gene-PA2006	False	
gene-PHIKZ304	3	10	264	170	41	141	phage	gene-PHIKZ304	False	
gene-PA3691	16	11	12	8	0	6	host	gene-PA3691	False	
gene-PA1388	2	5	2	2	0	1	host	gene-PA1388	False	
gene-PHIKZ_p45	0	0	7	4	23	85	phage	gene-PHIKZ_p45	False	
gene-PA3331	17	10	4	6	1	6	host	gene-PA3331	False	
gene-PA0154	8	9	1	6	0	6	host	pcaG	False	
gene-PA1062	2	5	1	2	1	2	host	gene-PA1062	False	
gene-PA0416	4	6	0	1	0	3	host	chpD	False	
gene-PA1883	3	4	1	2	1	4	host	gene-PA1883	False	
gene-PA3252	5	2	1	2	0	2	host	gene-PA3252	False	
gene-PA1070	7	9	7	2	0	5	host	braG	False	
gene-PA0324	16	10	1	13	2	12	host	gene-PA0324	False	
gene-PA4017	11	7	5	8	0	7	host	gene-PA4017	False	
gene-PA3718	9	9	4	5	3	4	host	gene-PA3718	False	
gene-PA3175	4	2	1	4	1	2	host	gene-PA3175	False	
gene-PA5468	14	15	7	8	2	11	host	gene-PA5468	False	
gene-PA3786	7	8	2	4	0	3	host	gene-PA3786	False	
gene-PA1135	6	5	3	6	3	7	host	gene-PA1135	False	
gene-PA3249	2	6	2	5	0	2	host	gene-PA3249	False	
gene-PA0984	1	1	0	1	0	3	host	gene-PA0984	False	
gene-PA4086	4	5	2	3	1	6	host	cupB1	False	
gene-PA0391	23	25	8	14	1	12	host	gene-PA0391	False	
gene-PA3772	5	5	3	3	0	9	host	gene-PA3772	False	
gene-PA2917	9	7	4	7	0	5	host	gene-PA2917	False	
gene-PA2095	1	7	1	3	0	3	host	gene-PA2095	False	
gene-PA1763	8	4	3	5	1	3	host	gene-PA1763	False	
gene-PA5167	12	16	10	13	3	4	host	gene-PA5167	False	
gene-PA4680	4	0	0	1	0	1	host	gene-PA4680	False	
gene-PA0339	15	8	1	7	4	4	host	gene-PA0339	False	
gene-PA3406	14	5	4	12	2	6	host	hasD	False	
gene-PA0806	5	5	2	0	0	2	host	gene-PA0806	False	
gene-PA5496	8	9	4	2	1	5	host	nrdJb	False	
gene-PA4085	7	7	1	2	2	2	host	cupB2	False	
gene-PA2923	11	3	0	6	1	8	host	hisJ	False	
gene-PA2498	2	4	2	3	1	4	host	gene-PA2498	False	
gene-PA0360	17	9	9	13	3	14	host	gene-PA0360	False	
gene-PA5374	22	19	10	13	6	9	host	betI	False	
gene-PHIKZ296	13	15	255	139	58	244	phage	gene-PHIKZ296	False	
gene-PA4075	13	14	6	13	2	11	host	gene-PA4075	False	
gene-PA3693	5	3	1	3	0	2	host	gene-PA3693	False	
gene-PA0065	14	12	6	7	1	8	host	gene-PA0065	False	
gene-PA0263	7	7	2	4	1	4	host	hcpC	False	
gene-PA2551	10	9	5	6	0	6	host	gene-PA2551	False	
gene-PA0299	33	24	10	18	3	12	host	spuC	False	
gene-PA3631	8	11	6	10	1	5	host	gene-PA3631	False	
gene-PA3833	7	6	2	2	1	3	host	gene-PA3833	False	
gene-PA4627	10	10	3	10	4	10	host	gene-PA4627	False	
gene-PA3423	9	7	5	3	1	4	host	gene-PA3423	False	
gene-PA2094	3	3	1	3	0	3	host	gene-PA2094	False	
gene-PA3988	17	16	3	4	2	5	host	gene-PA3988	False	
gene-PA0706	6	10	2	2	1	2	host	cat	False	
gene-PA1628	7	11	3	6	1	5	host	gene-PA1628	False	
gene-PA0700	0	3	0	2	0	0	host	gene-PA0700	False	
gene-PA3578	4	4	4	9	2	4	host	gene-PA3578	False	
gene-PA2387	6	7	2	3	2	4	host	fpvI	False	
gene-PA2561	3	2	6	6	1	5	host	gene-PA2561	False	
gene-PA0678	1	3	2	0	0	1	host	gene-PA0678	False	
gene-PA1141	4	7	0	1	0	3	host	gene-PA1141	False	
gene-PA4137	17	14	6	12	2	16	host	gene-PA4137	False	
gene-PA1406	6	4	0	1	0	1	host	gene-PA1406	False	
gene-PA1052a	0	0	2	4	1	1	host	gene-PA1052a	False	
gene-PA1275	13	7	4	5	0	1	host	cobD	False	
gene-PA1645	6	3	0	1	1	1	host	gene-PA1645	False	
gene-PA0985	9	4	1	1	0	9	host	pyoS5	False	
gene-PA1811	26	12	5	12	4	5	host	gene-PA1811	False	
gene-PA0330	14	18	6	12	4	7	host	rpiA	False	
gene-PA3662	5	5	1	6	2	5	host	gene-PA3662	False	
gene-PA5453	13	8	1	7	4	4	host	gmd	False	
gene-PA2480	9	8	4	0	1	2	host	gene-PA2480	False	
gene-PA4320	17	14	3	14	0	8	host	gene-PA4320	False	
gene-PA5416	12	1	5	7	0	11	host	soxB	False	
gene-PA2888	5	9	1	8	2	8	host	atuC	False	
gene-PA5001	31	23	9	11	3	8	host	gene-PA5001	False	
gene-PA1896	7	11	0	4	2	6	host	gene-PA1896	False	
gene-PA3633	15	4	0	2	0	2	host	ygbP	False	
gene-PA1849	0	0	0	1	0	1	host	gene-PA1849	False	
gene-PA3690	16	12	9	11	4	8	host	gene-PA3690	False	
gene-PA3794	6	4	2	2	0	4	host	gene-PA3794	False	
gene-PA0867	13	5	0	4	1	4	host	mliC	False	
gene-PA5085	6	12	4	6	1	5	host	gene-PA5085	False	
gene-PA1483a	5	6	1	5	1	1	host	gene-PA1483a	False	
gene-PA3851	10	8	4	3	1	2	host	gene-PA3851	False	
gene-PA0398	9	6	2	11	4	4	host	gene-PA0398	False	
gene-PA3251	3	6	0	2	0	1	host	gene-PA3251	False	
gene-PA4229	4	4	3	0	1	5	host	pchC	False	
gene-PA2977	22	7	9	5	2	4	host	murB	False	
gene-PA2116	10	9	4	4	1	1	host	gene-PA2116	False	
gene-PA2469	5	4	1	5	0	5	host	gene-PA2469	False	
gene-PA0873	27	17	8	11	2	14	host	phhR	False	
gene-PA0606	12	13	1	7	1	3	host	gene-PA0606	False	
gene-PA5183	5	8	2	1	1	4	host	gene-PA5183	False	
gene-PA3706	15	5	5	6	1	7	host	wspC	False	
gene-PHIKZ214	34	31	329	203	47	259	phage	gene-PHIKZ214	False	
gene-PA2050	1	1	1	1	0	2	host	gene-PA2050	False	
gene-PA4786	14	10	7	3	1	3	host	gene-PA4786	False	
gene-PA3256	13	4	2	2	1	8	host	gene-PA3256	False	
gene-PA2612	25	15	3	7	1	6	host	serS	False	
gene-PA1530	4	2	1	4	1	1	host	gene-PA1530	False	
gene-PA0789	25	19	4	15	3	10	host	gene-PA0789	False	
gene-PA1007	10	8	1	3	4	3	host	gene-PA1007	False	
gene-PHIKZ_p14	47	30	43	25	3	67	phage	gene-PHIKZ_p14	False	
gene-PA3166	16	24	7	7	0	3	host	pheA	False	
gene-PA1210	6	0	1	5	0	2	host	gene-PA1210	False	
gene-PA4388	8	8	1	4	1	4	host	gene-PA4388	False	
gene-PA2692	4	9	4	2	0	1	host	gene-PA2692	False	
gene-PA0503	15	7	0	6	0	3	host	gene-PA0503	False	
gene-PA3076	15	10	3	6	1	4	host	gene-PA3076	False	
gene-PA4902	18	6	6	6	2	4	host	gene-PA4902	False	
gene-PA3404	8	6	4	5	0	2	host	gene-PA3404	False	
gene-PA0589	3	5	2	2	0	2	host	gene-PA0589	False	
gene-PA3852	3	4	3	3	1	13	host	gene-PA3852	False	
gene-PA2299	3	6	5	2	0	5	host	gene-PA2299	False	
gene-PA0447	17	27	3	8	3	9	host	gcdH	False	
gene-PA1133	1	0	1	1	0	5	host	gene-PA1133	False	
gene-PA3222	3	3	3	3	0	6	host	gene-PA3222	False	
gene-PA1120	10	8	1	11	0	14	host	tpbB	False	
gene-PA0500	38	28	8	13	1	18	host	bioB	False	
gene-PA0288	12	14	3	6	2	4	host	gpuA	False	
gene-PA1260	9	7	4	10	1	6	host	gene-PA1260	False	
gene-PA2618	11	5	2	3	2	3	host	gene-PA2618	False	
gene-PA3416	8	3	2	12	0	4	host	gene-PA3416	False	
gene-PA1261	2	6	0	1	1	5	host	gene-PA1261	False	
gene-PA2707	13	18	3	6	3	4	host	gene-PA2707	False	
gene-PA1739	3	2	0	1	2	5	host	gene-PA1739	False	
gene-PA3407	6	1	2	3	1	3	host	hasAp	False	
gene-PA1087	19	8	11	10	4	9	host	flgL	False	
gene-PA4046	9	1	2	2	0	4	host	gene-PA4046	False	
gene-PA4709	4	2	2	4	4	9	host	gene-PA4709	False	
gene-PA3315	4	5	2	8	2	6	host	gene-PA3315	False	
gene-PA4971	11	23	8	10	4	10	host	aspP	False	
gene-PA2892	4	7	2	8	0	5	host	atuG	False	
gene-PA1403	4	5	0	1	0	2	host	gene-PA1403	False	
gene-PA4785	20	13	6	15	2	10	host	gene-PA4785	False	
gene-PA5170	16	13	3	12	3	10	host	arcD	False	
gene-PA3461	23	4	3	12	2	7	host	gene-PA3461	False	
gene-PA0940	4	4	1	0	0	0	host	gene-PA0940	False	
gene-PHIKZ_p54	151	106	721	384	46	239	phage	gene-PHIKZ_p54	False	
gene-PA2158	5	13	2	3	0	3	host	gene-PA2158	False	
gene-PA3135	6	3	2	1	1	6	host	gene-PA3135	False	
gene-PA0788	30	30	4	20	7	15	host	gene-PA0788	False	
gene-PA0490	6	10	3	2	1	4	host	gene-PA0490	False	
gene-PA1949	4	8	0	3	2	7	host	rbsR	False	
gene-PA4160	5	7	1	4	0	3	host	fepD	False	
gene-PA2288	5	5	5	3	3	0	host	gene-PA2288	False	
gene-PA0624	2	5	0	3	0	1	host	gene-PA0624	False	
gene-PA3100	3	0	1	2	0	5	host	xcpU	False	
gene-PA0218	22	11	6	8	1	10	host	gene-PA0218	False	
gene-PA0441	18	16	2	16	0	6	host	dht	False	
gene-PA2822	4	6	2	2	0	5	host	gene-PA2822	False	
gene-PA2295	6	4	0	5	0	2	host	gene-PA2295	False	
gene-PA2572	5	6	3	7	3	12	host	gene-PA2572	False	
gene-PA3920	17	16	1	14	1	7	host	gene-PA3920	False	
gene-PA5417	2	5	0	4	0	6	host	soxD	False	
gene-PA3316	7	5	0	7	1	2	host	gene-PA3316	False	
gene-PA0347	21	7	6	12	1	7	host	glpQ	False	
gene-PA0999	4	4	0	4	0	1	host	pqsD	False	
gene-PA3081	11	10	3	5	0	5	host	gene-PA3081	False	
gene-PA2531	3	5	3	6	1	0	host	gene-PA2531	False	
gene-PA3780	7	4	0	4	1	5	host	gene-PA3780	False	
gene-PA2958	11	18	2	9	0	10	host	gene-PA2958	False	
gene-PA3208	5	10	0	5	0	3	host	gene-PA3208	False	
gene-PA0609	23	18	3	12	1	8	host	trpE	False	
gene-PA1466	2	7	0	4	0	3	host	gene-PA1466	False	
gene-PHIKZ247	68	57	33	19	5	72	phage	gene-PHIKZ247	False	
gene-PA3223	5	3	3	2	0	2	host	azoR3	False	
gene-PA5519	8	5	3	5	1	5	host	gene-PA5519	False	
gene-PA2406	2	6	2	2	1	1	host	gene-PA2406	False	
gene-PA4981	24	14	4	9	1	18	host	gene-PA4981	False	
gene-PA2069	12	6	5	4	1	6	host	gene-PA2069	False	
gene-PA2337	16	9	3	2	2	8	host	mtlR	False	
gene-PA1412	3	1	2	2	0	4	host	gene-PA1412	False	
gene-PA0904	34	21	12	20	7	10	host	lysC	False	
gene-PA0392	19	18	3	8	3	6	host	gene-PA0392	False	
gene-PA4782	10	15	3	3	2	3	host	gene-PA4782	False	
gene-PA0410	21	17	5	1	1	3	host	pilI	False	
gene-PA2697	2	0	1	2	2	0	host	gene-PA2697	False	
gene-PA1983	9	4	5	2	0	1	host	exaB	False	
gene-PA2148	7	3	0	4	0	1	host	gene-PA2148	False	
gene-PA3972	23	13	8	14	2	11	host	gene-PA3972	False	
gene-PHIKZ_p61	64	50	591	314	53	193	phage	gene-PHIKZ_p61	False	
gene-PA4473	12	9	5	7	2	5	host	gene-PA4473	False	
gene-PA3755	7	7	6	4	0	1	host	gene-PA3755	False	
gene-PA0517	9	5	2	3	0	3	host	nirC	False	
gene-PA2903	13	8	3	11	1	8	host	cobJ	False	
gene-PA3707	10	6	1	3	2	2	host	gene-PA3707	False	
gene-PA5351	26	14	5	6	1	2	host	rubA1	False	
gene-PA2235	12	11	7	4	2	12	host	pslE	False	
gene-PA0735	1	3	0	0	0	0	host	gene-PA0735	False	
gene-PA1191	8	10	1	3	0	4	host	gene-PA1191	False	
gene-PA1166	3	4	3	2	1	1	host	gene-PA1166	False	
gene-PA2121	7	1	4	2	0	3	host	gene-PA2121	False	
gene-PA0494	11	10	2	5	2	10	host	gene-PA0494	False	
gene-PA2398	31	19	9	14	4	18	host	fpvA	False	
gene-PA1267	7	3	0	2	0	8	host	gene-PA1267	False	
gene-PA1455	28	15	11	2	3	11	host	fliA	False	
gene-PA0936	21	10	10	13	6	6	host	lpxO2	False	
gene-PA5227	6	10	6	5	2	7	host	gene-PA5227	False	
gene-PA3499	3	6	2	3	0	1	host	gene-PA3499	False	
gene-PA5491	26	26	8	6	5	6	host	gene-PA5491	False	
gene-PHIKZ265	6	7	18	14	2	41	phage	gene-PHIKZ265	False	
gene-PA0061	11	5	1	3	2	5	host	gene-PA0061	False	
gene-PA0891	26	21	2	9	0	4	host	gene-PA0891	False	
gene-PA1059	0	1	2	3	1	2	host	gene-PA1059	False	
gene-PA3324	15	10	3	6	4	11	host	gene-PA3324	False	
gene-PA3998	12	7	3	3	0	3	host	gene-PA3998	False	
gene-PA3803	27	22	10	6	2	4	host	gcpE	False	
gene-PA2688	17	11	6	10	2	12	host	pfeA	False	
gene-PA4750	19	17	7	3	3	8	host	folP	False	
gene-PA2425	4	2	0	1	0	4	host	pvdG	False	
gene-PA4717	9	8	2	5	6	7	host	gene-PA4717	False	
gene-PA0552	30	16	9	7	2	12	host	pgk	False	
gene-PA5359	5	4	2	6	1	3	host	gene-PA5359	False	
gene-PA0509	17	14	5	11	0	10	host	nirN	False	
gene-PA4865	1	1	0	2	1	0	host	ureA	False	
gene-PA5350	1	2	2	0	0	0	host	rubA2	False	
gene-PA2022	12	9	2	11	1	3	host	gene-PA2022	False	
gene-PA3246	2	6	0	3	2	6	host	rluA	False	
gene-PA3437	18	11	2	3	2	8	host	folM	False	
gene-PA0551	20	10	9	11	4	11	host	epd	False	
gene-PA3328	3	7	3	4	1	2	host	gene-PA3328	False	
gene-PA1033	6	6	1	8	1	3	host	gene-PA1033	False	
gene-PA2431	15	6	4	5	1	8	host	gene-PA2431	False	
gene-PA3777	18	9	3	7	5	6	host	xseA	False	
gene-PA5540	7	3	2	4	1	3	host	gene-PA5540	False	
gene-PA1829	9	7	2	8	2	8	host	gene-PA1829	False	
gene-PHIKZ190	27	22	81	63	11	79	phage	gene-PHIKZ190	False	
gene-PA2533	15	18	8	10	0	9	host	gene-PA2533	False	
gene-PA2915	6	8	2	7	1	1	host	gene-PA2915	False	
gene-PA4331	8	0	3	2	1	5	host	gene-PA4331	False	
gene-PHIKZ_p09	1	0	3	13	1	27	phage	gene-PHIKZ_p09	False	
gene-PA3526	14	10	7	9	1	6	host	gene-PA3526	False	
gene-PA0377	7	9	1	4	2	6	host	gene-PA0377	False	
gene-PA2984	18	13	4	14	2	5	host	gene-PA2984	False	
gene-PA0585	8	4	1	3	1	4	host	gene-PA0585	False	
gene-PA0225	15	9	5	5	1	3	host	gene-PA0225	False	
gene-PHIKZ254	5	6	53	27	8	38	phage	gene-PHIKZ254	False	
gene-PHIKZ_p31	2	1	100	81	11	76	phage	gene-PHIKZ_p31	False	
gene-PA4121	4	3	3	9	2	3	host	gene-PA4121	False	
gene-PA2286	7	6	0	4	0	2	host	gene-PA2286	False	
gene-PA4623	4	1	1	3	0	1	host	gene-PA4623	False	
gene-PA1147	12	3	1	5	1	3	host	gene-PA1147	False	
gene-PA1089	1	10	1	1	1	2	host	gene-PA1089	False	
gene-PA2085	0	3	2	1	0	1	host	gene-PA2085	False	
gene-PA1350	8	3	1	4	0	3	host	gene-PA1350	False	
gene-PA2336	6	6	1	14	0	11	host	gene-PA2336	False	
gene-PA2376	2	6	3	7	0	1	host	gene-PA2376	False	
gene-PA2771	15	11	3	6	3	4	host	gene-PA2771	False	
gene-PA0849	18	5	4	4	2	4	host	trxB2	False	
gene-PA2702	1	2	3	0	1	2	host	gene-PA2702	False	
gene-PA3392	18	18	8	7	1	12	host	nosZ	False	
gene-PA3122	8	5	1	3	1	4	host	gene-PA3122	False	
gene-PA3586	6	5	0	3	0	3	host	gene-PA3586	False	
gene-PA3301	18	11	2	3	3	5	host	gene-PA3301	False	
gene-PA1687	16	12	5	7	0	2	host	speE	False	
gene-PA4122	4	4	1	11	2	5	host	gene-PA4122	False	
gene-PA3473	10	12	3	6	2	4	host	gene-PA3473	False	
gene-PA5275	11	4	5	9	1	3	host	gene-PA5275	False	
gene-PA4138	15	11	2	10	1	2	host	tyrS	False	
gene-PA4491	18	14	5	7	3	9	host	gene-PA4491	False	
gene-PA3070	12	11	6	15	2	9	host	gene-PA3070	False	
gene-PA2467	2	2	0	3	1	4	host	foxR	False	
gene-PA4702	4	5	3	4	0	2	host	gene-PA4702	False	
gene-PA5512	21	20	10	13	1	18	host	mifS	False	
gene-PA1685	2	6	2	4	0	1	host	masA	False	
gene-PA3020	19	11	9	11	2	13	host	gene-PA3020	False	
gene-PA1209	10	4	3	9	1	12	host	gene-PA1209	False	
gene-PA2679	7	8	1	4	1	7	host	gene-PA2679	False	
gene-PA4413	33	29	11	12	7	6	host	ftsW	False	
gene-PA1595	9	11	3	4	1	5	host	gene-PA1595	False	
gene-PA0593	19	16	10	2	0	3	host	pdxA	False	
gene-PA2460	7	13	0	2	1	1	host	gene-PA2460	False	
gene-PA1511	21	20	9	14	2	15	host	gene-PA1511	False	
gene-PA2316	4	5	4	3	1	4	host	gene-PA2316	False	
gene-PA5566	4	2	1	1	0	4	host	gene-PA5566	False	
gene-PA3147	32	20	10	9	0	10	host	wbpJ	False	
gene-PA0405	17	10	8	8	1	2	host	gene-PA0405	False	
gene-PA2039	11	10	5	3	3	5	host	gene-PA2039	False	
gene-PA4706	7	4	2	3	1	6	host	gene-PA4706	False	
gene-PA1373	9	12	1	6	1	6	host	fabF2	False	
gene-PA3872	12	6	0	4	1	4	host	narI	False	
gene-PA3877	12	11	1	8	2	8	host	narK1	False	
gene-PA3220	4	5	1	5	1	1	host	gene-PA3220	False	
gene-PA2550	14	6	2	5	2	5	host	gene-PA2550	False	
gene-PA3575	11	9	2	10	0	5	host	gene-PA3575	False	
gene-PA3781	14	12	2	13	0	11	host	gene-PA3781	False	
gene-PA3272	19	23	8	20	6	12	host	gene-PA3272	False	
gene-PA1653	4	4	0	3	2	3	host	gene-PA1653	False	
gene-PHIKZ144	5	3	70	37	151	535	phage	gene-PHIKZ144	False	
gene-PA4449	22	24	7	10	1	6	host	hisG	False	
gene-PA2593	2	4	2	1	0	0	host	qteE	False	
gene-PA2941	2	10	1	7	0	3	host	gene-PA2941	False	
gene-PA4820	6	6	0	1	0	2	host	gene-PA4820	False	
gene-PA3283	9	5	2	3	2	4	host	gene-PA3283	False	
gene-PA0993	0	1	0	2	0	2	host	cupC2	False	
gene-PA4519	30	15	8	16	5	12	host	speC	False	
gene-PA0723	10	5	2	3	0	4	host	coaB	False	
gene-PA0948	6	3	2	0	0	3	host	gene-PA0948	False	
gene-PA3664	8	12	4	4	0	5	host	gene-PA3664	False	
gene-PA3708	24	27	10	14	3	14	host	wspA	False	
gene-PA3541	9	5	5	14	1	6	host	alg8	False	
gene-PHIKZ245	39	41	104	70	13	123	phage	gene-PHIKZ245	False	
gene-PA5379	11	10	2	5	1	8	host	sdaB	False	
gene-PA5430	21	15	7	10	3	6	host	gene-PA5430	False	
gene-PA5073	12	8	0	4	1	3	host	gene-PA5073	False	
gene-PA1681	29	27	7	14	4	8	host	aroC	False	
gene-PA4828	5	4	1	6	0	5	host	gene-PA4828	False	
gene-PA1998	10	6	0	5	0	3	host	dhcR	False	
gene-PA3932	9	8	2	16	0	8	host	gene-PA3932	False	
gene-PA3303a	0	0	0	2	0	0	host	gene-PA3303a	False	
gene-PA0338	21	15	5	17	1	8	host	gene-PA0338	False	
gene-PA2935	2	2	0	8	1	0	host	gene-PA2935	False	
gene-PA4445	9	7	6	5	0	6	host	gene-PA4445	False	
gene-PA3060	5	3	0	6	3	4	host	pelE	False	
gene-PA0625	17	13	4	7	3	11	host	gene-PA0625	False	
gene-PA5228	19	25	6	14	3	8	host	gene-PA5228	False	
gene-PA0384	3	2	0	2	1	4	host	gene-PA0384	False	
gene-PA1955	8	1	0	3	0	1	host	gene-PA1955	False	
gene-PA0742	8	3	0	1	0	4	host	gene-PA0742	False	
gene-PA1929	1	3	1	0	1	2	host	gene-PA1929	False	
gene-PA2737	27	19	7	7	6	5	host	gene-PA2737	False	
gene-PA1797	8	8	4	12	2	6	host	gene-PA1797	False	
gene-PA3931	6	5	9	0	1	8	host	gene-PA3931	False	
gene-PA5419	2	2	1	6	0	5	host	soxG	False	
gene-PA1971	15	12	5	13	1	6	host	braZ	False	
gene-PA3994	2	5	4	7	0	10	host	gene-PA3994	False	
gene-PA4858	22	16	4	12	3	11	host	gene-PA4858	False	
gene-PA1828	7	4	5	5	0	6	host	gene-PA1828	False	
gene-PA2910	14	2	0	5	0	5	host	gene-PA2910	False	
gene-PA4716	12	7	3	4	4	6	host	gene-PA4716	False	
gene-PA0112	13	7	4	7	1	10	host	gene-PA0112	False	
gene-PA1686	8	6	1	6	1	6	host	alkA	False	
gene-PA1331	5	13	4	11	3	9	host	gene-PA1331	False	
gene-PA4081	19	14	5	8	2	11	host	cupB6	False	
gene-PA5027	9	9	4	7	4	7	host	gene-PA5027	False	
gene-PA4209	9	8	1	6	0	7	host	phzM	False	
gene-PA4526	32	24	6	13	0	8	host	pilB	False	
gene-PA0371	22	23	5	17	6	10	host	gene-PA0371	False	
gene-PA5203	23	25	6	13	2	13	host	gshA	False	
gene-PA1259	16	13	2	10	3	9	host	gene-PA1259	False	
gene-PA2135	10	7	1	4	2	7	host	gene-PA2135	False	
gene-PA4223	17	4	3	4	1	13	host	gene-PA4223	False	
gene-PA0520	12	18	1	7	1	4	host	nirQ	False	
gene-PA3231	2	2	0	0	0	0	host	gene-PA3231	False	
gene-PA3191	9	7	2	4	2	6	host	gene-PA3191	False	
gene-PA0931	16	11	4	9	4	13	host	pirA	False	
gene-PA3678	8	2	0	5	0	5	host	gene-PA3678	False	
gene-PA0463	9	10	3	7	3	4	host	creB	False	
gene-PA4060	3	4	1	2	0	0	host	gene-PA4060	False	
gene-PA0621	4	10	3	3	0	3	host	gene-PA0621	False	
gene-PA1168	0	3	1	3	0	3	host	gene-PA1168	False	
gene-PA0251	7	9	3	3	1	6	host	gene-PA0251	False	
gene-PA0586	9	14	5	9	1	13	host	gene-PA0586	False	
gene-PA3092	18	13	2	8	3	8	host	fadH1	False	
gene-PA4969	34	18	5	12	2	3	host	cpdA	False	
gene-PHIKZ251	41	46	54	33	6	93	phage	gene-PHIKZ251	False	
gene-PA3911	5	6	3	4	2	8	host	gene-PA3911	False	
gene-PA1258	11	3	2	9	1	2	host	gene-PA1258	False	
gene-PA3363	5	6	2	8	1	2	host	amiR	False	
gene-PA3050	17	17	9	10	2	6	host	pyrD	False	
gene-PA2943	6	19	2	8	0	7	host	gene-PA2943	False	
gene-PA2167	8	9	1	6	2	4	host	gene-PA2167	False	
gene-PHIKZ256	3	4	9	1	0	43	phage	gene-PHIKZ256	False	
gene-PA0118	7	13	4	6	1	4	host	gene-PA0118	False	
gene-PA4803	13	9	2	5	0	7	host	gene-PA4803	False	
gene-PA3574	11	7	5	1	0	4	host	nalD	False	
gene-PA1063	0	6	0	1	1	0	host	gene-PA1063	False	
gene-PA0403	7	11	5	9	1	2	host	pyrR	False	
gene-PA1144	2	4	0	4	3	4	host	gene-PA1144	False	
gene-PA5476	15	10	9	10	1	13	host	citA	False	
gene-PA5526	8	9	10	8	4	9	host	gene-PA5526	False	
gene-PA3652	21	22	6	9	0	3	host	uppS	False	
gene-PA2676	1	5	1	3	1	3	host	gene-PA2676	False	
gene-PA3095	3	1	0	0	1	3	host	xcpZ	False	
gene-PA0219	21	14	1	11	3	8	host	gene-PA0219	False	
gene-PA0538	6	5	1	4	2	5	host	dsbB	False	
gene-PA3367	4	5	0	2	0	7	host	gene-PA3367	False	
gene-PA2637	15	21	7	9	3	7	host	nuoA	False	
gene-PA5467	0	4	4	4	1	1	host	gene-PA5467	False	
gene-PA0997	4	5	7	3	1	1	host	pqsB	False	
gene-PA2947	3	4	1	4	0	4	host	gene-PA2947	False	
gene-PA4501	10	12	6	12	3	16	host	opdP	False	
gene-PA0885	4	6	1	3	0	1	host	gene-PA0885	False	
gene-PA2632	4	6	1	1	0	6	host	gene-PA2632	False	
gene-PA1161	7	5	1	5	0	5	host	rrmA	False	
gene-PA3837	9	7	2	5	1	6	host	gene-PA3837	False	
gene-PA1416	6	3	2	4	1	6	host	gene-PA1416	False	
gene-PA1534	12	7	2	1	0	4	host	recR	False	
gene-PA3910	8	9	7	9	3	11	host	eddA	False	
gene-PA4549	6	5	1	5	1	9	host	fimT	False	
gene-PA2024	8	3	0	2	0	0	host	gene-PA2024	False	
gene-PA4531	2	3	0	1	0	1	host	gene-PA4531	False	
gene-PA0332	2	4	6	5	4	0	host	gene-PA0332	False	
gene-PA0197	11	13	3	5	1	7	host	tonB2	False	
gene-PA5396	10	10	1	7	0	13	host	gene-PA5396	False	
gene-PA2209	3	6	1	9	3	5	host	gene-PA2209	False	
gene-PA3917	2	4	2	3	0	3	host	moaD	False	
gene-PA2508	1	6	0	2	1	3	host	catC	False	
gene-PA2980	5	5	1	3	1	1	host	gene-PA2980	False	
gene-PA1620	8	3	0	3	0	2	host	gene-PA1620	False	
gene-PA4232	26	18	13	10	2	7	host	ssb	False	
gene-PA3439	5	6	0	0	0	3	host	folX	False	
gene-PA0246	15	19	9	11	1	11	host	gene-PA0246	False	
gene-PA4356	6	12	3	5	1	5	host	xenB	False	
gene-PA4013	11	8	2	5	0	5	host	gene-PA4013	False	
gene-PA5069	11	7	3	2	2	3	host	tatB	False	
gene-PA0937	15	10	5	6	2	3	host	gene-PA0937	False	
gene-PA2108	7	5	2	2	2	3	host	gene-PA2108	False	
gene-PA4515	15	8	0	2	1	7	host	gene-PA4515	False	
gene-PA2335	14	17	2	11	4	5	host	gene-PA2335	False	
gene-PA0187	18	10	0	7	2	4	host	gene-PA0187	False	
gene-PA4443	7	22	6	6	2	7	host	cysD	False	
gene-PA1203	3	6	1	6	1	2	host	gene-PA1203	False	
gene-PA1037	8	11	1	2	0	2	host	gene-PA1037	False	
gene-PA4804	17	17	4	11	0	17	host	gene-PA4804	False	
gene-PA2265	27	23	5	17	2	8	host	gene-PA2265	False	
gene-PA3305.1	28	9	9	4	6	5	host	phrS	False	
gene-PA1284	13	10	3	11	4	7	host	gene-PA1284	False	
gene-PA3520	5	1	0	1	0	2	host	gene-PA3520	False	
gene-PA5126	5	6	3	5	3	8	host	gene-PA5126	False	
gene-PA5463	4	4	0	4	4	1	host	gene-PA5463	False	
