Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	gene_length	Entity	Symbol
gene-PA2832	656.2411024070184	401.0992538309069	255.37057360927122	194.19153076939006	8.677273535978376	13.43120744904063	2.0735360814624837	5.386382133808228	657	host	tpm
gene-PA1808	123.51520367114526	127.75802024898474	152.452934976783	122.30258761397664	11.178370025760378	6.72877157496055	8.681407682240723	11.275757305111782	1020	host	gene-PA1808
gene-PA1463	810.6811572041049	832.0282889989998	812.9202221250046	824.1479847939074	30.92556915095323	25.309761287249405	6.880369724852787	13.901218537252547	891	host	gene-PA1463
gene-PA1683	298.99473251138073	318.6370472660763	542.9723846643728	463.3573321562178	29.21208348155827	33.31721847796001	15.430732101368873	4.294724589699036	618	host	gene-PA1683
gene-PA1411	36.83786776156963	47.62908649633202	53.84418063584441	62.17535853581348	4.167374790305404	8.600685471754087	0.746882239868888	1.9401606699078975	912	host	gene-PA1411
gene-PA5420	61.99753035863235	50.62672131078649	81.08004823019928	26.435397195646576	3.322242839823889	1.1427484193239696	2.3816664432182724	0.0	858	host	purU2
gene-PA5371	705.1040762658959	557.718962469642	555.7251235995793	518.0358761561705	53.95978617373219	79.89081171540464	25.22802232446022	21.844771987111145	405	host	gene-PA5371
gene-PA3752	545.5782671559647	549.468681959736	545.6210304432235	392.5656483553516	4.872622831741703	15.084279135076399	3.493110783386799	4.5369911050153915	195	host	gene-PA3752
gene-PA2571	307.1125847355204	278.7228523856124	153.49211578286008	190.6182966575683	10.75908226117064	8.326778291124976	4.338577087646025	0.6261240378471348	1413	host	gene-PA2571
gene-PA2192	20.287521375936905	27.979212164028862	0.0	6.848300360466413	0.0	2.368304695120691	4.935917411307434	0.0	414	host	gene-PA2192
gene-PA2931	146.85281970602043	78.39860464235498	62.317122766358004	47.97286546925711	1.6077181932142677	8.295077358544551	5.762746216247258	2.993953521076147	591	host	cifR
gene-PA1266	6.6977941384672075	4.618578084492802	3.2632836748996614	4.521844257150072	0.7577045073282553	0.7818804974321898	0.5431870835410095	0.7055129708755992	1254	host	gene-PA1266
gene-PA4173	7.016736716489454	0.0	30.768103220482523	7.105755261235827	0.0	2.4573387062154537	0.0	0.0	399	host	gene-PA4173
gene-PA1219	9.104643739444853	14.126090043790182	13.307830010810326	9.220150729213318	1.5449779710400522	0.0	1.1075717118055706	1.4385581552487827	615	host	gene-PA1219
gene-PA2683	113.38259610103054	90.21334763168186	123.23216419667818	103.04451944253202	3.946672698606987	9.163347138130524	4.951294101062286	4.593526819719633	963	host	gene-PA2683
gene-PA1172	51.58535586042248	63.05867666114043	205.6360667499586	185.21383185944842	6.366240885692678	13.138735595041421	4.5638633350782305	2.963863535939703	597	host	napC
gene-PA2848	5.4895646076064555	0.0	8.023838682988579	8.338812791862043	3.726123341920126	0.0	1.335601181883188	0.0	1020	host	gene-PA2848
gene-PA3884	0.0	29.931250221984364	31.722152932745544	0.0	0.0	2.5335352552453902	0.0	2.2860807893488406	387	host	gene-PA3884
gene-PA5296	243.75305533774937	316.95853779847624	321.67210003742275	361.09963452919027	16.072382773356964	29.268004291939288	9.827632577140475	8.80311706943285	2010	host	rep
gene-PA3184	388.3003217198552	421.8893442565541	572.3297522131714	1130.113230113891	23.25569987876722	43.424439934310854	18.25944273134009	24.747224209174867	858	host	gene-PA3184
gene-PA4369	229.64199588887743	197.09963333351223	107.12454786188941	74.21979971814385	3.316444859300636	10.26678684586352	2.3775099572789737	3.088004417026183	573	host	gene-PA4369
gene-PA3289	189.35019950874442	125.90645473812988	168.03546227418113	178.05580937212673	6.885227914417625	2.368304695120691	4.935917411307434	2.136988563956525	414	host	gene-PA3289
gene-PA1673	193.91708743752676	351.01193442145296	168.29220094839684	208.65081357992472	14.396385639236849	16.977976515670406	2.948729882079766	3.8299275561818242	462	host	gene-PA1673
gene-PA4762	244.53515070246937	196.15372805904727	204.24316647607293	232.47599298524483	16.936924281455116	22.72052739597069	10.92764603358972	15.770289937219275	561	host	grpE
gene-PA1792	530.5060568927568	496.6600399905207	764.0958413883316	560.7649764043327	32.85482199825837	42.03986508600131	10.363378465234696	7.342018800647315	723	host	gene-PA1792
gene-PA5551	647.7686236975618	635.9510341282795	433.2872888813833	522.5656016233547	18.63061670960063	44.217641778312185	8.013607091299129	15.612587037847085	510	host	gene-PA5551
gene-PA1081	843.6362888969601	633.2255296963012	878.4498590135896	578.3800552435514	27.871402597562543	7.843825150239728	2.7246264110417036	5.89808843652001	750	host	flgF
gene-PA3132	48.94541870418344	40.501377048629195	14.308243805329287	19.82654789673493	1.1074142799412963	3.428245257971909	0.7938888144060908	2.0622686840979054	858	host	gene-PA3132
gene-PA3377	12.65391163787251	3.2721451513864266	23.11953518827218	12.81444677619478	0.0	1.1078849082259503	0.0	0.9996760061898321	885	host	gene-PA3377
gene-PA1299	553.7140834205712	424.7244406499581	109.12420608864467	315.021816581455	19.003229043792643	19.60956287559932	3.0273626789352264	5.898088436520009	450	host	gene-PA1299
gene-PA0292	169.44753626189035	198.8116376533433	332.69575027025815	243.3095331320181	14.591458615378272	25.68551596171546	3.076588088348807	3.9959948756910633	1107	host	aguA
gene-PA0990	109.53356611421331	81.57319602752077	38.42401622839602	70.99083190568	5.94780251761898	7.671972956024773	2.131945548545934	2.769055604000004	639	host	gene-PA0990
gene-PA1161	236.78868232809936	212.5062923876147	300.2951566805054	335.0045437526667	21.27227131767833	13.414501967138838	3.3888388197036114	6.602337802074636	804	host	rrmA
gene-PA4759	253.25463487136102	276.3077216124263	182.54978713713794	119.4506516405517	15.306194397106836	10.934700488252409	10.12872271762715	3.2888968976877377	807	host	dapB
gene-PA2711	53.839960574601776	37.126262294576755	67.45314936798091	70.10100863488421	0.8701112199538755	0.8978737580402618	0.0	2.4305309491153886	1092	host	gene-PA2711
gene-PA3044	37.73150875848103	32.52300605320067	22.060149478836525	31.84182782157564	2.9879290949359505	3.9641973468192693	0.612000541563725	0.0	2226	host	gene-PA3044
gene-PA0063	119.13523190975715	77.01724624938797	58.044790472683346	65.35027046104652	4.211708564670356	6.084527487996244	2.4154489459589574	2.3529608124414936	1128	host	gene-PA0063
gene-PA1267	2.5086719980997243	5.189692578811805	7.333616000580959	7.621495562454556	0.0	0.8785646449641271	0.0	0.0	1116	host	gene-PA1267
gene-PA1183	44.84609988365	48.595473758576446	649.2515694061241	713.6649849328157	10.871412496448881	11.218285397940116	2.597851269109176	2.6993539755240317	1311	host	dctA
gene-PA0483	1027.8096978160465	750.0508395998953	248.84742942511878	325.6644455200177	8.56001308278948	15.457988753287752	3.068272985407324	0.0	444	host	gene-PA0483
gene-PA2112	515.5320956094935	58.38404151163281	929.5358280736367	415.37150815377333	38.31296178184	22.403398446585246	2.746599204679137	3.56739219950807	744	host	gene-PA2112
gene-PA3388	16.09010316022582	16.64280723549993	35.27722179589807	36.6620217573245	2.73034900054492	1.4087329652011007	0.0	2.542279498500004	696	host	gene-PA3388
gene-PA5047	398.56526369809376	309.6949046405945	321.1207106254388	366.2128617759415	24.41387064653916	30.639941993123937	11.352610046007099	11.673300030612518	1440	host	gene-PA5047
gene-PA0289	75.58839740068703	111.26312874574094	55.24200463989022	44.16193690394229	0.9866681746517467	3.0544490460435076	1.4146554574463674	0.9187053639439267	963	host	gpuR
gene-PA3076	90.73030393127337	91.1655996344607	90.9368384072039	128.63390843742744	6.158453856784652	8.170651198166382	2.5228022324460215	5.734252646616675	1080	host	gene-PA3076
gene-PA4865	64.67902854506617	28.67176692056423	27.010942101149674	28.07125098250589	9.407539130590417	3.23590146462035	2.2480415932687325	0.0	303	host	ureA
gene-PA2770	857.8500384886551	668.2727213023817	508.8965380095449	454.3583893001755	38.98098265393362	31.425581531409165	16.592276221087296	12.476725538792326	780	host	gene-PA2770
gene-PA4104	76.85390450649038	85.17201349932316	64.19070946390863	66.71050233489635	7.452246683840252	5.767518492823329	1.335601181883188	0.0	510	host	gene-PA4104
gene-PA0815	249.44719679218016	169.98691163806217	115.81578476389176	130.76377292060397	14.939645474679752	12.333058412326617	4.998004422770421	0.9273723956792468	954	host	gene-PA0815
gene-PA4351	72.06378249367549	37.26960693664076	47.39951036668929	36.489013503643434	1.2228590118270684	6.309383164607246	0.8766494244020926	2.2772542225945984	777	host	gene-PA4351
gene-PA1926	157.30227271066798	204.94659542192616	404.57313035295743	373.73739017443285	24.126195706597898	25.955391164353504	7.727870695823309	6.213545354518648	1851	host	gene-PA1926
gene-PA3058	32.673119765185035	38.019892240398086	35.81757311443479	35.155607539724734	0.0	0.7151554659226594	0.4968319494970284	0.0	1371	host	pelG
gene-PA1796.4	515.7301486619749	914.4784607295749	1238.4161546244216	1753.3451107099404	150.02549245099453	116.10925386868018	53.77552127055994	23.281928038894776	76	host	gene-PA1796.4
gene-PA1120	96.31919552337017	95.19991111315784	125.14243817505124	119.21697187142219	3.6321156429267285	3.7480051367735703	0.520761928715922	1.3527725771834884	1308	host	tpbB
gene-PA2421	27.358416448331845	18.865462273465713	48.874848003871804	40.01905813249754	1.0316628145381457	6.387479764038866	2.9583348654090162	3.8424028902410488	921	host	gene-PA2421
gene-PA4020	369.5740066581072	311.79489307569327	503.9751774558535	478.8052831669459	16.81701685291384	21.691994331415177	7.032590293986697	10.43909457791152	1356	host	mpl
gene-PA2546	226.82575982818344	160.88046994316596	113.67104800900488	157.5109082907275	8.797791223978075	9.078501331295982	3.1535027905575275	6.14384212137501	432	host	gene-PA2546
gene-PA0976	207.38355184291058	446.17516997571363	563.8083981246642	546.0378154078553	12.668819362528428	27.598644047139782	19.173296966589763	6.553431596133343	675	host	gene-PA0976
gene-PA3380	6.0995162306738395	0.0	8.915376314431755	6.176898364342255	0.0	0.0	0.0	0.0	459	host	gene-PA3380
gene-PA2657	237.47268324868998	271.4857930290926	286.2074601655301	303.7710374178316	26.864683916075908	16.04949342496968	11.149884866614114	1.316537597437502	672	host	gene-PA2657
gene-PA2751	80.87958521873512	54.699359780676424	31.827893442521365	63.004363316291	8.445879575018953	3.268260479266553	3.0273626789352264	0.9830147394200016	900	host	gene-PA2751
gene-PA3025	120.4162559087868	82.42452919289339	46.590031062514335	68.14513679371133	2.403950543174275	3.720979672789245	0.8616781818601215	2.2383637330246717	1581	host	gene-PA3025
gene-PA3308	68.69171275553819	94.39674261649485	167.8171939060387	162.97658649639942	16.65197077093642	22.681933925509203	5.968774997900683	3.7211914425993746	2853	host	gene-PA3308
gene-PA4590	97.33031727596723	159.8934731950484	33.47368284927751	98.56510825554729	3.886140908751052	14.03547445083796	1.3929582878536317	3.618459163509208	489	host	pra
gene-PA0830	80.56627193897245	62.50032645274074	63.78663125685166	44.193708081571025	9.114258534193114	5.8781663296161035	4.900407214103784	5.304036363776987	834	host	gene-PA0830
gene-PA3972	164.58712796260085	150.9351318012248	141.36544879665334	142.61896787051327	5.75855425569474	8.319208492678499	1.2384665504735017	3.2171391471927326	1650	host	gene-PA3972
gene-PA1781	9.13807572380022	16.54095407004399	6.678347985841168	9.254006851842007	1.9383138559560018	2.800223176850168	1.1116386825955544	2.88768099707222	2451	host	nirB
gene-PA5198	445.4033102080693	398.0224613528976	225.86584864126942	334.4549805913499	20.566265198909786	20.16134711235861	3.685912352599707	8.617337001409105	924	host	gene-PA5198
gene-PA1669	35.71017793213384	44.32421110679062	44.07652881981822	57.05752290123292	2.1545611160762634	4.446612896961297	2.316859193062673	0.5015381323571436	3528	host	gene-PA1669
gene-PA4196	78.13054743849189	58.365937932869514	57.09987527894199	30.769572782374674	7.365592652632807	1.520121153147234	2.112113496931553	1.3716484736093044	645	host	bfiR
gene-PA3595	21.841459183455473	30.806898499755185	14.511197618170836	14.075442868533097	2.6954934813890272	0.6953745700567135	0.0	0.0	1410	host	gene-PA3595
gene-PA2005	271.06148892330634	214.28477531849077	350.9180901190856	396.064773544319	11.827735919373014	11.527059781645521	3.768501260085344	4.282844300377601	1446	host	gene-PA2005
gene-PA0914	35.619312339431204	29.47428456974033	72.88830559356037	100.99936104138251	21.759422569228217	32.43311925989709	8.666114538936716	4.502357585129778	393	host	gene-PA0914
gene-PA1254	21.34830680735844	15.77259509246725	13.373064471647632	6.176898364342255	3.1051027849334383	3.204176940457405	0.7420006566017712	0.0	918	host	gene-PA1254
gene-PA2151	9.823431403085236	17.418637347229996	18.460861932289514	17.053812626965986	0.9525428092126638	0.0	0.3414318810829202	0.8869305919578961	1995	host	gene-PA2151
gene-PA2702	35.21607484124897	78.92249468910029	34.31578807819015	65.38188646030198	5.975858189871901	16.444077883102157	2.8560025272973837	0.0	477	host	gene-PA2702
gene-PA0684	0.0	0.0	6.889154424788175	4.773057826991742	0.0	0.0	1.1467282874754645	0.0	594	host	gene-PA0684
gene-PA1389	120.65952107223886	95.55324881472887	90.9368384072039	57.27669392390091	3.8390361704631597	1.9807639268282138	1.8347652599607431	0.0	1485	host	gene-PA1389
gene-PA0912	171.0914302704012	160.88046994316593	136.40525761080585	152.26054468103658	3.5191164895912297	12.709901863814373	5.045604464892043	3.2767157980666717	540	host	gene-PA0912
gene-PA5445	498.47010352603206	447.75166935989563	413.5982710689093	533.2598220445112	19.079547232723538	24.938533777535948	2.279640571487369	5.329597984807237	1494	host	gene-PA5445
gene-PA4021	208.67164843820814	130.40311383592024	108.0227971762593	83.64709725998262	4.918019938869731	5.074938632401481	0.7051310587582049	0.9158522416956536	1932	host	gene-PA4021
gene-PA0799	154.60069000337458	123.56783082984133	182.8323483036404	197.837496256727	6.20085285063515	10.336365973583979	3.7614069429541592	3.5530653232048253	1992	host	gene-PA0799
gene-PA2890	31.694467357124065	29.140613423667794	30.884209270371134	14.265138864065886	0.0	4.9332233649306465	0.0	0.0	795	host	atuE
gene-PA0385	155.53766388218293	286.00972434340616	138.93128089989483	245.01696845224276	5.865194149318717	6.052334220863988	4.204670387410037	8.19178949516668	324	host	gene-PA0385
gene-PA2328	25.663714540560186	33.78489868806486	3.4101314402701464	28.35196349233095	1.5836024203160537	0.8170651198166383	0.5676305023003549	0.7372610545650012	1200	host	gene-PA2328
gene-PA2781	122.79289253856545	143.945683633359	71.79224084779254	116.06066926685183	13.891249301018012	5.733790314502724	1.9916859729837013	2.5868808932105303	342	host	gene-PA2781
gene-PA2075	35.374992146489255	15.68148985005589	22.159698889842108	11.941260195325912	1.1433952493256705	0.589938714669053	0.0	0.0	1662	host	gene-PA2075
gene-PA1030.1	323.0397634476107	631.146459007805	157.39068185862214	218.09202686408423	12.181557079354258	37.710697837691	8.732776958467	11.342477762538481	78	host	gene-PA1030.1
gene-PA4159	55.62274072607866	47.944510910215016	13.55019115339131	9.38806738156654	4.194973298850472	0.0	0.0	0.976504708033114	906	host	fepB
gene-PA4810	75.90833356929501	55.42293701391363	110.95164494658849	131.13348345735207	7.577045073282553	10.946326964050657	4.345496668328076	4.233077825253595	627	host	fdnI
gene-PA4900	6.263261632839581	2.1594693952102815	21.361002310417025	16.91392303793047	0.7085469442129994	0.0	0.0	0.0	1341	host	gene-PA4900
gene-PA2759	159.9815971359596	275.79509133114163	64.95488457657422	108.00747997078457	12.065542250027073	15.56314513936454	6.487205740575485	2.808613541200004	315	host	gene-PA2759
gene-PA0740	22.657990489665494	20.506767033726767	20.69882513062304	22.945443392882915	2.4030385740759534	4.463481686403487	0.34454051732950225	0.8950058325523536	1977	host	sdsA1
gene-PA5484	175.37132571950826	197.59144966174074	272.35277945781706	244.19476386012116	6.908332706076743	8.225487783388978	2.285760411947738	3.4636425382248377	1788	host	gene-PA5484
gene-PA1946	428.7006860752667	452.47632171515426	468.89307303714514	519.7859973594008	16.82577571585807	16.341302396332768	7.804919406629881	4.607881591031258	960	host	rbsB
gene-PA1566	10.255230585638435	8.486002810188973	23.983341997504326	12.462401535090528	0.6960889759631004	2.873196025728838	0.4990158261981142	0.6481415864307702	1365	host	gene-PA1566
gene-PA4781	364.763455398825	188.64664242066672	114.24805840498968	91.1484443915885	5.627013676249937	6.636061886835641	1.7288238648741776	0.7484883802690367	1182	host	gene-PA4781
gene-PA4139	0.0	86.87545376930962	54.56210304432234	18.9013089948873	3.1672048406321074	3.2682604792665533	0.0	0.0	300	host	gene-PA4139
gene-PA3258	128.66736978957988	177.9840414985856	117.82513946448347	153.84786391187336	6.839478891730464	7.60060576573617	3.394468120068568	3.429121184023261	1806	host	gene-PA3258
gene-PA2196	90.9297111926608	79.2026928950971	20.985424247816287	63.004363316291006	1.6242076105805678	8.380155075042444	3.4931107833868	1.5123303683384641	585	host	gene-PA2196
gene-PA2766	33.673102489957124	39.80547709934003	7.031198845917828	9.742942780869743	6.530319259035273	1.6846703501373987	2.340744339382907	0.0	582	host	gene-PA2766
gene-PA0188	15.871190192059482	9.849824690397915	9.279269225224889	19.287049994782958	3.2318416741143947	5.558266121201621	0.0	0.0	882	host	gene-PA0188
gene-PA2799	195.97745649155047	193.05656393179916	163.686309132967	160.66112645654206	3.1672048406321074	9.80478143779966	2.2705220092014198	11.79617687304002	300	host	gene-PA2799
gene-PA1405	105.44926364893757	69.07861986260234	38.5325586471203	30.25633266601545	2.982302109823076	1.230983231362167	1.710374394878659	1.1107511179887024	1593	host	gene-PA1405
gene-PA4950	250.06331596527747	197.32300733360685	263.7670727280776	315.89204259411093	8.749184642630128	11.736847024990384	7.526592295695313	6.517224791734817	1086	host	gene-PA4950
gene-PA0567	757.1456090868527	837.7926359304491	566.2105032901375	588.4369781427177	23.9034327594876	18.499587618489926	25.70402274567645	11.12846874815096	159	host	gene-PA0567
gene-PA3734	55.71498407719986	79.23963444961905	40.71798734650921	32.91272710552515	2.363585701964259	4.878000715323214	1.1296129399012038	1.4671861782388083	1206	host	gene-PA3734
gene-PA0882	16.29072788790943	16.850323535194438	17.008136859202725	16.497401865861733	0.0	1.63005510187858	0.0	0.7354224983192031	1203	host	gene-PA0882
gene-PA5065	207.966089909885	200.64867599653283	296.3110464953835	283.1656778260269	23.131271307987298	17.136946333232864	11.480167462254368	8.836087545348327	1602	host	ubiB
gene-PA3750	111.9871179951717	81.08375685135564	147.3176782196703	192.79335174785047	2.5337638725056855	6.5365209585331066	0.0	3.5388530619120058	750	host	gene-PA3750
gene-PA4170	87.02107239710556	108.63311475262009	65.79031717562982	66.85350448352422	0.0	0.0	1.4601427711906236	0.0	933	host	gene-PA4170
gene-PA3605	196.30967286100756	215.54859079763983	123.60346967969463	97.87085563695689	14.349795394449675	5.28844737745397	6.613170900586659	2.8631497264660237	927	host	gene-PA3605
gene-PA0095	301.8520700678482	339.54018319541495	154.4210463518557	192.32464004231687	11.524869366181523	19.380520362227543	8.56800758189215	5.166789061641517	2226	host	gene-PA0095
gene-PA3705	385.4629061428012	314.7661368453247	361.77046583735466	349.26331838378707	16.5245469946023	18.47277662194139	8.884651340353383	8.975351968617407	690	host	wspD
gene-PA4988	133.63095065934024	117.82794981753	131.2820554470197	133.10780982315	5.204327202916608	9.973564842832205	2.6649319356824175	2.769055604000004	1278	host	waaA
gene-PA1476	299.9654946299242	392.146145486467	267.9388988783686	291.1139108587553	8.483584394550288	27.721852279493085	8.109007175719356	6.5826879871875095	672	host	ccmB
gene-PA4447	267.77222816080354	414.08439138780784	391.39008575827813	464.4781897891339	33.29164179073522	40.85325599083191	12.255658572394028	12.56694979372161	1056	host	hisC1
gene-PA4757	425.75747624892466	440.38248454488746	823.4603109223764	736.0187143170399	64.2198216533699	52.713878697847626	26.158087663610825	23.103111387290358	651	host	gene-PA4757
gene-PA3280	19.13219555726168	37.379972515268626	12.428725067043814	19.3749181040986	0.7214589614196144	0.7444784690812195	2.586015955810273	0.6717640588291582	1317	host	oprO
gene-PA5427	89.78559022936507	73.17012627152738	67.6061043552099	74.39290712273427	7.387066683690046	4.764228103887104	0.661959769446478	1.7195593109387783	1029	host	adhA
gene-PA1051	53.562639217705375	44.74821018286735	219.81421204390347	204.4512451985602	18.87737984482713	15.15087639395091	3.0073139194720793	3.9060188321324567	1359	host	gene-PA1051
gene-PA2920	264.9267901289929	159.11255269104328	144.89935790158864	126.3549044530012	8.701112199538757	5.985825053601746	2.910925652822333	1.6203539660769257	1638	host	gene-PA2920
gene-PA1499	11.05717989683765	9.149600186341193	16.161760380427236	4.47898317414391	0.7505224740834378	0.7744693078830696	1.0760767816120473	1.3976512882748837	1266	host	gene-PA1499
gene-PA3298	46.199306103618696	28.67176692056423	54.02188420229935	74.85666928668238	0.0	9.70770439386105	0.0	0.0	303	host	gene-PA3298
gene-PA2490	22.39742359903434	54.05583790090377	87.29936487091574	75.6052359795492	7.601291617517057	15.687650300479456	9.082088036805679	2.3592353746080037	375	host	gene-PA2490
gene-PA3784	146.5799973758792	237.53032735064295	257.0989148685346	356.2550386470905	11.607557007552225	15.400180268795278	5.943774893197434	9.26401325107855	573	host	gene-PA3784
gene-PPLUZ19_gp13	0.0	0.0	1619.8124341283196	876.1544273671718	140970.3079535097	136586.05252934806	42295.567802655205	45627.24351439151	288	phage	gp13
gene-PA3586	79.4234879398381	32.273893666410196	33.1684516986762	40.2155510529517	7.701409946825793	2.9801767288144867	2.7605130810959513	3.585464095148942	987	host	gene-PA3586
gene-PA0321	67.62507125312301	58.756345544460615	35.58398024629719	68.48300360466413	4.5901519429450826	3.7892875121931056	0.6581223215076579	0.0	1035	host	gene-PA0321
gene-PA1019a	48.03369031655649	35.488338958051315	20.05959670747145	34.74505329942519	2.328827088700079	2.403132705343054	0.0	0.0	408	host	gene-PA1019a
gene-PA4136	69.4709168704539	69.46203913178877	40.616950157063776	42.21136003820985	1.571813816690872	0.8109827491976558	0.563404965062387	0.7317727588734502	1209	host	gene-PA4136
gene-PA3361	104.58567054146783	249.64210853249892	70.55444359179614	187.3836667596586	0.0	11.269863721608806	5.872039678969189	5.084558997000008	348	host	lecB
gene-PA1574	466.61299164654883	646.9448684948588	711.048683290371	683.664367900179	70.75670388646198	59.10683845482065	24.154489459589573	15.68640541627662	282	host	gene-PA1574
gene-PA5050	61.79469348832673	58.6996309252092	53.45611446909959	48.53038795984576	1.7120026165578957	3.09159775065755	0.9204818956221972	0.7970389779081093	2220	host	priA
gene-PA0965	1610.4814111686596	1643.7387443336042	1808.343986611826	1879.3301514916513	103.16038623773149	115.78979983687216	44.1129990359133	20.22201749664003	525	host	ruvC
gene-PA1257	13.021757906415315	40.407187799678894	31.722152932745544	17.582613018499814	4.419355591579684	1.520121153147234	1.0560567484657766	2.743296947218609	645	host	gene-PA1257
gene-PA0818	676.8452186521366	784.9552599424801	524.6356061954071	841.2121036186106	27.843559038524017	39.506445353771525	7.4852373929717135	3.240707932153851	273	host	gene-PA0818
gene-PA2482	166.95327224050826	163.83240517148093	250.28487635010248	316.46687078595704	13.075616314536223	13.492818492384853	8.332190859454752	2.705545154366977	654	host	gene-PA2482
gene-PA2388	134.92423854839964	197.7085293277461	90.38902612764244	113.86330719811627	7.631818893089415	8.859742263071983	2.7355686857848434	3.5530653232048253	996	host	fpvR
gene-PA1186	16.468693822819368	28.390671166441052	16.047677365977158	11.118417055816058	1.863061670960063	5.767518492823329	2.003401772824782	0.0	1020	host	gene-PA1186
gene-PA1514	153.70780901298076	85.17201349932316	104.30990287885153	88.94733644652847	7.452246683840252	3.845012328548886	0.0	5.2041956792823605	510	host	gene-PA1514
gene-PA1110	133.88052080998023	109.96892882191092	69.06595322066119	67.78950483398398	13.363733504776823	6.895064302250113	2.874078492660025	2.4886449099240546	711	host	gene-PA1110
gene-PA0415	386.5433066894487	416.95648423140057	443.92243601149835	581.5787383042247	29.985371272256636	29.008229105916154	4.0305124423693846	8.72498289426037	507	host	chpC
gene-PA4372	276.0245866078176	307.25903837032826	284.3377200901305	247.58052627105903	4.460851888214235	9.206367547229728	1.9187509936913407	0.0	1065	host	gene-PA4372
gene-PA4336	416.36236177692047	465.3158207586954	230.83966672597916	174.47362149126738	16.242076105805676	16.760310150084887	6.9862215667736	7.56165184169232	585	host	gene-PA4336
gene-PA0080	90.31219193159008	99.64209751318666	96.80373120766868	121.9439289992729	14.303505731886935	8.43422059165562	5.859411636648825	5.707827519212912	465	host	gene-PA0080
gene-PA4845	80.39615734450672	109.24653533302823	110.59885752227503	124.51875858118322	13.910021259532902	12.145562591868947	5.753011847638732	3.985194889540547	1776	host	dipZ
gene-PA0960	1159.866579235707	1213.4984018570233	837.9180110378073	891.0617097589727	27.14747006256092	98.0478143779966	25.94882296230194	25.27752187080004	210	host	gene-PA0960
gene-PA1327	176.13397553781445	143.9843475290435	80.97115748586648	116.51491846163404	4.8207075199879865	6.964329788391438	1.3823573876416557	4.039786600356171	1971	host	gene-PA1327
gene-PA2099	44.43933253776655	34.474386416392704	16.238721144143554	33.75233749087018	5.027309270844615	2.5938575232274235	0.0	0.0	756	host	gene-PA2099
gene-PA3681	205.14881529287922	70.7319307508747	76.43398055777915	105.91250729893747	10.92139600217968	14.087329652011007	3.914693119312793	6.3556987462500105	696	host	gene-PA3681
gene-PA4650	46.40350193170097	69.32970527937537	30.1448083117803	73.09898506310006	6.999347714104104	9.028343865377218	2.5088640985651045	0.0	543	host	gene-PA4650
gene-PA4992	148.07644753359114	113.98173516268585	201.3361735952854	188.3156246723089	14.024523279551767	15.67800229906465	7.540478997347889	6.529249191719568	813	host	gene-PA4992
gene-PA3056	833.4471045762255	594.9541907332175	205.89472846914092	261.52754584120794	7.9678109198292	12.333058412326617	4.284003790946075	7.418979165433974	477	host	gene-PA3056
gene-PA5008	388.5267359016161	583.1096216715566	517.7832227675488	675.0467498174036	38.78210008937274	41.35349994174007	9.267436772250694	9.629532141257158	735	host	gene-PA5008
gene-PA1290	37.70610033507465	78.00265209365622	34.44577212394088	33.4114047889422	3.1991968087193	0.0	2.293456574950929	0.0	594	host	gene-PA1290
gene-PA4436	108.87636471752803	144.79242294884938	63.65578688504273	85.05589047699284	7.3901446281415835	6.536520958533106	3.784203348669033	3.9320589576800065	900	host	gene-PA4436
gene-PA1383	130.21757906415314	173.1736619986238	77.03951426523919	91.05281741723118	7.89170641353515	7.60060576573617	1.8858156222603153	2.9392467291627953	1806	host	gene-PA1383
gene-PA1490	32.428702122153965	7.453921387328153	31.59967357779286	10.94670405109303	0.0	1.2618766329214492	0.0	0.0	777	host	gene-PA1490
gene-PA4182	105.1522234696448	140.48717093628576	51.23202163786135	35.49541595284	1.486950629404745	1.5343945912049546	1.065972774272967	0.0	639	host	gene-PA4182
gene-PA2812	183.04432469735994	176.91678688283844	210.52901496201545	161.05616989212652	17.312695270336278	7.356213297384525	5.110499699167183	4.7412286467202645	933	host	gene-PA2812
gene-PA1733	202.7089226005499	174.06739370899925	117.39796761585751	92.95725735190474	2.596069541501727	9.376157112649947	2.7916254211492864	1.208624679614756	732	host	gene-PA1733
gene-PA0836.1	473.1850056134016	407.8659801376039	172.90807302778208	119.79702884083501	0.0	27.619102641689185	9.593754968456704	24.92150043600004	71	host	gene-PA0836.1
gene-PA3766	69.04535914579004	99.06243733970602	91.15387143442874	108.26525438598932	6.047169146791613	8.580158776117445	1.6256720829604439	4.222975014214804	1257	host	gene-PA3766
gene-PA2032	139.49272592381035	158.50959985979298	63.17717194605745	91.52212776471745	8.001359597386376	9.632767728364579	4.302041701644796	2.483405657482109	1425	host	gene-PA2032
gene-PA3563	152.7097063570523	99.4533814194117	194.2741547790265	160.37474298692254	4.79879521307895	12.874965524383391	2.064110917455836	5.361898578654554	990	host	fruR
gene-PA0458	74.18951331618767	98.95158611567112	108.43932613411344	90.94772110510625	4.638166084607688	7.521101521324705	1.900018417741774	4.31868400163599	1434	host	gene-PA0458
gene-PA5111	448.15937050798465	698.0576322957709	778.3576846718299	683.4371613970549	33.99824405198307	51.70129571721101	10.262246369271953	16.661266769830533	531	host	gloA3
