Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA2746	14	8	15	24	16	41	22	6	6	9	9	7	12	host	gene-PA2746
gene-PA4708	42	27	59	60	79	33	58	23	13	15	33	3	8	host	phuT
gene-PA5092	44	31	72	66	78	47	87	15	3	17	53	2	4	host	hutI
gene-PA0444	63	51	62	87	89	52	75	29	12	23	68	9	5	host	gene-PA0444
gene-PA3228	192	129	251	288	292	147	288	110	58	75	76	14	15	host	gene-PA3228
gene-PA0400	196	125	169	345	247	193	255	66	63	148	54	18	30	host	gene-PA0400
gene-PA2091	3	1	10	6	14	7	14	8	2	7	26	2	0	host	gene-PA2091
gene-PA0702	50	36	52	71	84	31	55	31	5	20	39	4	1	host	gene-PA0702
gene-PA0476	48	44	100	78	99	87	100	21	15	31	88	6	9	host	gene-PA0476
gene-PA0701	21	10	16	30	25	16	30	8	4	8	36	2	3	host	gene-PA0701
gene-PA2353	54	48	72	93	104	57	77	29	9	28	27	2	3	host	gene-PA2353
gene-PA0758	177	144	226	319	235	105	336	57	24	108	22	10	12	host	gene-PA0758
gene-PA2693	33	24	29	53	34	20	40	7	4	9	16	3	2	host	gene-PA2693
gene-PA4186	171	121	213	199	262	181	219	112	30	68	94	17	14	host	gene-PA4186
gene-PA4155	6	6	15	16	21	12	17	6	2	3	52	1	2	host	gene-PA4155
gene-PA3715	168	137	168	268	214	98	138	34	21	39	33	6	3	host	gene-PA3715
gene-PA3088	158	85	192	161	129	85	118	27	16	34	35	7	8	host	gene-PA3088
gene-PA2482	67	185	256	621	412	148	498	75	22	62	46	6	15	host	gene-PA2482
gene-PA3347	48	27	60	63	42	35	58	7	7	26	11	3	5	host	gene-PA3347
gene-PA4884	11	9	23	14	14	9	12	4	3	8	23	0	1	host	gene-PA4884
gene-PA3036	7	10	15	17	19	16	15	8	3	1	30	4	3	host	gene-PA3036
gene-PA4627	137	119	174	266	287	126	195	70	36	94	62	9	14	host	gene-PA4627
gene-PA2103	30	34	62	31	43	21	44	12	9	14	23	3	3	host	gene-PA2103
gene-EST35_0413	0	0	0	0	6864	3197	292	19659	10456	7392	16843	12096	8909	phage	gene-EST35_0413
gene-PA0689	195	121	301	197	118	73	197	26	18	42	49	12	10	host	gene-PA0689
gene-EST35_0135	0	0	0	0	9	24	6	20	19	16	129	461	4	phage	gene-EST35_0135
gene-PA0784	88	77	85	165	98	81	169	23	23	56	26	14	5	host	gene-PA0784
gene-PA3295	153	136	256	250	107	87	141	10	18	51	21	3	3	host	gene-PA3295
gene-PA5138	393	353	694	643	243	206	322	79	43	98	41	9	9	host	gene-PA5138
gene-PA5104	49	33	46	83	69	52	52	17	6	16	49	2	4	host	gene-PA5104
gene-PA3877	16	16	30	38	31	12	198	21	4	12	33	0	6	host	narK1
gene-PA1323	28	18	17	64	53	54	101	7	31	47	14	7	11	host	gene-PA1323
gene-PA0681	1	2	2	7	8	3	7	7	1	3	21	1	0	host	gene-PA0681
gene-PA1627	41	28	55	71	56	42	50	15	8	17	36	1	1	host	gene-PA1627
gene-PA3890	42	16	36	50	76	41	71	20	14	37	33	2	1	host	gene-PA3890
gene-PA1449	158	92	190	189	173	99	191	43	18	30	33	5	3	host	flhB
gene-PA2769	79	63	74	107	186	71	78	40	9	20	23	2	5	host	gene-PA2769
gene-EST35_0438	0	0	0	0	1700	1576	33	7549	7107	5999	2625	1422	4059	phage	gene-EST35_0438
gene-PA2685	386	354	495	515	544	299	489	151	57	110	95	20	25	host	gene-PA2685
gene-PA0328	213	144	205	211	173	112	215	50	23	59	81	12	4	host	gene-PA0328
gene-PA4107	3	2	11	8	8	6	7	0	2	3	19	0	1	host	gene-PA4107
gene-PA1468	28	16	38	26	36	26	38	7	6	12	14	4	3	host	gene-PA1468
gene-PA3577	35	27	53	56	61	44	57	18	3	11	8	2	0	host	gene-PA3577
gene-PA3696	178	85	148	159	152	92	183	41	13	27	34	3	10	host	gene-PA3696
gene-PA2842	99	72	75	128	153	85	138	53	14	43	51	7	5	host	gene-PA2842
gene-PA4483	433	344	484	725	638	311	480	186	104	183	71	27	32	host	gatA
gene-PA3386	40	43	66	86	74	33	95	21	18	42	11	4	9	host	gene-PA3386
gene-PA0244	30	31	51	68	78	39	51	42	4	6	45	2	3	host	gene-PA0244
gene-EST35_0015	0	0	0	0	14	1218	74	96	1353	1060	26	575	873	phage	gene-EST35_0015
gene-PA4585	90	59	65	169	160	72	80	57	35	93	47	8	20	host	rtcA
gene-PA1469	54	39	71	101	90	40	87	21	6	15	22	2	3	host	gene-PA1469
gene-EST35_0119	0	0	0	0	1	35	6	406	775	521	237	336	679	phage	gene-EST35_0119
gene-PA3960	21	8	21	33	57	35	44	21	6	18	13	2	4	host	gene-PA3960
gene-PA0574	208	145	266	189	164	91	141	50	27	42	44	6	7	host	gene-PA0574
gene-PA2319	124	81	116	115	180	97	195	73	11	31	35	9	7	host	gene-PA2319
gene-PA2098	7	6	10	10	19	5	12	11	1	0	10	0	0	host	gene-PA2098
gene-PA1112a	120	63	96	113	143	76	105	45	30	49	19	17	26	host	gene-PA1112a
gene-PA2327	46	20	34	40	66	42	75	37	10	20	32	6	2	host	gene-PA2327
gene-PA4018	172	107	128	246	329	114	333	133	29	60	52	6	8	host	gene-PA4018
gene-PA1976	40	16	35	24	43	32	36	13	3	8	74	1	3	host	ercS'
gene-PA1545	40	36	84	126	82	74	124	22	19	50	10	9	10	host	gene-PA1545
gene-PA1050	133	87	132	286	398	110	387	154	17	55	61	2	6	host	gene-PA1050
gene-PA5434	150	135	207	297	180	110	236	44	20	66	96	12	6	host	mtr
gene-PA3453	148	122	173	286	290	77	119	70	12	37	29	7	4	host	gene-PA3453
gene-PA4589	64	45	77	54	80	38	53	22	16	20	62	4	4	host	gene-PA4589
gene-PA3215	278	187	290	335	321	175	282	115	44	68	60	12	10	host	gene-PA3215
gene-PA4216	6	11	12	14	16	13	16	7	3	5	30	1	4	host	phzG1
gene-PA0132	100	24	69	63	175	82	209	53	27	70	72	9	13	host	gene-PA0132
gene-PA4869	101	59	127	127	221	87	124	89	53	61	87	31	15	host	gene-PA4869
gene-PA4161	35	35	35	63	95	43	42	44	5	17	32	3	3	host	fepG
gene-PA1140	147	103	181	179	158	93	121	33	21	38	34	11	15	host	gene-PA1140
gene-PA5347	247	173	394	298	236	107	190	50	38	86	39	11	20	host	gene-PA5347
gene-PA0590	134	105	173	174	213	147	201	44	40	90	46	11	11	host	apaH
gene-PA1844	40	53	66	85	68	37	57	19	9	19	7	1	1	host	gene-PA1844
gene-PA5225	220	193	254	420	443	136	271	121	31	69	49	7	5	host	gene-PA5225
gene-PA3671	40	49	95	43	47	45	41	8	13	14	17	2	2	host	gene-PA3671
gene-PA2510	30	20	32	55	60	31	60	22	6	22	30	2	4	host	catR
gene-PA2213	6	3	7	8	6	2	8	1	0	1	25	1	0	host	gene-PA2213
gene-PA4339	122	98	121	169	200	92	162	55	17	32	45	5	6	host	gene-PA4339
gene-PA2596	35	19	35	32	37	18	39	18	3	13	26	2	1	host	gene-PA2596
gene-PA3127	22	24	35	23	56	33	36	13	8	13	35	0	3	host	gene-PA3127
gene-PA1910	24	17	28	28	42	39	35	17	5	17	71	5	5	host	femA
gene-PA5123	44	46	89	84	48	25	64	17	3	19	39	3	4	host	gene-PA5123
gene-PA4111	22	26	31	56	48	47	50	27	5	15	18	3	4	host	gene-PA4111
gene-PA0253	215	171	292	343	262	127	221	65	21	52	24	3	9	host	gene-PA0253
gene-PA0704	75	61	97	126	162	104	134	40	14	50	36	10	5	host	gene-PA0704
gene-PA3340	356	228	393	608	837	283	549	226	67	125	94	12	27	host	gene-PA3340
gene-PA1786	21	8	19	24	29	16	23	26	10	9	28	6	2	host	gene-PA1786
gene-PA4388	120	81	149	137	102	60	120	16	22	24	15	3	2	host	gene-PA4388
gene-PA3306	140	96	172	193	268	112	214	71	32	53	48	8	9	host	gene-PA3306
gene-PA0335	121	90	135	166	175	89	160	47	24	41	32	7	7	host	gene-PA0335
gene-PA3592	3	10	16	5	15	10	9	5	1	0	53	3	1	host	gene-PA3592
gene-PA4927	93	57	75	117	157	73	132	40	16	21	79	6	10	host	gene-PA4927
gene-PA3307	32	31	58	123	85	41	62	31	10	10	19	5	0	host	gene-PA3307
gene-PA2330	72	24	18	55	60	29	51	14	7	10	16	4	1	host	gene-PA2330
gene-PA0344	77	46	87	88	124	66	81	47	27	30	39	6	5	host	gene-PA0344
gene-PA2726	64	29	55	93	445	50	84	30	10	19	21	1	2	host	gene-PA2726
gene-PA0518	11	11	13	30	47	10	319	3	4	9	14	1	5	host	nirM
gene-PA3125	43	39	57	67	117	39	49	84	34	9	108	31	12	host	gene-PA3125
gene-PA4072	45	29	50	43	56	33	38	14	3	10	64	4	3	host	gene-PA4072
gene-PA1445	205	147	193	346	434	121	267	129	32	48	44	8	9	host	fliO
gene-PA1744	3	5	5	6	8	3	6	3	0	1	15	1	1	host	gene-PA1744
gene-PA1434	66	40	87	113	66	36	59	13	11	20	18	3	3	host	gene-PA1434
gene-PA2875	146	109	197	220	182	108	161	49	17	59	35	10	12	host	gene-PA2875
gene-PA4948	215	189	430	286	492	455	718	213	125	230	101	25	41	host	gene-PA4948
gene-PA3395	8	4	8	15	14	5	114	4	1	2	22	0	1	host	nosY
gene-PA4783	87	62	84	137	179	108	168	130	31	78	79	10	17	host	gene-PA4783
gene-PA4047	242	188	322	402	331	254	383	76	114	248	47	28	30	host	ribA
gene-PA0749	103	84	118	105	157	83	96	52	19	27	44	6	3	host	gene-PA0749
gene-PA1261	8	4	8	15	22	12	15	1	4	4	32	1	1	host	gene-PA1261
gene-PA1347	8	9	22	13	17	9	14	6	5	3	28	1	0	host	gene-PA1347
gene-PA4915	79	66	105	81	100	87	112	176	121	153	109	32	45	host	gene-PA4915
gene-PA4592	78	33	88	111	75	40	64	18	6	20	72	3	3	host	gene-PA4592
gene-EST35_0330	0	0	0	0	196	175	10	9234	2675	2470	12019	3265	3947	phage	gene-EST35_0330
gene-PA3703	329	209	360	334	475	265	455	147	47	75	60	9	20	host	wspF
gene-PA0434	66	62	108	128	143	112	96	42	20	61	123	12	6	host	gene-PA0434
gene-PA5183	184	109	178	319	387	121	258	79	24	47	35	4	5	host	gene-PA5183
gene-PA2382	29	24	20	23	37	40	48	5	11	17	16	2	5	host	lldA
gene-PA2085	4	1	4	1	4	3	3	3	1	0	19	0	1	host	gene-PA2085
gene-PA3856	57	54	89	123	97	60	119	20	22	37	18	3	8	host	gene-PA3856
gene-PA4774	188	128	193	324	108	57	73	31	12	14	35	8	2	host	gene-PA4774
gene-PA1967	73	42	62	88	113	58	99	19	7	25	14	3	5	host	gene-PA1967
gene-PA3864	118	86	125	132	180	86	119	62	20	46	65	4	11	host	dauR
gene-PA2425	5	4	8	11	8	8	2	1	1	4	6	1	0	host	pvdG
gene-PA5539	11	7	16	16	17	9	11	7	3	3	51	2	2	host	gene-PA5539
gene-PA0162	281	163	312	551	262	186	189	77	79	81	122	23	37	host	opdC
gene-PA3310	180	134	243	317	198	189	642	67	36	86	81	20	17	host	gene-PA3310
gene-EST35_0379	0	0	0	0	8603	2386	20	45740	20501	19562	12089	4015	10061	phage	gene-EST35_0379
gene-EST35_0195	0	0	0	0	1105	227	115	1949	1110	637	2634	4390	2756	phage	gene-EST35_0195
gene-PA1901	107	98	120	258	280	55	107	113	5	16	37	5	8	host	phzC2
gene-EST35_0442	0	0	0	0	311	520	58	5991	7670	6390	3116	1291	3658	phage	gene-EST35_0442
gene-PA2785	5	8	5	9	10	1	5	3	1	5	4	0	1	host	gene-PA2785
gene-PA1071	211	139	203	181	114	72	150	24	17	62	30	9	8	host	braF
gene-PA0361	294	249	348	512	446	225	349	171	43	100	111	12	9	host	gene-PA0361
gene-PA5411	119	87	162	103	101	50	64	23	10	18	52	4	6	host	gbcB
gene-PA5385	6	3	12	4	18	4	12	5	3	0	23	3	0	host	cdhB
gene-PA1957	22	25	27	70	49	23	46	14	6	13	11	2	1	host	gene-PA1957
gene-PA0520	57	38	58	97	91	33	87	32	9	23	23	2	3	host	nirQ
gene-PA1329	8	5	8	12	12	3	3	4	1	0	1	0	0	host	gene-PA1329
gene-PA1739	19	9	23	14	16	13	15	4	4	3	14	3	3	host	gene-PA1739
gene-PA4495	425	198	339	538	365	155	384	73	37	154	48	11	24	host	gene-PA4495
gene-PA2418	8	2	11	4	8	6	8	4	3	5	14	1	0	host	gene-PA2418
gene-PA3853	166	117	172	250	219	103	211	42	19	75	41	10	9	host	gene-PA3853
gene-PA0251	22	14	25	26	29	18	31	6	7	2	35	3	1	host	gene-PA0251
gene-PA2540	433	328	421	594	365	163	418	95	28	78	53	8	18	host	gene-PA2540
gene-PA3355	152	80	96	129	175	108	189	50	21	56	43	10	11	host	gene-PA3355
gene-PA2655	85	52	70	142	166	70	154	55	12	32	14	2	7	host	gene-PA2655
gene-PA4372	182	147	237	354	161	116	152	41	37	40	45	13	12	host	gene-PA4372
gene-PA0877	102	72	121	117	119	88	115	38	22	32	70	6	4	host	gene-PA0877
gene-PA3897	27	33	41	74	81	30	31	18	7	18	23	2	1	host	gene-PA3897
gene-PA5358	256	222	379	412	355	279	399	55	59	143	43	20	26	host	ubiA
gene-PA2818	153	103	138	166	340	139	176	129	63	79	83	14	20	host	arr
gene-PA0567	40	31	48	52	64	35	87	20	10	20	27	3	3	host	gene-PA0567
gene-PA1451	135	110	157	212	234	105	233	48	11	42	63	5	2	host	gene-PA1451
gene-PA0819	7	6	14	10	12	13	14	1	0	2	26	0	2	host	gene-PA0819
gene-PA1575	23	26	49	48	28	27	38	13	10	14	14	5	4	host	gene-PA1575
gene-PA3969	101	70	78	151	179	89	178	51	28	41	69	9	5	host	gene-PA3969
gene-PA0829	26	29	50	27	45	33	47	28	7	12	32	5	2	host	gene-PA0829
gene-PA5194	222	287	442	510	302	213	357	60	54	109	46	12	18	host	gene-PA5194
gene-PA2569	10	6	20	15	25	31	67	5	16	9	11	5	7	host	gene-PA2569
gene-PA1517	17	13	30	17	31	44	26	10	16	27	34	7	17	host	gene-PA1517
gene-PA0343	276	209	344	381	393	337	421	199	70	141	62	23	14	host	gene-PA0343
gene-PA1699	35	16	30	29	23	20	44	9	3	8	8	1	2	host	gene-PA1699
gene-EST35_0294	0	0	0	0	207	2262	379	769	756	506	32438	22519	3664	phage	gene-EST35_0294
gene-PA2763a	2	0	12	9	9	3	13	2	4	6	6	1	2	host	gene-PA2763a
gene-PA3016	44	46	60	56	66	31	85	16	6	20	16	1	6	host	gene-PA3016
gene-PA2142	5	1	6	4	4	7	5	1	3	1	9	1	1	host	gene-PA2142
gene-PA0718	2	8	14	12	7	6	18	3	2	2	26	1	2	host	gene-PA0718
gene-PA1403	39	23	43	29	47	27	20	16	2	5	24	5	1	host	gene-PA1403
gene-PA2545	139	118	261	235	163	89	131	25	30	59	16	8	7	host	xthA
gene-PA2833	13	12	19	30	36	15	20	12	4	10	10	2	1	host	gene-PA2833
gene-PA3323	11	6	17	19	21	11	11	6	1	5	49	2	7	host	gene-PA3323
gene-PA1722	24	25	28	36	25	15	34	5	1	8	14	3	2	host	pscI
gene-PA1602	17	9	16	90	16	9	21	4	4	9	17	4	0	host	gene-PA1602
gene-PA2856	249	166	314	264	267	175	262	81	35	73	46	10	10	host	tesA
gene-PA0827	23	16	52	24	21	28	20	6	12	14	19	5	3	host	gene-PA0827
gene-PA5547	67	63	146	126	63	55	75	10	14	22	55	11	7	host	gene-PA5547
gene-PA1354	12	10	17	12	14	13	19	2	2	5	4	1	2	host	gene-PA1354
gene-PA2962	310	207	226	420	425	161	391	97	33	82	25	8	8	host	tmk
gene-EST35_0407	0	0	0	0	7821	3151	471	15207	4586	3694	5415	2257	2460	phage	gene-EST35_0407
gene-PA4790	71	43	68	74	91	56	60	23	11	24	12	1	2	host	gene-PA4790
gene-PA0791	88	65	96	110	141	83	158	44	14	39	47	5	6	host	gene-PA0791
gene-EST35_0143	0	0	0	0	116	1504	97	1822	1439	635	15001	18624	3361	phage	gene-EST35_0143
gene-PA0695	4	1	4	3	5	2	3	0	3	0	16	2	0	host	gene-PA0695
gene-PA2053	11	3	12	4	11	7	7	3	0	3	24	1	1	host	cynT
gene-PA3631	184	208	299	542	223	140	348	33	30	107	50	9	16	host	gene-PA3631
gene-PA2508	6	3	12	3	7	8	8	5	3	0	20	2	1	host	catC
gene-EST35_0350	0	0	0	0	149	462	26	26326	25778	1925	30497	18637	38437	phage	gene-EST35_0350
gene-PA1079	282	184	308	347	398	262	460	55	53	112	33	12	10	host	flgD
gene-PA2193	5	3	8	16	21	1	20	2	0	0	4	0	0	host	hcnA
gene-PA5059	24	20	31	31	63	34	56	15	13	24	43	6	9	host	gene-PA5059
gene-PA0959	317	199	390	306	174	140	207	32	40	76	39	14	5	host	gene-PA0959
gene-PA3733	174	132	243	232	189	102	160	34	25	40	68	9	9	host	gene-PA3733
gene-PA1030.1	15	9	13	4	4	18	11	4	2	1	5	3	2	host	gene-PA1030.1
gene-PA4121	3	2	10	5	6	3	2	1	2	3	39	1	0	host	gene-PA4121
gene-PA1833	620	361	433	609	690	250	460	244	70	119	86	18	22	host	gene-PA1833
gene-PA3066	70	44	44	65	100	31	81	37	13	18	27	2	4	host	gene-PA3066
gene-PA3727	128	105	141	123	220	80	108	28	9	23	19	7	1	host	gene-PA3727
gene-PA3589	11	8	10	17	27	8	14	7	3	3	33	4	0	host	gene-PA3589
gene-PA2388	135	139	261	292	224	141	169	65	56	102	40	15	25	host	fpvR
gene-PA4436	92	78	152	148	53	64	123	27	22	53	91	6	4	host	gene-PA4436
gene-PA2174	0	0	9	2	1	3	4	0	2	1	25	0	0	host	gene-PA2174
gene-PA4359	5	4	12	27	8	4	7	2	0	1	15	1	0	host	gene-PA4359
gene-PA4711	30	22	27	49	42	19	49	9	8	19	30	3	2	host	gene-PA4711
gene-PA1815	270	152	188	158	246	94	159	80	16	37	29	4	5	host	rnhA
gene-PA5247	165	98	117	171	172	110	169	59	18	41	35	8	9	host	gene-PA5247
gene-PA3900	15	16	25	45	55	20	31	28	7	28	30	3	2	host	gene-PA3900
gene-PA2564	43	36	66	55	50	50	64	14	9	19	38	4	6	host	gene-PA2564
gene-PA0672	22	12	19	40	25	18	1	10	2	8	22	2	3	host	hemO
gene-PA5381	64	33	81	62	71	63	64	23	8	22	32	3	4	host	gene-PA5381
gene-PA0236	144	123	165	231	186	92	106	67	23	29	62	5	1	host	gene-PA0236
gene-PA2220	60	40	82	53	43	53	60	6	10	14	35	3	4	host	gene-PA2220
gene-PA2027	9	2	9	7	8	3	6	4	2	1	13	0	2	host	gene-PA2027
gene-EST35_0008	0	0	0	0	624	758	33	3561	1126	1168	1546	373	756	phage	gene-EST35_0008
gene-PA1393	34	31	40	32	39	18	33	14	4	11	15	2	3	host	cysC
gene-PA0847	46	45	94	66	85	115	141	33	49	66	102	10	18	host	gene-PA0847
gene-PA2631	230	173	237	349	419	172	375	110	59	140	32	16	23	host	gene-PA2631
gene-PA5499	173	130	171	321	280	142	291	115	50	83	45	12	12	host	np20
gene-PA4793	79	78	114	123	108	87	140	46	20	51	40	6	5	host	gene-PA4793
gene-EST35_0002	0	0	0	0	616	4187	698	1991	2908	3580	2235	2670	3711	phage	gene-EST35_0002
gene-PA3234	166	110	184	131	147	257	229	46	45	86	44	20	22	host	gene-PA3234
gene-PA3275	50	30	52	66	80	41	79	21	3	12	9	0	0	host	gene-PA3275
gene-PA5097	40	21	61	48	47	29	42	21	8	21	68	3	3	host	gene-PA5097
gene-PA3226	47	50	81	90	115	82	106	29	20	40	21	9	4	host	gene-PA3226
gene-PA3697	213	164	274	253	170	122	166	48	30	43	44	10	12	host	gene-PA3697
gene-PA1497	3	5	12	21	28	14	24	12	3	5	11	1	0	host	gene-PA1497
gene-EST35_0032	0	0	0	0	448	1808	56	1246	5131	4541	644	909	2276	phage	gene-EST35_0032
gene-PA2465	2	2	18	7	10	3	10	3	1	0	21	1	0	host	gene-PA2465
gene-EST35_0375	0	0	0	0	489	2524	393	1545	3672	2204	1943	2480	4711	phage	gene-EST35_0375
gene-PA3552	190	136	169	355	175	41	88	26	8	18	34	1	5	host	arnB
gene-PA2835	9	5	21	12	8	14	10	6	0	4	32	1	0	host	gene-PA2835
gene-PA0621	55	41	57	63	76	63	32	18	19	22	22	6	2	host	gene-PA0621
gene-EST35_0232	0	0	0	0	79	112	20	6018	8624	1106	19544	9631	15163	phage	gene-EST35_0232
gene-PA0230	111	79	119	178	241	84	171	113	13	33	70	5	7	host	pcaB
gene-PA4535	76	83	130	88	89	102	138	18	15	29	34	11	13	host	gene-PA4535
gene-PA2251	44	38	80	74	60	36	45	19	11	14	28	12	6	host	gene-PA2251
gene-PA3976	124	170	178	345	373	164	298	111	21	47	51	8	12	host	thiE
gene-PA0507	52	34	66	73	101	72	69	26	21	23	60	11	3	host	gene-PA0507
gene-PA4104	40	31	84	67	104	82	69	74	15	24	44	6	4	host	gene-PA4104
gene-PA1119	65	50	127	139	109	50	130	16	18	35	19	9	7	host	yfiB
gene-PA4635a	59	34	56	66	79	37	57	22	3	13	10	3	3	host	gene-PA4635a
gene-PA2347	25	17	27	34	39	18	26	27	1	2	14	2	1	host	gene-PA2347
gene-PA3683	219	142	269	292	251	143	325	55	32	88	31	6	7	host	gene-PA3683
gene-PA2584	162	168	335	413	300	159	296	26	44	138	18	6	20	host	pgsA
gene-PA5325	6	8	29	13	13	19	21	5	2	9	63	2	2	host	gene-PA5325
gene-PA3568	55	50	65	52	58	59	89	35	22	32	51	3	8	host	gene-PA3568
gene-PA3409	26	26	48	82	116	52	125	42	5	18	27	2	1	host	gene-PA3409
gene-PA5392	2	2	17	3	7	4	7	1	0	4	43	1	2	host	gene-PA5392
gene-PA2397	20	16	42	20	26	30	28	12	7	16	84	2	4	host	pvdE
gene-PA3429	23	20	20	28	21	20	35	7	6	10	21	0	0	host	gene-PA3429
gene-PA4123	14	21	55	30	39	20	29	24	8	3	44	2	1	host	hpcC
gene-PA2517	0	2	1	2	8	2	1	0	0	2	23	1	1	host	xylY
gene-PA2429	18	7	11	20	12	5	14	2	1	5	3	1	3	host	gene-PA2429
gene-PA0637	39	28	26	36	94	71	20	41	24	29	25	10	5	host	gene-PA0637
gene-PA1096	239	182	289	388	194	200	347	23	46	127	20	12	23	host	gene-PA1096
gene-PA4087	3	0	10	6	8	5	6	3	3	3	19	0	1	host	gene-PA4087
gene-EST35_0134	0	0	0	0	82	653	114	258	255	196	928	1598	140	phage	gene-EST35_0134
gene-PA2916	7	5	8	13	12	10	8	2	0	3	9	1	1	host	gene-PA2916
gene-PA2030	48	17	54	40	49	22	16	14	2	12	15	4	2	host	gene-PA2030
gene-PA4286	143	126	216	314	268	178	246	99	37	77	56	10	9	host	gene-PA4286
gene-EST35_0234	0	0	0	0	723	1654	127	15998	8468	3255	16462	11646	9349	phage	gene-EST35_0234
gene-PA3443	21	7	13	15	21	11	15	2	3	4	19	1	1	host	gene-PA3443
gene-PA4355	33	42	70	75	61	46	61	14	12	12	33	4	2	host	gene-PA4355
gene-PA5353	9	5	19	17	26	14	25	8	1	6	24	1	1	host	glcF
gene-PA5307	444	303	428	522	625	280	582	193	59	143	118	21	20	host	gene-PA5307
gene-PA4878	72	65	104	102	81	45	95	32	14	21	64	8	5	host	gene-PA4878
gene-PA0479	83	48	87	100	131	65	96	48	12	25	60	2	2	host	gene-PA0479
gene-PA0669	100	382	135	137	210	82	118	74	28	38	86	10	25	host	gene-PA0669
gene-PA4147	85	59	81	100	125	85	105	48	21	30	72	7	8	host	acoR
gene-EST35_0149	0	0	0	0	99	41	29	209	86	120	2571	5987	156	phage	gene-EST35_0149
gene-PA1541	12	14	17	22	27	19	20	12	6	8	12	2	2	host	gene-PA1541
gene-PA4778	115	97	172	196	232	86	175	47	33	125	42	10	17	host	cueR
gene-EST35_0172	0	0	0	0	31	185	8	562	719	689	118	156	303	phage	gene-EST35_0172
gene-PA2035	9	19	25	11	22	19	20	7	2	3	27	2	3	host	gene-PA2035
gene-PA3521	7	6	14	20	33	4	21	10	6	3	32	1	2	host	gene-PA3521
gene-PA3110	286	221	368	415	339	205	441	117	75	212	43	25	19	host	gene-PA3110
gene-PA1814	289	175	287	272	376	212	388	140	45	78	26	9	8	host	gene-PA1814
gene-PA0197	5	4	13	8	10	8	33	6	4	0	45	1	2	host	tonB2
gene-PA0753	3	3	11	10	16	3	17	5	7	4	7	2	3	host	gene-PA0753
gene-PA4555	62	56	89	96	76	61	113	16	16	56	37	11	3	host	pilY2
gene-PA1257	4	5	4	7	11	2	10	4	1	3	33	1	1	host	gene-PA1257
gene-PA4350	39	23	24	112	134	39	454	55	11	28	34	7	3	host	gene-PA4350
gene-PA0050	5	10	12	18	28	25	31	3	5	15	4	2	2	host	gene-PA0050
gene-PA4549	9	5	16	12	15	11	23	3	4	6	30	2	1	host	fimT
gene-PA0976	254	134	199	246	137	113	220	39	25	46	24	6	9	host	gene-PA0976
gene-PA1120	103	106	171	189	160	101	188	36	22	57	46	9	7	host	tpbB
gene-PA2512	26	26	32	37	39	17	36	13	4	3	29	0	6	host	antA
gene-PA3726	165	117	157	168	200	129	219	51	22	59	37	10	7	host	gene-PA3726
gene-PA3034	117	55	139	153	96	91	166	18	16	39	18	8	5	host	gene-PA3034
gene-PA5072	180	168	260	511	287	175	273	81	26	78	78	9	7	host	gene-PA5072
gene-PA3942	164	130	231	204	159	148	227	48	46	68	50	11	17	host	tesB
gene-PA0240	77	47	80	70	96	46	73	39	14	13	34	2	3	host	gene-PA0240
gene-PA3043	85	60	123	103	93	58	107	21	28	37	59	9	16	host	gene-PA3043
gene-PA0385	53	34	106	88	45	39	44	4	11	32	17	4	3	host	gene-PA0385
gene-PA1416	35	16	35	56	104	37	68	59	17	77	62	8	13	host	gene-PA1416
gene-PA2068	2	4	11	12	21	4	10	7	2	3	20	2	2	host	gene-PA2068
gene-PA2725	105	67	144	167	158	86	135	46	20	35	58	8	5	host	gene-PA2725
gene-PA2110	173	72	53	192	135	9	72	139	8	30	53	3	8	host	gene-PA2110
gene-PA0157	96	93	137	213	262	92	126	78	22	43	60	5	6	host	gene-PA0157
gene-PA1932	31	29	48	43	90	58	52	37	13	19	29	3	3	host	gene-PA1932
gene-PA2578	30	18	37	70	62	40	57	15	3	10	10	3	4	host	gene-PA2578
gene-PA5352	3	3	3	6	5	4	10	10	0	0	19	0	0	host	gene-PA5352
gene-PA1985	9	6	18	17	11	19	20	3	12	25	5	1	3	host	pqqA
gene-EST35_0200	0	0	0	0	7	7	8	29	27	33	270	348	77	phage	gene-EST35_0200
gene-PA3353	172	101	229	273	196	151	190	46	26	82	38	7	15	host	gene-PA3353
gene-PA4024	45	25	56	39	64	35	37	24	12	21	50	5	2	host	eutB
gene-PA4471	2	7	14	3	12	6	10	1	2	4	26	0	1	host	gene-PA4471
gene-PA0201	97	23	27	134	137	25	152	54	17	17	33	4	4	host	gene-PA0201
gene-PA5157	19	19	44	27	22	19	48	4	5	5	38	0	1	host	gene-PA5157
gene-PA0325	15	22	44	22	33	22	32	10	5	9	47	0	2	host	gene-PA0325
gene-PA1856	52	40	104	90	76	78	73	22	19	36	27	6	9	host	gene-PA1856
gene-PA0960	118	79	110	93	80	48	53	16	13	26	23	3	2	host	gene-PA0960
gene-EST35_0120	0	0	0	0	1	25	2	780	740	535	199	459	818	phage	gene-EST35_0120
gene-PA0771	319	279	364	554	638	271	598	176	97	258	52	28	32	host	era
gene-PA2995	219	208	372	375	251	197	216	77	96	222	18	23	38	host	nqrE
gene-PA0350	284	211	324	392	362	184	234	116	29	71	41	9	7	host	folA
