Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1470	39	19	6	12	15	110	2	9	9	3	1	232	host	gene-PA1470
gene-PA5512	102	87	77	45	72	317	10	9	58	8	3	485	host	mifS
gene-PA3246	25	15	17	17	30	119	4	9	17	5	4	124	host	rluA
gene-PA1007	57	76	31	78	116	170	16	16	21	10	1	264	host	gene-PA1007
gene-PA3434	72	60	46	36	66	201	6	14	20	11	4	145	host	gene-PA3434
gene-PA3216	13	7	10	2	8	78	1	2	6	1	0	95	host	gene-PA3216
gene-PA5055	23	16	24	6	21	93	4	4	6	9	2	175	host	gene-PA5055
gene-PA1647	37	25	44	13	22	223	5	6	28	2	1	307	host	gene-PA1647
gene-PA0393	59	53	25	46	61	131	10	10	9	5	1	163	host	proC
gene-PA4539	106	97	43	81	117	185	22	20	21	15	7	196	host	gene-PA4539
gene-PA0501	183	135	41	218	298	139	29	34	22	14	7	226	host	bioF
gene-PA3360	10	6	8	4	11	79	1	0	14	0	2	156	host	gene-PA3360
gene-PA1154	17	13	23	5	12	150	1	2	13	1	1	93	host	gene-PA1154
gene-PA1320	7	15	8	9	8	89	4	5	9	3	6	51	host	cyoD
gene-PA2190	27	9	5	19	6	48	4	1	2	1	0	96	host	gene-PA2190
gene-PA4692	55	57	59	47	47	227	19	21	39	11	19	174	host	gene-PA4692
gene-PA2448	11	21	25	9	27	207	2	5	19	5	4	398	host	gene-PA2448
gene-PA5513	20	26	44	10	25	180	3	6	44	6	3	151	host	poxA
gene-PA1445	57	38	18	32	50	61	6	9	1	4	2	52	host	fliO
gene-PA2297	2	5	3	3	3	57	0	0	5	1	0	57	host	gene-PA2297
gene-PA3753	151	171	69	70	109	94	16	15	10	7	7	98	host	gene-PA3753
gene-PA2747	80	59	16	25	50	71	5	13	9	7	17	83	host	gene-PA2747
gene-PA5545	305	329	80	167	189	225	28	15	26	8	7	139	host	gene-PA5545
gene-PA2364	121	90	24	65	87	70	21	28	4	7	11	81	host	gene-PA2364
gene-PA0589	18	19	46	12	13	152	5	6	24	1	5	158	host	gene-PA0589
gene-PA1982	17	14	40	5	10	265	2	5	32	1	1	396	host	exaA
gene-PA2298	28	31	52	21	21	174	2	5	22	0	1	234	host	gene-PA2298
gene-PA4787	258	140	57	46	61	169	6	5	18	6	6	186	host	gene-PA4787
gene-PA3847	22	21	6	14	18	118	0	7	13	1	1	164	host	gene-PA3847
gene-PA3894	8	19	49	4	4	166	3	4	25	0	0	275	host	gene-PA3894
gene-PA0455	63	61	47	53	63	226	9	8	24	5	5	323	host	dbpA
gene-PA1124	153	139	41	60	100	204	8	11	25	3	10	182	host	dgt
gene-PA1212	8	3	34	2	6	185	0	0	22	2	1	264	host	gene-PA1212
gene-PA4780	54	67	26	30	52	136	6	18	12	3	6	223	host	gene-PA4780
gene-PA2460	43	112	98	98	261	200	23	21	13	8	6	99	host	gene-PA2460
gene-PA4466	76	76	44	91	137	85	14	17	10	7	8	43	host	gene-PA4466
gene-PA3530	224	144	19	4	14	54	1	3	8	2	0	33	host	gene-PA3530
gene-PA3585	11	20	16	6	8	113	4	5	11	3	1	282	host	glpM
gene-PA3023	103	76	21	45	75	83	10	13	11	3	2	92	host	gene-PA3023
gene-PA1762	59	92	35	73	78	102	7	10	13	5	2	26	host	gene-PA1762
gene-PA1269	13	20	27	6	13	114	0	3	19	1	3	118	host	gene-PA1269
gene-PA0436	72	78	53	32	68	167	6	12	14	6	3	167	host	gene-PA0436
gene-PA3559	154	65	26	166	166	216	32	20	22	1	6	331	host	gene-PA3559
gene-PA2576	12	19	25	6	13	120	0	1	14	3	1	174	host	gene-PA2576
gene-PA3466	238	206	161	104	157	233	22	39	30	10	5	288	host	gene-PA3466
gene-PA5282	7	7	48	3	8	200	1	1	27	1	0	214	host	gene-PA5282
gene-PA2767	4	8	15	6	12	172	2	3	19	2	1	163	host	gene-PA2767
gene-PA2857	30	33	32	10	7	141	5	0	25	4	0	110	host	gene-PA2857
gene-PA3061	6	10	25	15	14	141	3	1	16	2	0	210	host	pelD
gene-PA4583	105	109	92	84	126	270	12	29	26	2	7	184	host	gene-PA4583
gene-PA2243	3	9	5	8	5	68	4	3	9	0	0	135	host	pslM
gene-PA2506	5	2	1	5	5	30	1	0	2	0	0	15	host	gene-PA2506
gene-PA0656	28	36	21	10	18	162	11	17	15	7	4	135	host	gene-PA0656
gene-PA0281	18	29	38	17	28	261	5	5	31	4	2	234	host	cysW
gene-PA2429	16	8	4	9	9	43	1	2	6	0	0	65	host	gene-PA2429
gene-PA0469	112	98	52	45	37	181	10	11	24	5	6	185	host	gene-PA0469
gene-PA0086	89	92	120	99	156	103	14	35	21	19	14	147	host	gene-PA0086
gene-PA4784	14	17	37	33	71	148	9	15	12	6	3	162	host	gene-PA4784
gene-PA3402	34	28	25	28	32	120	10	8	16	4	4	267	host	gene-PA3402
gene-PA0108	69	53	65	29	39	274	8	6	20	1	3	162	host	coIII
gene-PA5550	59	71	40	39	59	195	31	45	33	25	15	126	host	glmR
gene-PA4957	72	75	54	91	134	168	18	18	25	11	9	291	host	psd
gene-PA5035	215	294	155	173	291	382	20	27	49	19	11	421	host	gltD
gene-PA0526	3	6	13	2	2	83	1	0	5	1	1	156	host	gene-PA0526
gene-PA3066	41	20	13	17	44	90	4	8	5	3	2	164	host	gene-PA3066
gene-PA2488	3	5	17	2	4	74	4	0	15	1	0	98	host	gene-PA2488
gene-PA0311	12	12	21	8	19	71	4	3	7	3	0	204	host	gene-PA0311
gene-PA1440	156	119	62	167	209	141	43	54	11	22	18	115	host	gene-PA1440
gene-PA0812	57	44	31	39	76	186	21	34	27	9	7	184	host	gene-PA0812
gene-PA0229	25	23	66	5	9	369	2	0	54	1	0	414	host	pcaT
gene-PA2736	55	115	44	27	57	100	6	10	8	5	3	71	host	gene-PA2736
gene-PA2406	52	61	12	55	75	38	2	5	6	3	0	103	host	gene-PA2406
gene-PA4731	11	22	10	10	22	105	5	12	16	8	3	68	host	panD
gene-PA0252	10	17	36	16	31	109	2	8	18	3	0	79	host	gene-PA0252
gene-PA2780	15	23	17	12	10	103	2	3	10	1	1	90	host	gene-PA2780
gene-PA0148	36	35	52	40	69	247	7	8	21	5	5	264	host	gene-PA0148
gene-PA0278	17	4	16	2	7	90	1	2	17	0	1	208	host	gene-PA0278
gene-PA1697	171	62	19	68	39	133	42	21	13	6	16	206	host	gene-PA1697
gene-PA3133	20	10	16	4	8	205	1	2	18	6	1	128	host	gene-PA3133
gene-PA2107	6	6	4	3	7	22	1	1	4	0	0	28	host	gene-PA2107
gene-PA3615	263	163	167	100	167	198	15	16	22	4	11	221	host	gene-PA3615
gene-PA2802	107	64	23	40	74	128	9	12	11	8	16	140	host	gene-PA2802
gene-PA1534	156	130	61	177	245	155	19	23	18	8	10	174	host	recR
gene-PA2062	15	10	13	0	6	76	1	0	8	1	0	128	host	gene-PA2062
gene-PA4164	39	24	16	30	29	54	4	10	6	3	1	178	host	gene-PA4164
gene-PA1045	129	122	87	108	154	293	23	33	58	19	7	476	host	gene-PA1045
gene-PA0839	9	15	21	9	20	102	1	2	9	2	1	112	host	gene-PA0839
gene-PA0320	11	17	32	4	10	152	4	4	21	1	1	61	host	gene-PA0320
gene-PA0367	88	76	57	19	64	217	5	7	21	3	4	193	host	gene-PA0367
gene-PA1671	23	24	13	16	23	87	1	4	2	3	2	127	host	stk1
gene-PA4798	83	58	68	37	38	353	12	19	59	8	7	411	host	gene-PA4798
gene-PA2888	26	22	22	11	17	179	3	1	18	2	4	393	host	atuC
gene-PA2887	4	11	23	9	4	143	3	4	14	1	1	349	host	atuB
gene-PA2273	37	18	11	25	15	88	1	10	9	2	2	88	host	soxR
gene-PA4608	136	152	40	56	101	75	6	15	15	10	6	102	host	gene-PA4608
gene-PA3998	252	253	127	208	288	97	40	41	11	14	22	40	host	gene-PA3998
gene-PA4533	119	99	45	40	73	130	13	18	4	8	8	133	host	gene-PA4533
gene-PA2173	3	3	2	0	2	17	0	0	1	0	0	34	host	gene-PA2173
gene-PA0946	140	113	33	68	87	158	13	14	34	6	3	267	host	gene-PA0946
gene-PA2204	37	33	90	180	224	225	11	23	24	5	6	109	host	gene-PA2204
gene-PA1079	250	258	175	246	260	141	19	13	19	3	11	47	host	flgD
gene-PA3437	28	34	16	13	22	114	2	6	13	4	4	150	host	folM
gene-PA3985	72	64	19	38	53	84	9	3	55	5	5	136	host	gene-PA3985
gene-PA3394	4	2	5	2	5	55	3	2	14	0	0	90	host	nosF
gene-PA3853	92	85	23	49	111	154	14	13	11	4	8	150	host	gene-PA3853
gene-PA4047	57	71	37	67	100	179	17	32	13	12	5	184	host	ribA
gene-PA3945	59	53	55	37	55	137	8	8	16	3	3	134	host	gene-PA3945
gene-PA4832	19	8	23	6	6	154	1	1	13	0	1	292	host	gene-PA4832
gene-PA3324	20	19	30	11	40	227	5	5	36	1	0	456	host	gene-PA3324
gene-PA1506	72	42	17	21	50	54	6	2	7	1	2	69	host	gene-PA1506
gene-PA2761	75	60	47	30	40	227	6	19	26	6	3	110	host	gene-PA2761
gene-PA3754	71	100	48	26	59	175	7	5	17	3	1	97	host	gene-PA3754
gene-PA0248	37	36	24	17	18	156	3	5	23	0	3	117	host	gene-PA0248
gene-PA4978	59	78	116	49	118	246	2	13	32	3	3	350	host	gene-PA4978
gene-PA3243	131	120	37	47	55	120	21	15	15	6	5	196	host	minC
gene-PA2648	24	40	65	49	46	294	11	13	27	25	10	259	host	nuoM
gene-PA0421	265	250	71	99	127	314	42	54	47	29	23	381	host	gene-PA0421
gene-PA1848	14	7	8	16	22	56	2	2	10	4	3	106	host	gene-PA1848
gene-PA4979	71	76	52	32	57	237	4	6	34	0	3	303	host	gene-PA4979
gene-PA1498	7	5	18	8	3	155	2	3	23	2	1	405	host	pykF
gene-PA0394	106	138	60	55	79	105	25	27	15	7	14	174	host	gene-PA0394
gene-PA1734	32	26	18	9	21	101	2	5	16	0	2	210	host	gene-PA1734
gene-PA2824	179	246	63	118	152	224	18	29	35	12	12	193	host	gene-PA2824
gene-PA0706	74	142	60	65	160	167	26	38	43	22	9	76	host	cat
gene-PA3354	170	69	23	51	74	77	17	14	10	10	4	102	host	gene-PA3354
gene-PA3037	34	20	19	8	12	108	4	2	17	4	2	342	host	gene-PA3037
gene-PA4716	80	74	26	25	44	160	5	4	14	1	1	249	host	gene-PA4716
gene-PA1910	68	78	43	34	42	257	5	5	31	1	3	505	host	femA
gene-PA0843	5	2	13	1	6	145	2	2	16	1	1	106	host	plcR
gene-PA0162	18	21	96	24	30	441	5	3	28	5	3	404	host	opdC
gene-PA5402	35	46	35	11	21	209	6	12	23	3	5	265	host	gene-PA5402
gene-PA3660	65	45	51	26	32	247	7	8	42	6	8	348	host	gene-PA3660
gene-PA0097	43	26	44	20	38	147	9	8	34	2	2	199	host	gene-PA0097
gene-PA2814	12	15	18	4	12	110	3	3	14	0	1	144	host	gene-PA2814
gene-PA4377	64	67	14	27	57	70	7	7	11	2	0	101	host	gene-PA4377
gene-PA1788	46	62	36	37	49	65	11	12	6	3	4	33	host	gene-PA1788
gene-PA2370	17	13	3	24	14	52	3	4	5	1	3	66	host	gene-PA2370
gene-PA4065	30	32	33	29	29	282	2	3	28	4	4	265	host	gene-PA4065
gene-PA5012	176	152	52	182	260	193	29	40	15	23	20	376	host	waaF
gene-PA2466	95	99	44	49	46	301	8	4	38	2	5	343	host	foxA
gene-PPLUZ19_gp45	0	0	0	146	248	22315	27	141	4271	4801	3122	54728	phage	gp45
gene-PA1112	125	135	52	57	75	239	20	8	26	8	9	422	host	gene-PA1112
gene-PA1914	20	21	37	4	16	213	3	2	36	3	0	235	host	gene-PA1914
gene-PA0094	17	9	21	5	10	110	6	7	14	3	5	165	host	gene-PA0094
gene-PA2699	17	8	28	8	12	269	1	2	26	0	2	344	host	gene-PA2699
gene-PA1414	33	26	177	18	12	118	6	4	10	0	0	110	host	gene-PA1414
gene-PA2272	97	61	42	43	51	293	6	8	45	6	3	196	host	pbpC
gene-PA3318	13	19	14	10	11	104	0	3	15	0	1	216	host	gene-PA3318
gene-PA4714	210	245	59	73	138	133	12	20	11	15	13	248	host	gene-PA4714
gene-PA1771	32	55	24	76	99	146	21	23	20	11	9	199	host	estX
gene-PA3675	58	78	47	70	90	218	18	13	14	10	7	422	host	gene-PA3675
gene-PA5482	39	21	14	10	15	88	5	5	12	4	3	69	host	gene-PA5482
gene-PA4738	223	139	30	124	128	81	29	41	8	22	6	49	host	gene-PA4738
gene-PA4118	41	54	19	24	59	294	11	10	24	5	3	175	host	gene-PA4118
gene-PA3277	75	56	62	66	88	125	7	9	19	3	5	79	host	gene-PA3277
gene-PA3406	141	42	22	174	90	128	22	9	15	1	4	230	host	hasD
gene-PA0130	54	31	83	47	64	468	7	8	56	5	7	467	host	gene-PA0130
gene-PA1692	17	7	7	17	16	69	7	5	4	2	5	38	host	gene-PA1692
gene-PA3642	173	129	48	190	297	162	37	35	15	22	13	196	host	rnhB
gene-PA3332	4	25	41	1	28	106	0	9	14	1	0	99	host	gene-PA3332
gene-PA3939	9	5	19	3	10	154	1	2	14	1	0	199	host	gene-PA3939
gene-PA1424a	14	11	8	6	9	63	3	1	2	1	0	64	host	gene-PA1424a
gene-PA3609	11	8	25	5	10	189	1	0	11	9	1	222	host	potC
gene-PA2913	8	6	9	6	9	60	3	2	18	0	0	151	host	gene-PA2913
gene-PA2823	221	223	55	110	148	124	24	17	31	15	10	125	host	gene-PA2823
gene-PA1684	72	81	33	66	94	92	17	13	10	15	9	129	host	gene-PA1684
gene-PA2832	154	91	32	41	45	112	6	9	17	2	4	109	host	tpm
gene-PA1808	45	45	35	38	44	141	12	7	37	13	13	90	host	gene-PA1808
gene-PA1463	258	256	71	177	259	109	29	23	8	9	14	140	host	gene-PA1463
gene-PA1683	66	68	30	82	101	116	19	21	9	14	3	138	host	gene-PA1683
gene-PA1411	12	15	23	12	20	118	4	8	17	1	2	144	host	gene-PA1411
gene-PA5420	19	15	60	17	8	322	3	1	28	3	0	289	host	purU2
gene-PA5371	102	78	29	55	74	148	23	33	14	15	10	132	host	gene-PA5371
gene-PA3752	38	37	29	26	27	62	1	3	14	1	1	86	host	gene-PA3752
gene-PA2571	155	136	56	53	95	201	16	12	42	9	1	113	host	gene-PA2571
gene-PA2192	3	4	12	0	1	46	0	1	6	3	0	45	host	gene-PA2192
gene-PA2931	31	16	12	9	10	94	1	5	4	5	2	121	host	cifR
gene-PA1266	3	2	4	1	2	40	1	1	8	1	1	56	host	gene-PA1266
gene-PA1219	2	3	10	2	2	44	1	0	8	1	1	92	host	gene-PA1219
gene-PA2683	39	30	27	29	35	95	4	9	7	7	5	197	host	gene-PA2683
gene-PA1172	11	13	22	30	39	120	4	8	13	4	2	93	host	napC
gene-PA2848	2	0	20	2	3	124	4	0	9	2	0	170	host	gene-PA2848
gene-PA3884	0	4	10	3	0	50	0	1	7	0	1	23	host	gene-PA3884
gene-PA3184	119	125	49	120	342	164	21	38	20	23	24	142	host	gene-PA3184
gene-PA4369	47	39	22	15	15	74	2	6	10	2	2	60	host	gene-PA4369
gene-PA3289	28	18	7	17	26	61	3	1	7	3	1	133	host	gene-PA3289
gene-PA1792	137	124	66	135	143	163	25	31	17	11	6	132	host	gene-PA1792
gene-PA5551	118	112	65	54	94	150	10	23	34	6	9	159	host	gene-PA5551
gene-PA1081	226	164	112	161	153	133	22	6	19	3	5	173	host	flgF
gene-PA3132	15	12	21	3	6	83	1	3	18	1	2	127	host	gene-PA3132
gene-PA3377	4	1	21	5	4	162	0	1	22	0	1	268	host	gene-PA3377
gene-PA1299	89	66	14	12	50	110	9	9	3	2	3	79	host	gene-PA1299
gene-PA0292	67	76	81	90	95	204	17	29	29	5	5	215	host	aguA
gene-PA0990	25	18	18	6	16	161	4	5	19	2	2	132	host	gene-PA0990
gene-PA1161	68	59	17	59	95	69	18	11	5	4	6	141	host	rrmA
gene-PA4759	73	77	190	36	34	227	13	9	23	12	3	146	host	dapB
gene-PA2711	21	14	43	18	27	217	1	1	28	0	3	221	host	gene-PA2711
gene-PA3044	30	25	44	12	25	308	7	9	31	2	0	419	host	gene-PA3044
gene-PA0063	48	30	31	16	26	138	5	7	15	4	3	177	host	gene-PA0063
gene-PA1267	1	2	11	2	3	36	0	1	7	0	0	59	host	gene-PA1267
gene-PA1183	21	22	25	208	330	237	15	15	27	5	4	213	host	dctA
gene-PA0483	163	115	26	27	51	139	4	7	18	2	0	177	host	gene-PA0483
gene-PA2112	137	15	4	169	109	35	30	17	3	3	3	51	host	gene-PA2112
gene-PA3388	4	4	11	6	9	101	2	1	16	0	2	161	host	gene-PA3388
gene-PA0289	26	37	25	13	15	172	1	3	41	2	1	247	host	gpuR
gene-PA3076	35	34	16	24	49	123	7	9	12	4	7	139	host	gene-PA3076
gene-PA4865	7	3	9	2	3	76	3	1	5	1	0	131	host	ureA
gene-PA2770	239	180	35	97	125	113	32	25	11	19	11	120	host	gene-PA2770
gene-PA0815	85	56	32	27	44	84	15	12	15	7	1	226	host	gene-PA0815
gene-PA1926	104	131	66	183	244	317	47	49	28	21	13	171	host	gene-PA1926
gene-PA3058	16	18	30	12	17	239	0	1	30	1	0	150	host	pelG
gene-PA1796.4	14	24	28	23	47	372	12	9	62	6	2	108	host	gene-PA1796.4
gene-PA1120	45	43	28	40	55	203	5	5	24	1	2	245	host	tpbB
gene-PA2421	9	6	16	11	13	115	1	6	16	4	4	125	host	gene-PA2421
gene-PA2546	35	24	19	12	24	104	4	4	19	2	3	162	host	gene-PA2546
gene-PA0976	50	104	89	93	130	77	9	19	16	19	5	58	host	gene-PA0976
gene-PA3380	1	0	6	1	1	39	0	0	5	0	0	77	host	gene-PA3380
gene-PA2657	57	63	26	47	72	170	19	11	12	11	1	245	host	gene-PA2657
gene-PA2751	26	17	25	7	20	105	8	3	11	4	1	61	host	gene-PA2751
gene-PA3025	68	45	13	18	38	95	4	6	16	2	4	205	host	gene-PA3025
gene-PA3308	70	93	100	117	164	485	50	66	63	25	12	339	host	gene-PA3308
gene-PA4590	17	27	39	4	17	185	2	7	29	1	2	173	host	pra
gene-PA0830	24	18	53	13	13	178	8	5	16	6	5	196	host	gene-PA0830
gene-PA3972	97	86	214	57	83	212	10	14	19	3	6	401	host	gene-PA3972
gene-PA1781	8	14	42	4	8	292	5	7	38	4	8	253	host	nirB
gene-PA1669	45	54	107	38	71	401	8	16	40	12	2	379	host	gene-PA1669
gene-PA3595	11	15	29	5	7	224	4	1	28	0	0	280	host	gene-PA3595
gene-PA2005	140	107	48	124	202	150	18	17	14	8	7	235	host	gene-PA2005
gene-PA1254	7	5	25	3	2	171	3	3	15	1	0	266	host	gene-PA1254
gene-PA2151	7	12	25	9	12	224	2	0	25	1	2	312	host	gene-PA2151
gene-PA2702	6	13	16	4	11	49	3	8	6	2	0	42	host	gene-PA2702
gene-PA0684	0	0	9	1	1	46	0	0	5	1	0	132	host	gene-PA0684
gene-PA1389	64	49	45	33	30	317	6	3	43	4	0	143	host	gene-PA1389
gene-PA5445	266	231	53	151	281	318	30	38	36	5	9	334	host	gene-PA5445
gene-PA4021	144	87	58	51	57	191	10	10	23	2	2	456	host	gene-PA4021
gene-PA2890	9	8	12	6	4	33	0	4	8	0	0	53	host	atuE
gene-PA0385	18	32	18	11	28	83	2	2	12	2	3	76	host	gene-PA0385
gene-PA2328	11	14	7	1	12	108	2	1	5	1	1	177	host	gene-PA2328
gene-PA2781	15	17	17	6	14	95	5	2	11	1	1	81	host	gene-PA2781
gene-PA2075	21	9	31	9	7	153	2	1	26	0	0	172	host	gene-PA2075
gene-PA1030.1	9	17	17	3	6	49	1	3	8	1	1	50	host	gene-PA1030.1
gene-PA4810	17	12	27	17	29	134	5	7	8	4	3	133	host	fdnI
gene-PA4900	3	1	17	7	8	122	1	0	25	0	0	163	host	gene-PA4900
gene-PA2759	18	30	60	5	12	79	4	5	4	3	1	138	host	gene-PA2759
gene-PA5484	112	122	57	119	154	350	13	15	42	6	7	514	host	gene-PA5484
gene-PA1946	147	150	60	110	176	135	17	16	13	11	5	197	host	rbsB
gene-PA1566	5	4	13	8	6	103	1	4	16	1	1	197	host	gene-PA1566
gene-PA4781	154	77	26	33	38	129	7	8	19	3	1	204	host	gene-PA4781
gene-PA3258	83	111	40	52	98	260	13	14	39	9	7	223	host	gene-PA3258
gene-PA2196	19	16	21	3	13	76	1	5	10	3	1	71	host	gene-PA2196
gene-PA2766	7	8	10	1	2	79	4	1	12	2	0	116	host	gene-PA2766
gene-PA0188	5	3	24	2	6	214	3	5	17	0	0	344	host	gene-PA0188
gene-PA2799	21	20	12	12	17	67	1	3	7	1	4	85	host	gene-PA2799
gene-PA1405	60	38	25	15	17	160	5	2	16	4	2	341	host	gene-PA1405
gene-PA4950	97	74	64	70	121	196	10	13	27	12	8	356	host	gene-PA4950
gene-PA0567	43	46	27	22	33	92	4	3	11	6	2	30	host	gene-PA0567
gene-PA3734	24	33	41	12	14	316	3	6	34	2	2	364	host	gene-PA3734
gene-PA0882	7	7	14	5	7	113	0	2	11	0	1	271	host	gene-PA0882
gene-PA5065	119	111	90	116	160	267	39	28	36	27	16	278	host	ubiB
gene-PA3750	30	21	13	27	51	40	2	5	2	0	3	92	host	gene-PA3750
gene-PA4170	29	35	23	15	22	156	0	0	19	2	0	136	host	gene-PA4170
gene-PA3605	65	69	23	28	32	91	14	5	10	9	3	66	host	gene-PA3605
gene-PA3705	95	75	30	61	85	103	12	13	14	9	7	104	host	wspD
gene-PA4988	61	52	21	41	60	112	7	13	16	5	4	130	host	waaA
gene-PA1476	72	91	17	44	69	61	6	19	7	8	5	117	host	ccmB
gene-PA4447	101	151	65	101	173	230	37	44	32	19	15	170	host	hisC1
gene-PA4757	99	99	60	131	169	220	44	35	23	25	17	212	host	gene-PA4757
gene-PA3280	9	17	30	4	9	168	1	1	28	5	1	158	host	oprO
gene-PA1051	26	21	31	73	98	215	27	21	20	6	6	393	host	gene-PA1051
gene-PA2920	155	90	41	58	73	159	15	10	13	7	3	197	host	gene-PA2920
gene-PA1499	5	4	22	5	2	165	1	1	18	2	2	334	host	gene-PA1499
gene-PA3298	5	3	6	4	8	109	0	3	5	0	0	100	host	gene-PA3298
gene-PA2490	3	7	8	8	10	61	3	6	3	5	1	77	host	gene-PA2490
gene-PA3784	30	47	15	36	72	73	7	9	5	5	6	81	host	gene-PA3784
gene-PPLUZ19_gp13	0	0	25	114	89	25971	42729	40120	14534	17883	14853	21214	phage	gp13
gene-PA3586	28	11	16	8	14	161	8	3	12	4	4	345	host	gene-PA3586
gene-PA0321	25	21	44	9	25	266	5	4	47	1	0	185	host	gene-PA0321
gene-PA1019a	7	5	9	2	5	50	1	1	7	0	0	78	host	gene-PA1019a
gene-PA4136	30	29	23	12	18	165	2	1	14	1	1	164	host	gene-PA4136
gene-PA3361	13	30	24	6	23	96	0	4	9	3	2	60	host	lecB
gene-PA1574	47	63	39	49	68	67	21	17	7	10	5	48	host	gene-PA1574
gene-PA0965	302	298	86	232	348	216	57	62	16	34	12	108	host	ruvC
gene-PA1257	3	9	15	5	4	147	3	1	8	1	2	131	host	gene-PA1257
gene-PA2482	39	37	43	40	73	96	9	9	7	8	2	106	host	gene-PA2482
gene-PA2388	48	68	23	22	40	113	8	9	19	4	4	102	host	fpvR
gene-PA1186	6	10	9	4	4	109	2	6	9	3	0	194	host	gene-PA1186
gene-PA1514	28	15	16	13	16	99	4	2	9	0	3	61	host	gene-PA1514
gene-PA1110	34	27	19	12	17	78	10	5	10	3	2	226	host	gene-PA1110
gene-PA0415	70	73	48	55	104	135	16	15	18	3	5	178	host	chpC
gene-PA4372	105	113	47	74	93	187	5	10	34	3	0	325	host	gene-PA4372
gene-PA4336	87	94	46	33	36	108	10	10	14	6	5	88	host	gene-PA4336
gene-PA0080	15	16	28	11	20	144	7	4	13	4	3	187	host	gene-PA0080
gene-PA4845	51	67	37	48	78	282	26	22	30	15	8	420	host	dipZ
gene-PA1327	124	98	55	39	81	195	10	14	25	4	9	373	host	gene-PA1327
gene-PA2099	12	9	12	3	9	76	4	2	10	0	0	91	host	gene-PA2099
gene-PA3681	51	17	9	13	26	72	8	10	8	4	5	141	host	gene-PA3681
gene-PA4992	43	32	77	40	54	236	12	13	16	9	6	292	host	gene-PA4992
gene-PA3056	142	98	32	24	44	117	4	6	4	3	4	89	host	gene-PA3056
gene-PA5008	102	148	54	93	175	192	30	31	11	10	8	182	host	gene-PA5008
gene-PA1290	8	16	15	5	7	62	2	0	10	2	0	50	host	gene-PA1290
gene-PA4436	35	45	36	14	27	244	7	6	30	5	4	358	host	gene-PA4436
gene-PA1383	84	108	82	34	58	249	15	14	31	5	6	99	host	gene-PA1383
gene-PA1490	9	2	25	6	3	108	0	1	24	0	0	205	host	gene-PA1490
gene-PA4182	24	31	64	8	8	195	1	1	14	1	0	172	host	gene-PA4182
gene-PA2812	61	57	48	48	53	197	17	7	26	7	5	197	host	gene-PA2812
gene-PA1733	53	44	24	21	24	105	2	7	10	3	1	186	host	gene-PA1733
gene-PA0836.1	12	10	80	3	3	37	0	2	3	1	2	20	host	gene-PA0836.1
gene-PA3766	31	43	27	28	48	213	8	11	23	3	6	190	host	gene-PA3766
gene-PA2032	71	78	19	22	46	168	12	14	12	9	4	197	host	gene-PA2032
gene-PA3563	54	34	35	47	56	187	5	13	16	3	6	265	host	fruR
gene-PA5111	85	128	70	101	128	209	19	28	23	8	10	166	host	gloA3
gene-PA2502	20	37	15	23	41	159	7	12	9	8	6	325	host	gene-PA2502
gene-PA0225	77	52	32	22	35	165	3	6	8	2	4	163	host	gene-PA0225
gene-PA0245	2	3	18	3	7	109	1	0	8	0	0	176	host	aroQ2
gene-PA0198	5	8	29	5	3	160	0	4	16	1	0	118	host	exbB1
gene-PA4858	11	13	38	6	18	276	5	5	31	6	3	193	host	gene-PA4858
gene-PA0057	16	8	21	7	4	211	1	2	23	0	0	512	host	gene-PA0057
gene-PA5226	101	65	60	44	57	147	11	16	13	1	7	109	host	gene-PA5226
gene-PA2375	24	16	5	13	14	52	1	1	2	0	5	57	host	gene-PA2375
gene-PA1682	25	57	21	46	67	137	4	12	13	6	4	283	host	gene-PA1682
gene-PA1761	102	96	32	112	124	52	6	8	4	4	8	18	host	gene-PA1761
gene-PA2598	9	15	16	2	11	114	2	1	17	0	0	115	host	gene-PA2598
gene-PA3274	12	16	9	4	6	37	0	0	4	1	0	38	host	gene-PA3274
gene-PA2836	5	8	15	4	5	80	1	0	16	0	0	101	host	gene-PA2836
gene-PA4783	13	12	22	8	14	155	4	4	25	5	0	188	host	gene-PA4783
gene-PA3772	7	7	30	3	8	209	1	3	27	0	1	211	host	gene-PA3772
gene-PA0356	39	54	34	37	54	160	13	15	18	7	4	150	host	gene-PA0356
gene-PA2606	25	20	11	18	13	54	3	5	3	3	5	117	host	gene-PA2606
gene-PA2791	6	8	19	8	12	64	2	2	13	0	1	28	host	gene-PA2791
gene-PA3400	32	47	21	20	51	213	2	11	18	5	0	268	host	gene-PA3400
gene-PA2437	10	6	7	14	14	46	2	3	2	1	0	35	host	gene-PA2437
gene-PA1419	48	16	23	57	17	246	3	5	30	1	2	390	host	gene-PA1419
gene-PA4920	82	70	118	55	48	247	8	9	21	6	5	403	host	nadE
gene-PA1799	17	14	9	8	12	87	6	6	16	3	4	55	host	parR
gene-PA3126	21	26	53	9	12	120	5	7	10	5	4	77	host	ibpA
gene-PA2755	155	157	68	98	94	143	30	21	24	15	21	40	host	eco
gene-PA1648	16	19	30	19	14	134	4	3	6	0	0	167	host	gene-PA1648
gene-PA0786	3	3	11	1	3	78	0	1	9	3	0	138	host	gene-PA0786
