Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b0447	35	310	52	251	17	180	8	105	7	84	6	34	host	decR
gene-b2668	38	273	82	1548	47	355	15	116	5	104	3	43	host	ygaP
gene-b0612	9	97	7	288	4	310	6	220	4	136	0	42	host	citT
gene-b1467	25	92	31	244	17	197	7	119	0	98	3	32	host	narY
gene-b3575	7	89	5	251	2	311	0	257	0	168	0	79	host	yiaK
gene-b0021	25	518	133	624	73	224	40	121	12	100	6	49	host	insB1
gene-b0479	71	419	94	590	40	343	14	239	8	158	9	52	host	fsr
gene-b2949	151	1090	296	1167	105	227	50	91	21	69	29	24	host	yqgF
gene-b2991	14	124	34	182	17	91	7	43	3	39	2	10	host	hybF
gene-b0313	364	2053	782	2352	340	400	106	141	37	99	31	62	host	betI
gene-b2849	0	6	1	24	0	26	0	18	0	10	0	13	host	yqeK
gene-b2740	14	117	36	311	13	339	11	241	5	170	1	63	host	ygbN
gene-b1786	38	350	100	635	40	259	13	128	17	107	8	31	host	dgcJ
gene-b1404	69	291	66	347	24	170	7	126	3	88	5	53	host	insI2
gene-b1519	34	372	65	339	16	141	5	81	4	62	4	32	host	tam
gene-b3253	217	281	212	372	116	400	74	242	40	172	29	52	host	yhdH
gene-b1108	431	1192	400	1563	204	265	60	108	30	113	23	55	host	ycfP
gene-b4224	84	51	55	133	27	100	14	74	9	58	9	24	host	chpS
gene-b3905	16	95	17	230	13	263	8	193	5	147	1	46	host	rhaS
gene-b1037	45	149	66	397	41	182	7	85	11	58	3	25	host	csgG
gene-b0200	325	688	432	660	199	185	63	103	41	84	30	41	host	gmhB
gene-b0296	6	30	7	51	2	49	4	32	3	35	0	12	host	ykgM
gene-b0840	165	1204	221	859	102	350	35	180	31	109	10	47	host	deoR
gene-b4824	12	44	12	27	0	22	0	15	1	8	0	5	host	ytjE
gene-T4p107	0	0	4	390	866	24034	165	21967	707	10581	36	5895	phage	tk.1
gene-b3101	27	79	48	173	16	111	4	78	2	60	1	29	host	yqjF
gene-b0794	150	884	260	1812	92	445	28	245	14	198	17	87	host	ybhF
gene-b1949	5	35	3	51	1	48	0	42	1	31	0	11	host	fliQ
gene-b0516	35	222	65	348	17	289	17	202	7	153	6	57	host	allC
gene-T4p004	4	0	80	6077	1525	102610	2376	151403	5694	57244	210	14366	phage	60.1
gene-b0802	28	211	52	315	33	104	4	49	4	28	0	16	host	ybiJ
gene-b4710	37	462	135	592	61	224	38	110	11	92	7	54	host	insB9
gene-b3698	64	158	44	221	27	126	11	100	7	58	4	21	host	yidB
gene-b2271	2	57	4	148	1	203	0	164	2	93	0	48	host	yfbL
gene-b4423	77	447	79	592	47	209	21	102	16	68	12	40	host	ldrC
gene-b2143	96	247	104	302	53	147	17	107	9	71	8	19	host	cdd
gene-b1846	96	270	94	257	35	100	19	59	15	53	12	25	host	yebE
gene-b0376	104	589	124	506	44	268	25	141	18	139	15	59	host	ampH
gene-b1750	24	83	7	107	3	119	0	80	0	60	2	28	host	ydjX
gene-b1449	129	180	120	264	62	205	26	148	10	92	5	36	host	curA
gene-b0993	46	296	49	463	20	449	15	281	10	240	6	115	host	torS
gene-b4184	5	15	5	99	4	114	0	65	1	48	2	8	host	yjfL
gene-b1527	5	59	2	107	0	127	0	83	1	60	0	32	host	yneK
gene-b1985	31	132	102	355	37	274	6	208	9	148	2	90	host	yeeO
gene-b0643	175	486	142	581	62	194	22	103	17	81	4	49	host	ybeL
gene-b3922	81	247	36	365	17	147	6	72	14	55	4	30	host	yiiS
gene-b2952	188	2086	235	2178	102	374	49	170	26	112	20	48	host	yggT
gene-T4p229	1	0	2	905	84	14885	621	45512	3420	69952	426	30473	phage	denA
gene-b3769	173	118	231	234	87	144	35	90	28	51	13	23	host	ilvM
gene-b1420	55	453	88	597	56	293	30	129	14	82	14	31	host	mokB
gene-b2140	82	341	116	529	64	218	20	139	9	87	12	40	host	dusC
gene-b3257	21	277	101	392	53	120	37	65	21	49	21	21	host	yhdT
gene-b2842	37	88	31	209	15	201	17	150	6	83	5	69	host	kduD
gene-T4p188	0	1	6	1620	8	3463	4	6276	2957	64558	331	44961	phage	25
gene-b1302	173	250	354	553	289	225	69	133	22	88	15	29	host	puuE
gene-b3826	278	2286	413	2172	161	505	65	328	36	204	36	57	host	yigL
gene-b2629	8	35	2	61	3	91	3	66	2	45	0	16	host	yfjM
gene-b0800	410	1678	402	2022	160	387	68	166	39	119	49	59	host	ybiB
gene-b1256	47	59	51	112	38	150	15	92	8	49	4	18	host	ompW
gene-b1753	16	159	28	185	9	85	2	58	3	35	1	14	host	ynjA
gene-b3447	414	1887	487	3057	182	712	88	428	42	291	35	123	host	ggt
gene-b2559	98	1435	178	1095	87	287	37	116	15	87	9	26	host	tadA
gene-b0601	9	133	12	172	6	143	6	103	5	85	1	26	host	ybdM
gene-b1468	66	304	94	599	32	451	13	335	4	204	8	109	host	narZ
gene-b2645	4	24	2	80	4	86	1	63	2	36	0	24	host	yfjZ
gene-b2692	406	3982	728	4490	355	489	90	151	62	116	45	82	host	argZ
gene-b1393	7	21	8	93	4	131	4	95	0	66	2	34	host	paaF
gene-b3193	562	1407	877	1898	323	271	144	121	110	109	56	58	host	mlaD
gene-b4248	40	236	21	228	8	114	8	88	0	59	1	19	host	yjgH
gene-b1892	14	113	32	137	12	52	3	28	10	25	0	9	host	flhD
gene-b0103	165	1046	184	790	40	177	22	86	13	76	14	22	host	coaE
gene-b4265	44	277	38	346	12	368	5	275	2	154	3	68	host	idnT
gene-b2521	235	1103	223	1174	111	308	49	131	30	114	19	31	host	sseA
gene-b0286	13	71	14	136	5	156	2	108	2	66	1	34	host	paoA
gene-b0853	116	1045	158	865	66	182	15	65	17	45	10	21	host	ybjN
gene-b0089	358	1704	767	2446	312	539	110	264	64	169	53	92	host	ftsW
gene-b3821	321	2323	351	2210	140	549	72	288	43	191	41	72	host	pldA
gene-b4180	270	1412	503	1995	323	302	118	139	53	98	39	50	host	rlmB
gene-b2445	3	31	2	69	1	78	0	44	2	31	0	13	host	yffN
gene-b2450	205	269	180	361	82	211	15	115	23	65	28	41	host	yffS
gene-b1550	117	391	30	450	31	775	2	118	1	37	0	29	host	gnsB
gene-b3083	33	60	20	72	4	72	2	27	2	29	1	14	host	higB
gene-b2054	0	23	1	56	4	56	1	53	2	33	1	13	host	wcaF
gene-b3993	80	270	165	606	123	284	39	153	25	126	22	40	host	thiE
gene-b2246	16	85	16	182	8	226	4	156	2	106	1	35	host	yfaV
gene-b3204	381	1885	558	1825	180	164	62	80	41	55	28	30	host	ptsN
gene-b2086	83	401	81	544	34	206	23	128	6	96	4	56	host	yegS
gene-b4471	21	178	20	320	10	341	7	210	8	160	3	75	host	tdcG
gene-b4589	2	16	4	55	0	65	1	37	0	31	0	16	host	ylcI
gene-b3330	4	30	4	81	5	102	1	60	1	61	1	15	host	gspI
gene-b0735	101	694	162	1151	85	244	31	67	21	49	22	26	host	ybgE
gene-b2392	932	523	332	545	85	361	59	229	40	186	24	87	host	mntH
gene-b3159	21	121	33	230	14	261	6	187	2	155	2	59	host	ubiV
gene-b0139	20	115	12	372	8	427	4	280	25	200	3	82	host	htrE
gene-b4057	126	477	135	495	51	142	27	94	14	63	9	25	host	yjbR
gene-T4p015	0	0	3	427	393	24966	398	35652	2257	25063	93	8550	phage	dexA.1
gene-b0187	72	343	99	271	49	116	29	79	21	76	9	20	host	yaeR
gene-b0581	50	328	48	370	13	233	5	143	2	118	2	56	host	ybdK
gene-b2007	731	3601	426	3241	110	748	47	230	46	154	34	82	host	tmaR
gene-b4188	26	101	27	121	11	114	5	78	22	59	7	16	host	yjfN
gene-b3537	74	386	123	480	22	104	8	57	5	51	3	18	host	bcsF
gene-b4719	43	104	57	178	33	355	8	119	15	52	3	30	host	sdsN
gene-b4553	21	62	15	82	9	119	2	70	1	71	0	20	host	ysaB
gene-b0879	204	396	274	918	116	426	47	283	21	206	22	77	host	macB
gene-b3564	127	161	110	341	47	417	17	282	18	214	9	103	host	xylB
gene-b0444	281	610	273	573	149	201	68	133	30	91	25	26	host	queC
gene-b2291	61	475	87	493	25	122	14	81	8	44	5	20	host	yfbR
gene-b3051	21	162	31	347	14	348	5	229	5	131	9	60	host	yqiK
gene-b3657	14	126	18	424	9	497	6	389	5	253	1	117	host	yicJ
gene-b1056	135	372	149	489	41	126	23	68	18	51	8	27	host	yceI
gene-b0863	583	3521	669	3039	200	382	81	157	75	131	54	40	host	artI
gene-b1386	29	142	21	308	6	262	2	195	3	153	1	72	host	tynA
gene-b1085	345	2259	455	1387	126	180	52	77	28	60	16	32	host	yceQ
gene-b4116	4	39	4	124	4	180	4	120	0	80	0	61	host	adiY
gene-b2339	2	18	2	61	3	62	2	45	1	27	0	11	host	yfcV
gene-b4749	0	5	7	29	2	9	0	5	0	1	0	4	host	ynfR
gene-b2249	462	1571	564	2318	237	470	112	211	59	156	44	68	host	yfaY
gene-b2636	5	44	6	86	4	106	1	83	2	59	2	25	host	yfjS
gene-b3754	134	857	172	1074	86	577	84	359	90	300	55	104	host	hsrA
gene-b4670	5	88	22	91	10	59	0	30	1	18	0	11	host	yjeV
gene-b1382	29	89	13	93	3	30	6	18	3	9	1	11	host	ynbE
gene-b2678	544	1383	1099	4089	499	772	173	299	66	244	54	143	host	proW
gene-T4p108	0	0	2	705	1146	33325	302	20684	643	10976	33	5764	phage	tk.2
gene-b2069	217	975	438	1482	200	350	124	151	67	102	50	30	host	yegD
gene-b1298	457	917	642	656	158	189	47	115	26	103	11	28	host	puuD
gene-b4378	179	144	256	231	123	195	48	110	17	76	11	24	host	yjjV
gene-b0543	16	138	35	181	25	67	0	30	5	28	2	18	host	emrE
gene-b4138	373	2679	472	3261	226	611	74	310	56	268	38	175	host	dcuA
gene-b1071	6	121	16	79	7	50	2	37	0	16	2	3	host	flgM
gene-b3964	189	1673	309	1319	103	348	44	173	30	132	18	57	host	yijD
gene-b1358	10	34	8	57	0	53	0	30	0	27	1	14	host	ydaT
gene-b0617	2	18	2	51	2	72	0	27	1	32	0	13	host	citD
gene-b2197	16	129	24	202	6	113	1	86	3	64	4	19	host	ccmE
gene-b2495	291	1619	385	1970	157	373	80	109	50	89	39	29	host	yfgD
gene-b3105	434	532	401	467	165	316	59	176	36	159	50	63	host	yhaJ
gene-b2754	18	51	21	104	8	105	1	80	1	63	0	53	host	cas2
gene-b1531	82	465	77	408	17	94	5	47	4	40	2	24	host	marA
gene-b3161	76	314	126	664	62	415	45	248	18	257	13	125	host	mtr
gene-b1570	32	566	38	261	15	132	4	38	7	43	2	23	host	dicA
gene-b1363	22	275	48	346	20	232	0	119	5	89	2	48	host	trkG
gene-b3480	25	108	30	206	8	209	8	134	4	91	4	43	host	nikE
gene-b1499	0	13	4	69	3	52	1	35	0	31	0	13	host	ydeO
gene-b1414	86	541	77	466	28	122	12	85	9	54	5	18	host	ydcF
gene-b2881	43	327	48	714	29	553	22	395	7	323	6	97	host	xdhD
gene-b3092	58	281	55	472	27	299	14	211	8	174	5	68	host	uxaC
gene-b2199	22	159	24	253	22	170	7	111	10	73	7	28	host	ccmC
gene-T4p075	4	0	9	1758	531	39924	2969	148743	9208	174193	1777	68726	phage	mobC
gene-b1673	9	83	15	208	4	236	2	180	0	106	1	50	host	ydhV
gene-b4135	298	1214	321	1373	84	313	45	196	23	138	23	63	host	dicD
gene-b1734	12	94	52	278	18	232	8	155	11	87	4	24	host	chbF
gene-b3136	6	75	16	219	7	298	4	243	7	163	1	65	host	agaS
gene-b4206	323	1344	283	1049	87	338	72	188	35	144	26	65	host	ytfB
gene-b4451	33	31	19	90	11	64	5	33	10	33	5	23	host	ryhB
gene-b3155	60	280	79	318	29	132	15	97	9	67	3	30	host	yhbQ
gene-b4513	0	10	0	25	0	35	0	21	0	13	0	11	host	kdpF
gene-b1688	157	1037	241	1492	93	433	37	195	17	172	25	80	host	ydiK
gene-b1326	111	734	142	732	49	200	18	107	8	63	10	23	host	mpaA
gene-b1715	3	237	18	173	6	21	0	5	1	7	1	3	host	pheM
gene-b2827	586	3529	854	3947	313	413	135	151	82	82	65	33	host	thyA
gene-b3121	5	62	3	97	4	155	0	116	0	50	0	33	host	yhaC
gene-b2583	77	499	78	431	37	171	26	124	21	92	9	26	host	tapT
gene-b2213	34	339	71	421	28	181	25	130	8	86	11	33	host	ada
gene-b0076	5	80	27	342	16	196	0	103	1	64	1	31	host	leuO
gene-b2441	206	1694	360	1308	208	590	106	255	58	198	33	80	host	eutB
gene-b0234	7	63	16	148	7	91	9	71	11	45	2	6	host	yafP
gene-b4761	183	938	334	1003	108	134	30	34	13	24	13	15	host	sroE
gene-b0587	6	71	42	317	15	177	1	101	3	57	1	12	host	fepE
gene-b0772	665	2252	742	2708	362	684	177	292	99	195	73	103	host	ybhC
gene-b1599	11	124	42	175	18	60	6	40	5	30	3	18	host	mdtI
gene-b2448	9	28	5	68	5	113	1	71	1	34	1	19	host	yffQ
gene-b0935	9	74	11	191	8	218	4	132	1	71	1	18	host	ssuD
gene-b3284	525	1975	580	1616	196	263	67	123	63	107	27	61	host	smg
gene-b1710	212	1486	284	1369	120	249	38	107	18	105	18	40	host	btuE
gene-b1767	330	1899	426	1996	137	384	57	166	35	117	32	57	host	ansA
gene-b4152	77	296	117	602	71	119	15	54	11	37	13	14	host	frdC
gene-b0460	164	985	616	1891	212	277	10	69	35	55	2	35	host	hha
gene-b4535	1	43	8	55	0	44	1	27	0	11	0	5	host	yniD
gene-b3660	98	724	128	783	34	380	19	261	12	145	10	62	host	yicL
gene-b1144	28	242	19	234	6	161	3	110	12	60	7	45	host	ymfJ
gene-b2001	32	411	33	650	12	381	7	225	4	154	5	72	host	yeeR
gene-b4361	88	790	184	904	62	259	27	162	16	119	6	37	host	dnaC
gene-b3412	113	626	114	585	48	318	27	172	22	142	8	51	host	bioH
gene-T4p146	0	0	2	512	4	1045	19	2436	1080	15997	510	19465	phage	repEA
gene-b4445	3	25	5	26	2	40	0	39	3	23	1	19	host	omrB
gene-b1408	0	19	1	57	2	71	1	37	0	31	1	11	host	ynbA
gene-b4711	221	1915	245	1860	77	444	33	232	20	157	18	62	host	insH21
gene-b1321	95	308	117	449	44	240	27	165	17	132	9	41	host	ycjX
gene-b0443	16	75	54	160	20	102	7	60	8	45	1	21	host	fadM
gene-b1257	8	26	6	148	2	79	0	39	2	30	0	12	host	yciE
gene-b0942	4	50	15	99	4	104	7	82	4	52	2	23	host	ycbU
gene-b2381	88	506	108	469	17	144	3	90	6	73	4	32	host	pyrR
gene-b3086	6	62	12	124	7	136	3	90	4	63	1	21	host	ygjQ
gene-b3563	3	30	4	89	1	95	0	81	2	52	0	36	host	yiaB
gene-b4805	275	796	182	664	93	639	29	188	30	110	10	65	host	raiZ
gene-b2141	6	44	4	91	1	91	0	60	1	52	0	28	host	yohJ
gene-b0514	49	93	46	184	37	220	20	144	8	99	5	60	host	glxK
gene-b4097	5	89	10	195	5	245	9	186	3	136	0	51	host	phnK
gene-b1446	228	1607	195	1142	109	436	50	144	24	75	20	45	host	ydcY
gene-b2373	11	99	19	245	11	217	3	177	3	80	1	28	host	oxc
gene-b1915	94	1064	92	1220	54	501	19	111	16	52	7	38	host	yecF
gene-T4p018	1	1	302	14976	4829	72697	1940	77893	5719	42004	349	14192	phage	dda.1
gene-b4330	8	68	10	134	11	144	1	124	0	79	0	25	host	yjiH
gene-b0950	147	1282	287	1642	108	409	53	186	30	127	18	57	host	pqiA
gene-b0466	48	262	63	245	29	83	14	38	8	34	9	17	host	ybaM
gene-b0490	77	326	90	338	28	145	13	85	5	56	8	24	host	fetA
gene-b3778	352	2279	564	2739	293	952	184	600	117	389	79	151	host	rep
gene-b4259	427	2036	666	2904	258	325	68	97	42	90	29	45	host	holC
gene-T4p114	0	0	6	2179	1797	69539	5238	84102	9639	96793	1630	41900	phage	vs.3
gene-T4p218	4	2	1224	58198	5376	116207	3565	79533	5462	33612	387	13618	phage	cd.1
gene-b2178	24	407	62	497	24	197	16	120	3	81	5	28	host	yejB
gene-b1337	15	90	33	183	11	187	2	154	1	117	3	58	host	abgB
gene-b1029	4	46	15	185	12	184	4	127	7	83	2	44	host	ycdU
gene-b0585	165	426	285	739	54	300	24	189	10	142	7	68	host	fes
gene-b2161	4	67	18	148	11	204	0	125	1	122	0	52	host	nupX
gene-b4043	567	3041	673	2929	321	638	151	302	92	230	67	112	host	lexA
gene-b2111	6	44	4	67	0	91	0	60	6	34	0	16	host	yehD
gene-b0646	14	103	10	227	11	224	1	168	2	122	2	53	host	djlB
gene-b3666	8	145	9	346	8	422	5	294	4	210	0	102	host	uhpT
gene-b2461	4	14	13	57	7	82	3	66	1	51	0	26	host	eutP
gene-b4796	40	352	25	401	13	159	0	64	5	47	0	33	host	yibY
gene-b1308	68	339	60	377	38	120	12	56	11	40	16	22	host	pspE
gene-b1045	64	286	95	277	53	140	18	79	10	45	10	26	host	ymdB
gene-b3662	171	856	308	1882	180	884	96	427	27	238	18	117	host	nepI
gene-b4522	158	449	40	209	16	97	4	36	7	23	3	12	host	ymiA
gene-b3538	400	1584	592	2872	165	778	85	522	46	385	29	133	host	bcsG
gene-b4480	277	812	219	755	107	411	78	276	68	163	37	78	host	hdfR
gene-T4p016	0	0	4	348	364	24102	404	31897	1707	23514	84	5552	phage	dexA.2
gene-b0852	202	1388	289	1613	150	448	73	228	39	150	28	97	host	rimK
gene-b2108	3	33	6	141	4	204	3	147	3	92	2	61	host	yehA
gene-b1252	265	1292	312	1018	75	204	34	112	23	76	12	43	host	tonB
gene-b3404	297	2116	425	2552	201	580	123	344	77	256	38	103	host	envZ
gene-b3718	30	108	26	1617	19	241	7	183	5	120	4	57	host	yieK
gene-b2632	15	98	10	174	8	213	6	133	0	92	5	50	host	yfjP
gene-b0518	6	71	5	182	4	244	1	199	1	133	0	57	host	fdrA
gene-b0979	27	189	43	393	25	295	5	209	6	167	1	67	host	appB
gene-b3049	84	169	88	239	44	127	11	56	11	43	6	26	host	glgS
gene-T4p064	1	0	6	2718	1475	76783	853	57608	2532	66539	329	31104	phage	a-gt.5
gene-b0999	59	493	80	839	45	212	18	88	5	58	5	21	host	cbpM
gene-b3753	47	398	81	446	33	290	20	200	17	146	19	50	host	rbsR
gene-b2851	0	21	0	31	0	52	0	45	2	17	0	16	host	ygeG
gene-b2721	13	132	19	318	4	298	7	191	2	165	0	63	host	hycE
gene-b4625	14	43	9	55	8	40	5	20	5	17	0	10	host	symR
gene-b2378	193	1030	403	934	117	294	34	177	22	110	16	60	host	lpxP
gene-b2168	237	221	130	219	71	222	33	140	16	109	13	39	host	fruK
gene-b0087	417	1789	773	2529	310	546	112	273	72	200	52	61	host	mraY
gene-b4148	136	637	216	688	102	231	46	111	12	69	17	58	host	gdx
gene-b3818	28	20	16	99	19	84	32	49	17	32	17	21	host	yigG
gene-b0570	57	588	101	556	30	284	12	217	10	168	6	53	host	cusS
gene-T4p245	0	0	10	1994	992	58167	1569	126386	3938	112133	457	52157	phage	59
gene-b1096	97	469	226	450	95	178	57	91	25	87	17	35	host	pabC
gene-b4529	104	377	138	367	52	109	18	61	12	45	4	24	host	ydbJ
gene-b0427	93	1169	192	960	62	368	34	202	19	137	17	58	host	yajR
gene-b4735	218	680	207	301	71	127	6	49	28	38	2	16	host	ybgU
gene-b1164	38	189	25	184	13	57	2	32	8	18	1	13	host	ycgZ
gene-b4532	11	72	9	67	5	50	7	36	5	28	5	13	host	hicA
gene-b3633	299	3555	390	3719	119	592	98	346	52	266	40	142	host	waaA
gene-b0634	248	2434	523	2402	179	483	86	245	57	149	26	63	host	mrdB
gene-b0785	219	622	247	946	93	190	44	90	17	45	25	31	host	moaE
gene-b0843	41	252	65	360	33	132	23	72	3	43	5	9	host	ybjH
gene-b1534	70	306	110	336	33	173	9	117	4	90	5	61	host	ydeE
gene-b2990	12	117	25	144	17	58	4	29	5	29	2	8	host	hybG
gene-b3683	8	110	8	306	4	450	3	320	3	199	1	68	host	glvC
gene-b3478	11	109	12	235	7	299	7	220	3	190	1	57	host	nikC
gene-b3331	6	49	9	144	3	217	3	140	1	84	4	35	host	gspJ
gene-b0128	164	676	300	1208	121	321	63	190	30	116	22	48	host	yadH
gene-b2482	5	147	16	371	9	433	7	297	2	215	1	83	host	hyfB
gene-b3061	5	67	7	185	4	217	3	161	2	93	1	26	host	ttdA
gene-b3555	111	277	107	369	33	127	6	68	3	37	1	15	host	yiaG
gene-T4p063	1	0	5	2638	2175	57992	570	59726	4866	96398	299	55903	phage	a-gt.4
gene-T4p118	1	0	315	16469	3802	35936	528	41578	7572	58632	388	36665	phage	vs.7
gene-b1180	126	757	150	796	41	161	31	88	19	73	12	47	host	ycgM
gene-b3691	16	182	22	435	6	554	2	375	2	250	0	42	host	dgoT
gene-b2845	66	699	92	852	57	293	10	170	24	100	13	81	host	yqeG
gene-b0947	263	1159	336	1363	122	302	37	178	29	118	23	51	host	ycbX
gene-b2144	25	427	34	307	18	177	13	109	6	76	2	25	host	sanA
gene-b1558	21	311	120	238	37	78	9	36	3	28	3	15	host	cspF
gene-b0482	80	746	112	434	44	294	12	189	3	120	7	43	host	ybaP
gene-b1528	137	697	134	496	67	314	27	166	11	137	14	75	host	ydeA
gene-T4p027	0	0	687	24103	2183	27553	517	11111	1027	10688	103	6717	phage	mrh.1
gene-b4115	15	145	22	427	5	466	10	295	11	284	2	120	host	adiC
gene-b3115	10	78	13	232	7	211	5	175	2	101	1	52	host	tdcD
gene-b4187	85	179	134	401	45	414	22	271	8	207	12	69	host	aidB
gene-b2295	163	1122	158	1053	56	281	15	113	11	78	3	30	host	yfbV
gene-T4p199	2	0	1	499	2	1170	806	19630	3149	39959	665	27887	phage	alt.-1
gene-b3406	65	469	89	437	20	244	6	144	6	110	2	40	host	greB
gene-b4807	4	18	7	85	4	86	2	48	2	45	0	19	host	malH
gene-b3934	200	660	274	745	89	377	33	364	36	170	20	81	host	cytR
gene-b1669	10	66	25	198	6	140	4	109	5	63	1	19	host	ydhT
gene-b2993	102	296	136	501	78	196	40	116	15	83	13	27	host	hybD
gene-b0293	25	173	43	246	35	185	17	76	8	68	4	34	host	ecpA
gene-b0558	2	14	2	26	0	32	0	19	0	14	0	14	host	ybcV
gene-b4731	1	6	0	17	2	28	0	7	0	9	0	5	host	ykiC
gene-b2525	563	4148	833	3388	336	272	102	106	83	65	89	32	host	fdx
gene-b2386	7	71	1	162	1	221	5	155	1	124	0	41	host	fryC
gene-T4p267	0	0	368	18606	4391	81348	778	27558	1734	6827	86	5772	phage	stp
gene-b0965	183	528	202	738	106	215	41	105	22	79	16	41	host	yccU
gene-b4733	1	4	0	11	0	17	0	14	0	7	0	9	host	ylcJ
gene-b1063	170	1282	140	900	40	185	17	97	12	68	10	33	host	yceB
gene-b2812	228	1022	394	2153	230	472	89	203	66	156	43	78	host	tcdA
gene-b4390	278	1327	442	1471	116	377	54	221	48	180	18	76	host	nadR
gene-b0925	431	2798	657	3420	198	619	75	314	46	242	35	98	host	ldtD
gene-b0007	36	260	41	392	15	459	14	293	6	233	4	70	host	yaaJ
gene-b0301	4	47	8	158	3	162	0	102	1	86	2	53	host	rclC
gene-b0694	18	233	30	240	8	138	11	89	6	87	2	31	host	kdpE
gene-b4154	408	1411	608	2275	241	631	132	381	62	264	42	104	host	frdA
gene-b2129	53	171	108	290	41	203	15	153	8	107	2	38	host	yehX
gene-b2204	18	74	19	158	11	172	5	105	3	86	3	37	host	napH
gene-b2033	451	1709	178	2245	105	263	12	95	26	85	7	46	host	wbbJ
gene-b0651	85	363	154	508	75	216	24	134	12	100	14	50	host	rihA
gene-b1083	45	195	62	270	19	188	15	115	11	59	4	15	host	flgL
gene-b3416	506	948	773	1613	420	866	137	486	67	363	62	156	host	malQ
gene-b3223	17	118	44	208	16	151	8	100	6	81	3	32	host	nanE
gene-b1841	212	1125	289	1066	125	243	34	64	26	67	24	27	host	yobA
gene-b4288	19	186	29	374	10	246	7	150	9	141	4	92	host	fecD
gene-b0629	22	150	22	236	10	167	1	85	5	79	3	29	host	ybeF
gene-b3872	29	193	42	332	21	306	19	204	8	159	4	84	host	yihL
gene-b3663	18	302	28	249	15	190	6	85	3	69	3	56	host	yicN
gene-b0173	366	956	963	1210	434	479	150	223	82	180	56	69	host	dxr
gene-T4p034	0	2	320	33161	3494	41829	543	35125	1556	14714	80	5230	phage	61.1
gene-b0494	184	916	277	1067	85	214	38	121	16	84	20	46	host	tesA
gene-b0886	213	1614	357	2334	134	538	58	284	43	213	35	73	host	cydC
gene-T4p216	0	0	97	10618	1807	43030	347	51390	3660	25278	73	7989	phage	31.2
gene-b1249	378	2184	541	1888	184	486	85	210	44	165	35	61	host	clsA
gene-b4410	54	499	179	622	90	122	26	37	22	33	5	18	host	ecnA
gene-b3513	24	242	45	399	15	245	9	218	4	141	4	73	host	mdtE
gene-b2947	903	1633	963	1294	375	392	151	175	105	139	62	61	host	gshB
gene-b3586	20	863	44	440	12	390	8	313	6	163	2	82	host	yiaV
gene-b1018	464	3294	642	4065	225	487	55	223	34	172	28	77	host	efeO
gene-b0650	27	133	31	242	11	291	4	179	5	142	4	53	host	hscC
gene-b1287	238	2271	223	1186	37	314	25	150	10	106	22	54	host	yciW
gene-b4585	18	168	18	230	7	143	1	137	5	107	0	65	host	chiX
gene-b4023	63	631	96	476	39	123	16	80	9	49	3	21	host	yjbD
gene-b3995	378	1936	323	1101	135	242	47	112	34	96	36	42	host	rsd
gene-b2968	23	98	36	196	24	212	4	103	8	76	0	29	host	yghD
gene-b1768	210	1111	279	1305	105	240	61	99	27	92	46	44	host	pncA
gene-b3909	39	284	99	585	47	429	16	280	6	208	10	75	host	kdgT
gene-b2577	56	275	74	308	23	236	26	167	17	105	14	59	host	yfiE
gene-b2428	54	217	63	372	21	227	10	162	6	72	4	42	host	murQ
gene-b4427	3	17	10	30	8	17	0	15	1	13	0	5	host	micC
gene-b3605	238	838	307	1307	116	500	52	339	36	269	21	125	host	lldD
gene-b2793	130	732	147	552	41	198	10	73	12	55	10	37	host	syd
gene-T4p042	1	2	25	1584	2768	91515	3228	68719	3686	39174	463	15769	phage	segA
gene-b0111	124	534	148	786	51	234	24	151	16	111	10	60	host	ampE
gene-b1357	6	26	3	32	1	30	3	12	1	11	0	9	host	ydaS
gene-b4419	63	385	84	538	33	179	19	83	10	76	9	45	host	ldrA
gene-b0190	184	1354	265	1285	114	337	39	167	27	111	17	55	host	yaeQ
gene-b0331	14	70	14	191	4	195	3	138	1	102	1	24	host	prpB
gene-b0433	268	3746	558	3605	211	866	93	416	58	315	54	124	host	ampG
gene-b0022	15	217	78	331	61	213	10	83	7	52	1	27	host	insA1
gene-b2956	11	88	17	177	8	199	3	133	5	60	2	29	host	yggM
gene-b0348	9	78	14	173	12	177	5	125	1	86	0	31	host	mhpB
gene-b4785	5	80	2	35	1	31	0	17	0	17	0	5	host	yqgH
gene-b0355	279	987	389	1443	209	398	56	147	60	107	36	60	host	frmB
gene-b3413	150	926	213	1308	107	412	31	212	8	163	10	55	host	yhgH
gene-b1315	11	83	20	190	9	188	2	144	3	92	1	35	host	ycjS
gene-b1505	11	44	17	195	1	156	0	103	1	68	1	56	host	ydeT
gene-b1410	11	103	35	255	6	223	5	180	4	105	1	51	host	ynbC
gene-b2367	11	69	25	208	14	187	1	149	5	91	4	47	host	emrY
gene-b1843	25	360	40	278	16	152	5	85	5	54	7	24	host	yobB
gene-b4129	189	724	184	1161	94	468	27	273	31	200	11	88	host	lysU
gene-b2544	28	141	37	276	21	217	9	174	4	110	5	31	host	yphB
gene-b3523	401	1132	463	1155	98	491	51	331	32	215	22	72	host	yhjE
